pair_id,doi_r,title_r,abstract_r,year_r,authors_r,journal_r,url_r,openalex_id_r,source,ref_r,filter_status,filter_method,filter_evidence,filter_confidence,original_match_type,original_match_confidence,oa_work_id_r,oa_work_id_o,doi_o,title_o,year_o,authors_o,ref_o,bibtex_ref_o,bibtex_ref_r,link_method,link_evidence,link_confidence,link_llm_model,doi_o_verification,outcome,outcome_phrase,outcome_confidence,out_quote_source,outcome_reasoning,type,original_rank,n_originals
a1df01b97782d4cd008536e7af46e548,10.1145/3299771.3299775,An Empirical Study on Assessing the Quality of Use Case Metrics,"Use cases are generally meant to describe the functional requirements of a software system. However, the use of some Natural Language (NL) text may inherently introduce language and interpretation related issues. Several tools and techniques have been proposed and available to assess the quality of use case specification, however, often performed manually. The precise and automated way of analyzing the quality of use cases in different aspects is a need due to volatile functionalities and rapid change in requirements. In this paper, we report the results of two separate experimental studies conducted, a replication of one another, to evaluate the significance and relevance of the use case quality assessment metrics. Our results revealed redundancies among the parameters associated with the quality measures and suggested modifications on the formulation of use case metrics which in turn make them complete, correct and consistent. Subsequently, we develop a tool support to automatically analyze the quality of use case specification on the basis of experimentally validated metrics.",2019,Chirag Usdadiya; Saurabh Tiwari; Asim Banerjee,,https://doi.org/10.1145/3299771.3299775,https://openalex.org/W2913380909,openalex,Usdadiya · 2019,replication,both,phrase:replication of; no author-year cite | llm:a replication of one another,high,single_original,medium,W2913380909,,,,,,,,"@misc{ChiragUsdadiya_2019, title={An Empirical Study on Assessing the Quality of Use Case Metrics}, author={Chirag Usdadiya and Saurabh Tiwari and Asim Banerjee}, year={2019}, doi={10.1145/3299771.3299775}, url={https://doi.org/10.1145/3299771.3299775}}",screen_disagreement,screen disagreement: gemini=no/high; openai=unclear/medium,low,,skipped,cannot_be_determined,"In this paper, we report the results of two separate experimental studies conducted, a replication of one another, to evaluate the significance and relevance of the use case quality assessment metrics. Our results revealed redundancies among the parameters associated with the quality measures and suggested modifications on the formulation of use case metrics which in turn make them complete, correct and consistent. Subsequently, we develop a tool support to automatically analyze the quality of use case specification on the basis of experimentally validated metrics.",high,abstract,"The abstract states that two studies were conducted as replications of each other, but it does not explicitly report whether the second study confirmed the findings of the first, instead presenting the combined results and conclusions.",replication,1,1
13a60ab9af7a79289a9dd9485cab492a,10.1101/730291,Reply: Evidence that <i>APP</i> gene copy number changes reflect recombinant vector contamination,"In the accompanying comment 1 , Kim et al . concluded that somatic gene recombination ( SGR ) and amyloid precursor protein ( APP ) genomic complementary DNAs ( gencDNAs ) in brain are contamination artifacts and do not naturally exist. We disagree. Here we address the three types of analyses used by Kim et al . to reach their conclusions: informatic contaminant identification, plasmid PCR, and single-cell sequencing. Additionally, Kim et al . requested “reads supporting novel APP insertion breakpoints,” and we now provide 10 different examples that support APP gencDNA insertion within eight chromosomes beyond wildtype APP on chromosome 21 from Alzheimer’s disease ( AD ) samples. If SGR exists as experimentally supported here and previously 2,3 , contamination scenarios become moot. Our informatic analyses of data generated by an independent laboratory (Park et al.) 4 , complement and are entirely consistent with what Lee et al . 2 presented via nine distinct lines of evidence, in addition to three from a prior publication 3 . Plasmid contamination was identified in a single pull-down dataset after publication of Lee et al . 2 ; however subsequent analyses did not alter any of our conclusions including those of our prior publications 3,5 and plasmid contamination-free replication of this approach by ourselves and others supported the original conclusions. Novel retro-insertion sites, alterations of APP gencDNA number and form with cell type from the same brain and pathogenic SNVs occurring only in AD, all support the existence of APP gencDNAs produced by SGR.",2019,Ming-Hsiang Lee; Christine S. Liu; Yunjiao Zhu; Gwendolyn E. Kaeser; Richard Rivera; William J. Romanow; Yasuyuki Kihara; Jerold Chun,bioRxiv (Cold Spring Harbor Laboratory),https://doi.org/10.1101/730291,https://openalex.org/W2963361042,openalex,Lee · 2019 · bioRxiv (Cold Spring Harbor Laboratory),replication,both,phrase:replication of; no author-year cite | llm:plasmid contamination-free replication of this approach by ourselves and others supported the original conclusions,high,single_original,high,W2963361042,,,,,,,,"@article{MingHsiangLee_2019, title={Reply: Evidence that <i>APP</i> gene copy number changes reflect recombinant vector contamination}, author={Ming-Hsiang Lee and Christine S. Liu and Yunjiao Zhu and Gwendolyn E. Kaeser and Richard Rivera and William J. Romanow and Yasuyuki Kihara and Jerold Chun}, journal={bioRxiv (Cold Spring Harbor Laboratory)}, year={2019}, doi={10.1101/730291}, url={https://doi.org/10.1101/730291}}",screen_disagreement,screen disagreement: gemini=no/high; openai=unclear/medium,low,,skipped,success,"Our informatic analyses of data generated by an independent laboratory (Park et al.) 4 , complement and are entirely consistent with what Lee et al . 2 presented via nine distinct lines of evidence, in addition to three from a prior publication 3 . Plasmid contamination was identified in a single pull-down dataset after publication of Lee et al . 2 ; however subsequent analyses did not alter any of our conclusions including those of our prior publications 3,5 and plasmid contamination-free replication of this approach by ourselves and others supported the original conclusions. Novel retro-insertion sites, alterations of APP gencDNA number and form with cell type from the same brain and pathogenic SNVs occurring only in AD, all support the existence of APP gencDNAs produced by SGR.",high,abstract,The authors explicitly state that their new analyses are entirely consistent with the original study and that independent replications supported the original conclusions.,replication,1,1
ed136f377596001ca8c18b40db372b67,10.11236/jph.66.3_151,[Psychometric properties of the diet-related quality of life (DRQOL) scale and its short version among older adults].,"Objectives The purpose of this study was to examine the psychometric properties of the diet-related quality of life (DRQOL) scale among older adults. Specifically, the study was conducted to confirm the scale's factor structure and construct a short version of the scale. Further, the scale's internal consistency and gender- and age-based differences as well as the validity of the DRQOL scale and its short version were examined.Methods We surveyed a random sample of community-dwelling older Japanese adults (aged 60-84 years; N=1,200; response rate: 70.8%) and used the data of 780 participants (367 men and 413 women). We used the DRQOL scale, comprising 18 items that were measured using a five-point Likert-type scale. Additionally, we assessed subjective well-being, diet satisfaction, appetite, meal restriction, mastication, number of meals with others, frequency of using ready-made and instant food, information gathering regarding food, and dietary variety scores as external criterion variables; socioeconomic status and health habits were used to describe basic participant characteristics.Results Confirmatory factor analysis revealed a replication of the four-factor structure of the measure (""pleasure from a meal,"" ""eating satisfaction,"" ""circumstances of meal,"" and ""diet diversity""). A short version of the measure comprising 8 items was developed. The DRQOL scale, its subscales, and its short version had high Cronbach's alpha coefficients as indicators of reliability (0.94; 0.86, 0.89, 0.77, and 0.72; and 0.90, respectively). There were significant sex differences in the scores of all constructs, and no significant age-based differences. The DRQOL scale scores had weak-to-moderate correlations with the external criterion variables mentioned above.Conclusion Overall, this study confirmed the psychometric properties of the DRQOL scale, including factor structure, reliability, gender and age differences, and its validity among older adults using data from the general population in Japan. In addition, a short version of the DRQOL scale was developed. Future studies should examine the factors associated with the DRQOL. The predictive validity of the scale, with health outcomes as external criteria, should be examined to test its usefulness for epidemiological surveys among older adults in community settings.",2019,Hajime Iwasa; Yuko Yoshida; Yoshimi Suzukamo,PubMed,https://pubmed.ncbi.nlm.nih.gov/30918206,https://openalex.org/W2944917542,openalex,Iwasa · 2019 · PubMed,replication,both,phrase:replication of; no author-year cite | llm:replication of the four-factor structure,high,single_original,high,W2944917542,,,,,,,,"@article{HajimeIwasa_2019, title={[Psychometric properties of the diet-related quality of life (DRQOL) scale and its short version among older adults].}, author={Hajime Iwasa and Yuko Yoshida and Yoshimi Suzukamo}, journal={PubMed}, year={2019}, doi={10.11236/jph.66.3_151}, url={https://doi.org/10.11236/jph.66.3_151}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,success,"Confirmatory factor analysis revealed a replication of the four-factor structure of the measure (""pleasure from a meal,"" ""eating satisfaction,"" ""circumstances of meal,"" and ""diet diversity""). A short version of the measure comprising 8 items was developed. The DRQOL scale, its subscales, and its short version had high Cronbach's alpha coefficients as indicators of reliability (0.94; 0.86, 0.89, 0.77, and 0.72; and 0.90, respectively). Overall, this study confirmed the psychometric properties of the DRQOL scale, including factor structure, reliability, gender and age differences, and its validity among older adults using data from the general population in Japan.",high,abstract,"The abstract explicitly states the factor structure was 'replicated' and that the study 'confirmed the psychometric properties' of the scale, indicating the original findings were successfully reproduced.",replication,1,1
2f7f579c3f0f0aa4c9b2710a9515a280,10.1080/23311908.2019.1585505,Psychometric validation of the Sexual Knowledge and Attitudes Test –Adolescents (SKAT-A) in an Iranian sample,"A rise in sexually transmitted diseases and liberalization of sexual attitudes has encouraged several Islamic countries to actively pursue sexual education programs. Support for this effort requires psychometrically sound instruments that can be used to assess sexual attitudes and obtain a richer understanding of the relations between attitudes and behavior. To address this knowledge gap, we translated the Sexual Knowledge and Attitudes Test—Adolescents (SKAT-A) from English to Farsi. We then examined the instrument’s factorial structure and criterion validity using exploratory structural equation modeling (ESEM) with a sample of adolescent and young adult Iranians. A six-factor model fit well including constructs assessing premarital sexuality, masturbation, homosexuality, pornography, abortion, and sexual coercion. All scales had adequate internal consistencies ranging from .66 to .85. There was sufficient evidence supporting several different forms of measurement equivalence based on gender, age and religious participation. Associations between sexual attitudes and markers of sexual activity were moderate and in the expected directions. Total replication of the U.S. factor structure was not obtained, however, there is evidence that core constructs in the instrument assessing sexual attitudes are suitable for use in a wide range of cultures, even those predicated on a strong religious beliefs system.",2019,Mahsa Motedayen; Seyed Mohammad Kalantarkousheh; Lawrence M. Scheier; Martin Komarc,Cogent Psychology,https://doi.org/10.1080/23311908.2019.1585505,https://openalex.org/W2915161952,openalex,Motedayen · 2019 · Cogent Psychology,replication,both,phrase:replication of; no author-year cite | llm:translated the Sexual Knowledge and Attitudes Test—Adolescents (SKAT-A) from English to Farsi.,high,single_original,high,W2915161952,,,,,,,,"@article{MahsaMotedayen_2019, title={Psychometric validation of the Sexual Knowledge and Attitudes Test –Adolescents (SKAT-A) in an Iranian sample}, author={Mahsa Motedayen and Seyed Mohammad Kalantarkousheh and Lawrence M. Scheier and Martin Komarc}, journal={Cogent Psychology}, year={2019}, doi={10.1080/23311908.2019.1585505}, url={https://doi.org/10.1080/23311908.2019.1585505}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,mixed,"A six-factor model fit well including constructs assessing premarital sexuality, masturbation, homosexuality, pornography, abortion, and sexual coercion. All scales had adequate internal consistencies ranging from .66 to .85. There was sufficient evidence supporting several different forms of measurement equivalence based on gender, age and religious participation. Associations between sexual attitudes and markers of sexual activity were moderate and in the expected directions. Total replication of the U.S. factor structure was not obtained, however, there is evidence that core constructs in the instrument assessing sexual attitudes are suitable for use in a wide range of cultures, even those predicated on a strong religious beliefs system.",high,abstract,"The authors explicitly state that while the total U.S. factor structure was not replicated, core constructs of the instrument were found to be suitable and valid in the Iranian context.",replication,1,1
be7d3527c20823a030671914e36275e6,10.1016/j.fsir.2019.100020,Evaluation of age by Kvaal’s modified measurements (KMM) using computer-aided imaging software and digitized parameters,"In the field of forensic science, identification of the unknown is the primary task to be done by forensic experts. Age assessment is one of the most important biological parameters of identification. The durability of teeth makes them one of the most suitable evidence for age estimation. The present study was performed to develop and validate new teeth specific multiple regression models for age estimation based on Kvaal’s modified measurements (KMM) and to check whether this approach leads to statistically comparable and reproducible results or not. Sample comprised of 1280 RVGs of 4 teeth per subject (maxillary canine, maxillary second premolar, mandibular canine, and mandibular first premolar) collected from 320 individuals (160 males and 160 females) having the age range 15–54 years. Thirteen radiographic measurements (3 vertical and 10 horizontal) were performed on all radiographs using computer-aided software (Adobe Photoshop). Various ratios from these vertical as well as horizontal measurements were calculated. These ratios were subjected to multiple regressions. Developed multiple regression models were validated for their accuracy on a different set of 80 RVGs obtained from another 20 subjects of known age. Comparative analysis was done to check the difference between the mean chronological age and estimated age. It was found that the pulpal width showed a better correlation with the chronological age when contrasted with vertical ratios. The concordance correlation coefficient was used to check the intraobserver reproducibility of measurements. The multiple regression models were established. The determination coefficients (r2) of the models for all the studied tooth varies from 0.331 to 0.631 with SEE varies from 6.27 to 7.89 years. Results of the present study suggested a significant negative correlation between chronological age and variables. Maxillary second premolar demonstrated the most noteworthy value of r2. The results of the present study give an inference for the feasibility of this technique. Our study indicates that the width measurements are age-dependent variable in adults as these ratios showed a better correlation with age. High resolution of RVGs has improved the age estimation error rate.",2019,Kusum Singal; Neelkamal Sharma; Satish Chander Narula; Vikas Kumar; Permila Singh; V.J. Munday,Forensic Science International Reports,https://doi.org/10.1016/j.fsir.2019.100020,https://openalex.org/W2965512162,openalex,Singal · 2019 · Forensic Science International Reports,replication,both,phrase:reproducibility of; no author-year cite | llm:to check whether this approach leads to statistically comparable and reproducible results,high,single_original,high,W2965512162,,,,,,,,"@article{KusumSingal_2019, title={Evaluation of age by Kvaal’s modified measurements (KMM) using computer-aided imaging software and digitized parameters}, author={Kusum Singal and Neelkamal Sharma and Satish Chander Narula and Vikas Kumar and Permila Singh and V.J. Munday}, journal={Forensic Science International Reports}, year={2019}, doi={10.1016/j.fsir.2019.100020}, url={https://doi.org/10.1016/j.fsir.2019.100020}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,success,It was found that the pulpal width showed a better correlation with the chronological age when contrasted with vertical ratios. The multiple regression models were established. The determination coefficients (r2) of the models for all the studied tooth varies from 0.331 to 0.631 with SEE varies from 6.27 to 7.89 years. Results of the present study suggested a significant negative correlation between chronological age and variables. Our study indicates that the width measurements are age-dependent variable in adults as these ratios showed a better correlation with age.,high,abstract,"The abstract reports that regression models were established and that variables (especially pulpal width and width ratios) showed significant negative correlations with chronological age, indicating the original Kvaal-based approach produced confirming, feasible results.",replication,1,1
ae6bcc2ce24023e6209d9d90ae8fd411,10.1134/s2079086419050049,Microbiome Affects the Adaptation of Drosophila melanogaster to a High NaCl Concentration,"Symbiotic microbes affect many aspects of the life of multicellular organisms and may favor their adaptation to a changing environment, but there is little direct experimental evidence of such a contribution. To assess the possible role of the microbiome in the adaptation of Drosophila melanogaster to a high-NaCl feed substrate, we used two laboratory lines of salt-adapted flies (C1, C2) and two control lines cultivated on a standard feed without salt (H1, H2). We have already shown that the presowing of homogenate of flies C1 on the surface of a saline feed increases the breeding efficiency and enhances the development of drosophila larvae in comparison with a homogenate of H1 flies. We repeated this experiment for lines C2 and H2 and obtained similar data, which proves the reproducibility of the revealed effect. In addition, we found contrasting differences in the number and taxonomic composition of yeast in drosophila homogenates of the salt-adapted and control lines. The results correspond to the assumption that changes in the symbiotic microbiome, including its yeast component, may contribute to the adaptation of drosophila to unfavorable feed substrates. The possible evolutionary consequences of such a contribution are discussed in this work.",2019,S. B. Ivnitsky; I. A. Maximova; П. Л. Панченко; А. С. Дмитриева; А. В. Качалкин; М. Б. Корнилова; K. S. Perfilieva; А. В. Марков,Biology Bulletin Reviews,https://doi.org/10.1134/s2079086419050049,https://openalex.org/W2979303365,openalex,Ivnitsky · 2019 · Biology Bulletin Reviews,replication,both,phrase:reproducibility of; no author-year cite | llm:We repeated this experiment for lines C2 and H2 and obtained similar data,high,single_original,high,W2979303365,,,,,,,,"@article{SBIvnitsky_2019, title={Microbiome Affects the Adaptation of Drosophila melanogaster to a High NaCl Concentration}, author={S. B. Ivnitsky and I. A. Maximova and П. Л. Панченко and А. С. Дмитриева and А. В. Качалкин and М. Б. Корнилова and K. S. Perfilieva and А. В. Марков}, journal={Biology Bulletin Reviews}, year={2019}, doi={10.1134/s2079086419050049}, url={https://doi.org/10.1134/s2079086419050049}}",screen_disagreement,screen disagreement: gemini=yes/high; openai=unclear/medium,low,,skipped,success,"We have already shown that the presowing of homogenate of flies C1 on the surface of a saline feed increases the breeding efficiency and enhances the development of drosophila larvae in comparison with a homogenate of H1 flies. We repeated this experiment for lines C2 and H2 and obtained similar data, which proves the reproducibility of the revealed effect. In addition, we found contrasting differences in the number and taxonomic composition of yeast in drosophila homogenates of the salt-adapted and control lines.",high,abstract,"The authors explicitly state they repeated the original experiment with C2/H2 and obtained similar data, and they assert this proves the reproducibility of the originally reported effect.",replication,1,1
016f8f8d8ec1f368af0d86475529b779,10.1002/jpen.1742,"Think Globally, Act Locally: The Importance of Population‐Specific Bioelectrical Impedance Analysis Prediction Equations for Muscle Mass Assessment","Abstract Background Bioelectrical impedance analysis (BIA) is a convenient muscle assessment method, but its accuracy highly depends on population‐specific aspects of the adopted equation. We aimed to develop appendicular lean mass (ALM) prediction models for older South Americans and to compare their performances to those of reference equations in the same sample. Methods Cross‐sectional evaluation of 192 community‐dwelling Brazilian subjects ≥60 years old from the COMO VAI? study. Using measurements from single‐frequency and multifrequency devices (BIASF and BIAMF, respectively), new ALM prediction equations were developed (reference method: dual‐energy x‐ray absorptiometry [DXA]). Validity was assessed by bootstrapping. Four previously established equations were also tested, and the performances were compared using Bland–Altman analysis. Results Stepwise variable selection produced the following equations: ALM SF‐BIA = (2.08 × sex) + (0.04 × weight) + (0.24 × RI 50 ) + (0.07 × Xc 50 ) − 0.16; ALM MF‐BIA = (1.85 × sex) + (0.03 × weight) + (0.31 × RI 50 ) + (0.04 × Xc 50 ) + (0.01 × Z 5 ) − 8.16, where ALM is estimated in kg; female sex = 0 and male sex = 1; weight is measured in kg; RI 50 is the resistance index at 50 kHz measured in cm 2 /Ω); Xc 50 is the reactance at 50 kHz measured in Ω; and Z 5 is impedance at 5 kHz measured in Ω. The equations explained, respectively, 89% and 90% of the variability of ALM DXA in our sample, and their estimates were not significantly different from DXA measurements. Bland–Altman analysis revealed accurate and unbiased performances for both models, with similar limits of agreement (BIA SF : ±2.58 kg; BIA MF : ±2.48 kg), and their validity was considered adequate by the bootstrap method. The reference equations, however, systematically overestimated ALM in our sample. Conclusion The proposed equations might represent practical options to estimate ALM in older noninstitutionalized South Americans. Further external validation, though, is required to verify the reproducibility of our findings.",2019,"Thiago Gonzalez Barbosa-Silva; Marı́a Cristina González; Renata Moraes Bielemann; Leonardo Pozza Santos; Ana Maria B. Menezes; the COCONUT Study Group, Brazil",Journal of Parenteral and Enteral Nutrition,https://doi.org/10.1002/jpen.1742,https://openalex.org/W2989589069,openalex,Barbosa-Silva · 2019 · Journal of Parenteral and Enteral Nutrition,replication,both,phrase:reproducibility of; no author-year cite | llm:compared their performances to those of reference equations in the same sample,high,single_original,high,W2989589069,,,,,,,,"@article{ThiagoGonzalezBarbosaSilva_2019, title={Think Globally, Act Locally: The Importance of Population‐Specific Bioelectrical Impedance Analysis Prediction Equations for Muscle Mass Assessment}, author={Thiago Gonzalez Barbosa-Silva and Marı́a Cristina González and Renata Moraes Bielemann and Leonardo Pozza Santos and Ana Maria B. Menezes and the COCONUT Study Group, Brazil}, journal={Journal of Parenteral and Enteral Nutrition}, year={2019}, doi={10.1002/jpen.1742}, url={https://doi.org/10.1002/jpen.1742}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,failure,"The equations explained, respectively, 89% and 90% of the variability of ALM DXA in our sample, and their estimates were not significantly different from DXA measurements. Bland–Altman analysis revealed accurate and unbiased performances for both models, with similar limits of agreement (BIA SF : ±2.58 kg; BIA MF : ±2.48 kg), and their validity was considered adequate by the bootstrap method. The reference equations, however, systematically overestimated ALM in our sample.",high,abstract,"The authors explicitly tested previously established reference equations on a new sample and report that those reference equations systematically overestimated ALM, indicating the original equations did not replicate/generalize to this population.",replication,1,1
1e3d18ae79efa6909585bb499124a885,10.2131/jts.44.393,Predicting the results of a 24-hr human patch test for surfactants: utility of margin-setting in a reconstructed human epidermis model,"To predict the results of a 24-hr closed human patch test, we previously recommended the use of in vitro test with a reconstructed human epidermis (RhE) model adopted in OECD TG 439, and proposed the margin method, which includes evaluation of twice the concentration to avoid a false positive for surfactants. Therefore, in this study, we used LabCyte EPI-MODEL as a RhE model, and confirmed the reproducibility of this method using five surfactants, including benzalkonium chloride (BC), sodium lauryl sulfate (SLS), and lauryl betaine (LB), for which false negative results have previously been reported, and three different surfactants. For all surfactants, prediction of patch test results using a margin of two revealed that human tests could be performed safely, confirming the utility of the margin method. In addition, we examined the relationship with critical micellar concentration (CMC). The IC50 for cell viability in the RhE model for three types of surfactants (BC, SLS, and LB) was 2.7- to 49.7-times the CMC. Therefore, the range of concentrations in which tests were performed with the present method was within the range of concentrations with high cleansing. Furthermore, we examined the relationship between cell viability and release of the inflammatory mediator interleukin-1α (IL-1α). IL-1α release was associated with cell viability, supporting the results of the human patch test.",2019,Mariko Sugiyama; Takuro Ueki; Shinichi Ogata; Hiroshi Itagaki,The Journal of Toxicological Sciences,https://doi.org/10.2131/jts.44.393,https://openalex.org/W2948170533,openalex,Sugiyama · 2019 · The Journal of Toxicological Sciences,replication,both,phrase:reproducibility of; no author-year cite | llm:confirmed the reproducibility of this method,high,single_original,high,W2948170533,,,,,,,,"@article{MarikoSugiyama_2019, title={Predicting the results of a 24-hr human patch test for surfactants: utility of margin-setting in a reconstructed human epidermis model}, author={Mariko Sugiyama and Takuro Ueki and Shinichi Ogata and Hiroshi Itagaki}, journal={The Journal of Toxicological Sciences}, year={2019}, doi={10.2131/jts.44.393}, url={https://doi.org/10.2131/jts.44.393}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,success,"To predict the results of a 24-hr closed human patch test, we previously recommended the use of in vitro test with a reconstructed human epidermis (RhE) model adopted in OECD TG 439, and proposed the margin method, which includes evaluation of twice the concentration to avoid a false positive for surfactants. Therefore, in this study, we used LabCyte EPI-MODEL as a RhE model, and confirmed the reproducibility of this method using five surfactants, including benzalkonium chloride (BC), sodium lauryl sulfate (SLS), and lauryl betaine (LB), for which false negative results have previously been reported, and three different surfactants. For all surfactants, prediction of patch test results using a margin of two revealed that human tests could be performed safely, confirming the utility of the margin method.",high,abstract,The authors explicitly state that they confirmed the reproducibility and utility of their previously proposed margin method using a variety of surfactants.,replication,1,1
82173de7856ff4eff20b69061ad08e6c,10.1159/000504246,Intracerebral Hemorrhage-Score Allows a Reliable Prediction of Mortality in Patients with Spontaneous Intracerebral Hemorrhage Managed by Fibrinolytic Therapy,"OBJECTIVE: Intracerebral hemorrhage (ICH) is associated with high morbidity and mortality. Prognosis estimation would be helpful for the treatment decision making in ICH patients. The ICH-score was published in 2001 to estimate the 30-day mortality in conservatively treated patients with ICH. We evaluated the reproducibility of the ICH-score in ICH patients undergoing fibrinolytic therapy. METHODS: We performed a retrospective analysis of patients with supratentorial ICH managed by fibrinolytic therapy and evaluated the 30-day mortality. The ICH-score was then applied to match the mortality in our patients with the mortality predicted by the ICH-score. The ICH-score is based on parameters available at admission: age, hematoma volume, intraventricular expansion, and clinical status according to the Glasgow Coma Scale. RESULTS: A total of 233 patients were analyzed. The 30-day mortality rate was 30% (70/233). An age of ≥80 years was associated with a significantly higher mortality rate (OR 2.26, chi-square test p = 0.01). A hematoma volume of ≥30 mL led significantly more often to 30-day mortality (OR 3.72, chi-square test p = 0.01). The mortality was significantly higher in the patients with intraventricular hemorrhage (2.97, chi-square test p = 0.003). The ICH-score showed a significant correlation with mortality (chi-square test, p < 0.0001). The following mortality rates were estimated using the ICH-score in our cohort: 1 = 0% (0/13), 2 = 0% (0/51), 3 = 1.3% (1/82), 4 = 43% (13/31), 5 = 100% (56/56). CONCLUSION: The ICH-score not only allows a reliable estimation of the 30-day mortality in patients with ICH treated conservatively but also treated by clot lysis. Compared to conservative treatment, the fibrinolytic therapy reduced the 30-day mortality in the patients with ICH-scores 1-4. Patients with ICH-score 5 do not have a benefit of fibrinolytic therapy and should no longer be considered to be candidates for fibrinolytic therapy.",2019,Vesna Malinova; Bogdan Iliev; Dorothée Mielke; Veit Rohde,Cerebrovascular Diseases,https://doi.org/10.1159/000504246,https://openalex.org/W2987440249,openalex,Malinova · 2019 · Cerebrovascular Diseases,replication,both,phrase:reproducibility of; no author-year cite | llm:We evaluated the reproducibility of the ICH-score in ICH patients undergoing fibrinolytic therapy.,high,single_original,high,W2987440249,,,,,,,,"@article{VesnaMalinova_2019, title={Intracerebral Hemorrhage-Score Allows a Reliable Prediction of Mortality in Patients with Spontaneous Intracerebral Hemorrhage Managed by Fibrinolytic Therapy}, author={Vesna Malinova and Bogdan Iliev and Dorothée Mielke and Veit Rohde}, journal={Cerebrovascular Diseases}, year={2019}, doi={10.1159/000504246}, url={https://doi.org/10.1159/000504246}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,success,"The ICH-score showed a significant correlation with mortality (chi-square test, p < 0.0001). The following mortality rates were estimated using the ICH-score in our cohort: 1 = 0% (0/13), 2 = 0% (0/51), 3 = 1.3% (1/82), 4 = 43% (13/31), 5 = 100% (56/56). CONCLUSION: The ICH-score not only allows a reliable estimation of the 30-day mortality in patients with ICH treated conservatively but also treated by clot lysis. Compared to conservative treatment, the fibrinolytic therapy reduced the 30-day mortality in the patients with ICH-scores 1-4. Patients with ICH-score 5 do not have a benefit of fibrinolytic therapy and should no longer be considered to be candidates for fibrinolytic therapy.",high,abstract,"The authors explicitly state that the ICH-score provides a reliable estimation of mortality in their cohort, confirming the predictive validity of the original scoring system in a new treatment context.",replication,1,1
115cf92fd24274346c777f9a241458c7,10.1530/joe-18-0566,Glucose mediates insulin sensitivity via a hepatoportal mechanism in high-fat-fed rats,"Poor nutrition plays a fundamental role in the development of insulin resistance, an underlying characteristic of type 2 diabetes. We have previously shown that high-fat diet-induced insulin resistance in rats can be ameliorated by a single glucose meal, but the mechanisms for this observation remain unresolved. To determine if this phenomenon is mediated by gut or hepatoportal factors, male Wistar rats were fed a high-fat diet for 3 weeks before receiving one of five interventions: high-fat meal, glucose gavage, high-glucose meal, systemic glucose infusion or portal glucose infusion. Insulin sensitivity was assessed the following day in conscious animals by a hyperinsulinaemic-euglycaemic clamp. An oral glucose load consistently improved insulin sensitivity in high-fat-fed rats, establishing the reproducibility of this model. A systemic infusion of a glucose load did not affect insulin sensitivity, indicating that the physiological response to oral glucose was not due solely to increased glucose turnover or withdrawal of dietary lipid. A portal infusion of glucose produced the largest improvement in insulin sensitivity, implicating a role for the hepatoportal region rather than the gastrointestinal tract in mediating the effect of glucose to improve lipid-induced insulin resistance. These results further deepen our understanding of the mechanism of glucose-mediated regulation of insulin sensitivity and provide new insight into the role of nutrition in whole body metabolism.",2019,H. M. Johnson; E Stanfield; Grace Jean Campbell; Erica E Eberl; Gregory J. Cooney; Kim Bell‐Anderson,Journal of Endocrinology,https://doi.org/10.1530/joe-18-0566,https://openalex.org/W2926114185,openalex,Johnson · 2019 · Journal of Endocrinology,replication,both,phrase:reproducibility of; no author-year cite | llm:establishing the reproducibility of this model.,high,single_original,high,W2926114185,,,,,,,,"@article{HMJohnson_2019, title={Glucose mediates insulin sensitivity via a hepatoportal mechanism in high-fat-fed rats}, author={H. M. Johnson and E Stanfield and Grace Jean Campbell and Erica E Eberl and Gregory J. Cooney and Kim Bell‐Anderson}, journal={Journal of Endocrinology}, year={2019}, doi={10.1530/joe-18-0566}, url={https://doi.org/10.1530/joe-18-0566}}",screen_disagreement,screen disagreement: gemini=no/high; openai=yes/high,low,,skipped,success,"To determine if this phenomenon is mediated by gut or hepatoportal factors, male Wistar rats were fed a high-fat diet for 3 weeks before receiving one of five interventions: high-fat meal, glucose gavage, high-glucose meal, systemic glucose infusion or portal glucose infusion. Insulin sensitivity was assessed the following day in conscious animals by a hyperinsulinaemic-euglycaemic clamp. An oral glucose load consistently improved insulin sensitivity in high-fat-fed rats, establishing the reproducibility of this model. A systemic infusion of a glucose load did not affect insulin sensitivity, indicating that the physiological response to oral glucose was not due solely to increased glucose turnover or withdrawal of dietary lipid. A portal infusion of glucose produced the largest improvement in insulin sensitivity, implicating a role for the hepatoportal region rather than the gastrointestinal tract in mediating the effect of glucose to improve lipid-induced insulin resistance.",high,abstract,"The abstract explicitly states that an oral glucose load consistently improved insulin sensitivity, 'establishing the reproducibility of this model,' and further reports a portal glucose infusion produced the largest improvement, indicating the original finding was confirmed.",replication,1,1
