pair_id,doi_r,title_r,abstract_r,year_r,authors_r,journal_r,url_r,openalex_id_r,source,ref_r,paper_type,filter_method,filter_evidence,filter_confidence,original_match_type,original_match_confidence,classify_llm_model,oa_work_id_r,oa_work_id_o,study_r,doi_o,title_o,study_o,year_o,authors_o,ref_o,bibtex_ref_o,bibtex_ref_r,link_method,link_evidence,link_confidence,link_llm_model,screen_categories,doi_o_verification,pdf_source,pdf_url,pdf_name,parse_method,outcome,outcome_phrase,outcome_confidence,out_quote_source,outcome_reasoning,outcome_computation,outcome_computational_quote,out_quote_computational_source,outcome_robustness,outcome_robustness_quote,out_quote_robust_source,outcome_llm_model,type,original_rank,n_originals,study_status,study_status_reasoning,study_status_model,osf_type
590076b9878512dd0ac3884631e3db79,10.17605/osf.io/fy9p3,"Rhythmic Variability, Language, and Style: A Replication and Extension of nPVI Findings with the RISM Dataset",,2019,"Shanahan, Daniel",OSF Preprints (OSF Preprints),https://doi.org/10.17605/osf.io/fy9p3,https://openalex.org/W6944171610,openalex_snapshot,Daniel · 2019 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-strong; Replication and Extension,high,single_original,low,,W6944171610,,,,,,,,,,"@article{Shanahan_2019, title={Rhythmic Variability, Language, and Style: A Replication and Extension of nPVI Findings with the RISM Dataset}, author={Shanahan, Daniel}, journal={OSF Preprints (OSF Preprints)}, year={2019}, doi={10.17605/osf.io/fy9p3}, url={https://doi.org/10.17605/osf.io/fy9p3}}",no_evidence,,low,,clearly_declared|other,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a replication and extension of findings, not a protocol, preregistration, analysis plan, or other prospective study document.",gpt-5.6-luna,project_or_registration
d0ead15ffa97a251cbf1d0d6a20f1b4d,10.17605/osf.io/vmcsg,The Inventory of Complicated Grief (ICG) - A systematic psychometric review and conceptual replication study of the structural validity,,2021,"Schakowski, Alexander; Haun, Markus W.",OSF Preprints (OSF Preprints),https://doi.org/10.17605/osf.io/vmcsg,https://openalex.org/W6944245567,openalex_snapshot,Alexander · 2021 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-strong; conceptual replication,high,single_original,low,,W6944245567,,,,,,,,,,"@article{Schakowski_2021, title={The Inventory of Complicated Grief (ICG) - A systematic psychometric review and conceptual replication study of the structural validity}, author={Schakowski, Alexander and Haun, Markus W.}, journal={OSF Preprints (OSF Preprints)}, year={2021}, doi={10.17605/osf.io/vmcsg}, url={https://doi.org/10.17605/osf.io/vmcsg}}",no_evidence,,low,,clearly_declared|measurement_validation,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a systematic review and conceptual replication study rather than a protocol, preregistration, or other plan document.",gpt-5.6-luna,project_or_registration
e651ac80574825cfe81e6db27d179e9c,10.17605/osf.io/3k6rv,public data/materials replication study Johnson et al. (2013) IOR in working memory,,2021,"Caro Hautekiet; Sposito, Giuliana; Langerock, Naomi; Vergauwe, Evie",OSF Preprints (OSF Preprints),https://osf.io/3k6rv,https://openalex.org/W6962532923,openalex_snapshot,Hautekiet · 2021 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; replication study,high,single_original,low,,W6962532923,,,,,,,,,,"@article{CaroHautekiet_2021, title={public data/materials replication study Johnson et al. (2013) IOR in working memory}, author={Caro Hautekiet and Sposito, Giuliana and Langerock, Naomi and Vergauwe, Evie}, journal={OSF Preprints (OSF Preprints)}, year={2021}, doi={10.17605/osf.io/3k6rv}, url={https://doi.org/10.17605/osf.io/3k6rv}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title names a replication study and does not identify the record as a preregistration, protocol, analysis plan, or other prospective plan document.",gpt-5.6-luna,project_or_registration
72dcafb0e82bc91a4c0d9ffdc3be35ca,10.17605/osf.io/4nz35,Psychopathy and Antisocial Personality Disorder: Wygant replication attempt,,2023,"Smith, Michelle M.",OSF Preprints (OSF Preprints),https://doi.org/10.17605/osf.io/4nz35,https://openalex.org/W6962616233,openalex_snapshot,M. · 2023 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-broad; replication attempt,high,single_original,low,,W6962616233,,,,,,,,,,"@article{Smith_2023, title={Psychopathy and Antisocial Personality Disorder: Wygant replication attempt}, author={Smith, Michelle M.}, journal={OSF Preprints (OSF Preprints)}, year={2023}, doi={10.17605/osf.io/4nz35}, url={https://doi.org/10.17605/osf.io/4nz35}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title names a replication attempt but does not identify a protocol, preregistration, analysis plan, or other prospective plan document.",gpt-5.6-luna,project_or_registration
97e40f3e1b101d6f7ec5d8d6aa2a5bc5,10.17605/osf.io/aqn5r,"Evaluating how time factors influence fraud：An online conceptual replication of Shalvi, Eldar, and Bereby-Meyer (2012).",,2020,"Liu, Huanxu; Yamada, Yuki",OSF Preprints (OSF Preprints),https://doi.org/10.17605/osf.io/aqn5r,https://openalex.org/W6962676669,openalex_snapshot,Huanxu · 2020 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; conceptual replication,high,single_original,low,,W6962676669,,,,,,,,,,"@article{Liu_2020, title={Evaluating how time factors influence fraud：An online conceptual replication of Shalvi, Eldar, and Bereby-Meyer (2012).}, author={Liu, Huanxu and Yamada, Yuki}, journal={OSF Preprints (OSF Preprints)}, year={2020}, doi={10.17605/osf.io/aqn5r}, url={https://doi.org/10.17605/osf.io/aqn5r}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes an online conceptual replication rather than a protocol, preregistration, or other study plan.",gpt-5.6-luna,project_or_registration
9debaf716a7b9cf79c25bb2b3b85d902,10.17605/osf.io/5kxdu,Historical Knowledge and Perceptions of Racism: Replication and Extension,,2023,"Woon, Jonathan",OSF Preprints (OSF Preprints),https://doi.org/10.17605/osf.io/5kxdu,https://openalex.org/W6962782991,openalex_snapshot,Jonathan · 2023 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-strong; Replication and Extension,high,single_original,low,,W6962782991,,,,,,,,,,"@article{Woon_2023, title={Historical Knowledge and Perceptions of Racism: Replication and Extension}, author={Woon, Jonathan}, journal={OSF Preprints (OSF Preprints)}, year={2023}, doi={10.17605/osf.io/5kxdu}, url={https://doi.org/10.17605/osf.io/5kxdu}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a replication and extension rather than a preregistration, protocol, analysis plan, or other prospective study document.",gpt-5.6-luna,project_or_registration
6778c1f5b0b07d54caa5b8ed7e354c26,10.17605/osf.io/mk3vp,Is There a Bias Towards Successful Replications Over Unsuccessful Replications? A Replication Study,,2021,"Pikutis, Liudvikas",OSF Preprints (OSF Preprints),https://doi.org/10.17605/osf.io/mk3vp,https://openalex.org/W6962783544,openalex_snapshot,Liudvikas · 2021 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-broad; Replication Study,high,single_original,low,,W6962783544,,,,,,,,,,"@article{Pikutis_2021, title={Is There a Bias Towards Successful Replications Over Unsuccessful Replications? A Replication Study}, author={Pikutis, Liudvikas}, journal={OSF Preprints (OSF Preprints)}, year={2021}, doi={10.17605/osf.io/mk3vp}, url={https://doi.org/10.17605/osf.io/mk3vp}}",no_evidence,,low,,clearly_declared|about_replication,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title names a replication study and does not identify a preregistration, protocol, analysis plan, or other prospective plan document.",gpt-5.6-luna,project_or_registration
8c85f68e402af9f51fd123c0b4f15340,10.17605/osf.io/g2cxw,Revisiting “Discounting future green”: Registered Replication Report of Hardisty and Weber (2009),,2024,"Västfjäll, Daniel; Efendic, Emir; Koppel, Lina; Feldman, Gilad; Tinghög, Gustav",OSF Preprints (OSF Preprints),https://osf.io/g2cxw,https://openalex.org/W6962892831,openalex_snapshot,Daniel · 2024 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; Registered Replication,high,single_original,low,,W6962892831,,,,,,,,,,"@article{Vstfjll_2024, title={Revisiting “Discounting future green”: Registered Replication Report of Hardisty and Weber (2009)}, author={Västfjäll, Daniel and Efendic, Emir and Koppel, Lina and Feldman, Gilad and Tinghög, Gustav}, journal={OSF Preprints (OSF Preprints)}, year={2024}, doi={10.17605/osf.io/g2cxw}, url={https://doi.org/10.17605/osf.io/g2cxw}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title identifies a Registered Replication Report, which names a finished preregistered study rather than a prospective plan document.",gpt-5.6-luna,project_or_registration
02f8d9b75e393d70e8897759cbc6d4df,10.17605/osf.io/hr9w8,2022-11-18 Glasgow Replications and Extensions,,2021,"Feldman, Gilad",OSF Preprints (OSF Preprints),https://doi.org/10.17605/OSF.IO/HR9W8,https://openalex.org/W6962961710,openalex_snapshot,Gilad · 2021 · OSF Preprints (OSF Preprints),needs_review,engine:16d370746b45,rule:replication-claim-title-strong; Replications and Extensions,high,single_original,low,,W6962961710,,,,,,,,,,"@article{Feldman_2021, title={2022-11-18 Glasgow Replications and Extensions}, author={Feldman, Gilad}, journal={OSF Preprints (OSF Preprints)}, year={2021}, doi={10.17605/osf.io/hr9w8}, url={https://doi.org/10.17605/osf.io/hr9w8}}",no_evidence,,low,,terminology_only|about_replication,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,,1,1,completed,"The title names replications and extensions but does not identify a preregistration, protocol, analysis plan, or other prospective study document.",gpt-5.6-luna,project_or_registration
9be812171343797ac4b9e7435848698a,10.17605/osf.io/q9uzr,People overlook subtractive change : replication and extension,,2021,"Fillon, Adrien; Souchet, Lionel; Girandola, Fabien; Bonnardel, Nathalie",OSF Preprints (OSF Preprints),https://doi.org/10.17605/osf.io/q9uzr,https://openalex.org/W6963130102,openalex_snapshot,Adrien · 2021 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-strong; replication and extension,high,single_original,low,,W6963130102,,,,,,,,,,"@article{Fillon_2021, title={People overlook subtractive change : replication and extension}, author={Fillon, Adrien and Souchet, Lionel and Girandola, Fabien and Bonnardel, Nathalie}, journal={OSF Preprints (OSF Preprints)}, year={2021}, doi={10.17605/osf.io/q9uzr}, url={https://doi.org/10.17605/osf.io/q9uzr}}",no_evidence,,low,,clearly_declared|other,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a replication and extension study but does not identify itself as a preregistration, protocol, analysis plan, or other prospective plan document.",gpt-5.6-luna,project_or_registration
d351bd3fe493f31ae2c4cbec9adbc9a8,,The dark side of a smiley - replication study,,2021,David Augulis; Filip Dechterenko; Lenka Kučerová; Anna Vrbatova; Karolína Knapová; Marek A. Vranka,OSF Preprints (OSF Preprints),https://osf.io/6q4sg,https://openalex.org/W7037082825,openalex_snapshot,Augulis · 2021 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-broad; replication study,high,single_original,low,,W7037082825,,,,,,,,,,"@article{DavidAugulis_2021, title={The dark side of a smiley - replication study}, author={David Augulis and Filip Dechterenko and Lenka Kučerová and Anna Vrbatova and Karolína Knapová and Marek A. Vranka}, journal={OSF Preprints (OSF Preprints)}, year={2021}, url={https://osf.io/6q4sg}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title identifies a replication study but does not describe a plan document such as a protocol, preregistration, or analysis plan.",gpt-5.6-luna,project_or_registration
0b75615a1e0390988211c48a988dff61,,Human fungibility in moral decision-making - A replication study,,2021,Ann Katrin Bonnekoh,OSF Preprints (OSF Preprints),https://osf.io/ncsx9,https://openalex.org/W6982296079,openalex_snapshot,Bonnekoh · 2021 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-broad; replication study,high,single_original,low,,W6982296079,,,,,,,,,,"@article{AnnKatrinBonnekoh_2021, title={Human fungibility in moral decision-making - A replication study}, author={Ann Katrin Bonnekoh}, journal={OSF Preprints (OSF Preprints)}, year={2021}, url={https://osf.io/ncsx9}}",no_evidence,,low,,clearly_declared|other,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a replication study but does not identify the record as a protocol, preregistration, analysis plan, or other prospective document.",gpt-5.6-luna,project_or_registration
041ea2ed41cd01c1a5781bf9d28c3d8e,,"Intolerance of uncertainty, appraisals, coping, and anxiety during the COVID-19 pandemic: a replication study",,2020,"Rachael Wright; John Graner, Ph.D.; Gregory Stewart; Kevin LaBar; Leonard Faul",OSF Preprints (OSF Preprints),https://osf.io/mh7re,https://openalex.org/W6982577216,openalex_snapshot,Wright · 2020 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-broad; replication study,high,single_original,low,,W6982577216,,,,,,,,,,"@article{RachaelWright_2020, title={Intolerance of uncertainty, appraisals, coping, and anxiety during the COVID-19 pandemic: a replication study}, author={Rachael Wright and John Graner, Ph.D. and Gregory Stewart and Kevin LaBar and Leonard Faul}, journal={OSF Preprints (OSF Preprints)}, year={2020}, url={https://osf.io/mh7re}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a replication study rather than identifying a protocol, preregistration, or other plan document.",gpt-5.6-luna,project_or_registration
940be36879eea5c164136c056f4e5954,,Replication study,,2023,Heather Kappes,OSF Preprints (OSF Preprints),https://osf.io/e3y5d,https://openalex.org/W7032600579,openalex_snapshot,Kappes · 2023 · OSF Preprints (OSF Preprints),needs_review,engine:16d370746b45,rule:replication-claim-title-broad; Replication study,high,single_original,low,,W7032600579,,,,,,,,,,"@article{HeatherKappes_2023, title={Replication study}, author={Heather Kappes}, journal={OSF Preprints (OSF Preprints)}, year={2023}, url={https://osf.io/e3y5d}}",no_evidence,,low,,clearly_declared|other,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,,1,1,completed,The title names a replication study but does not identify a plan or protocol document.,gpt-5.6-luna,project_or_registration
7455e0090f3ba1ea31ae8771fdc57c16,,Perfectionistic Self-Presentation and Social Anxiety Replication Study,,2019,Ivy-Lee Kehayes; Sean Mackinnon,OSF Preprints (OSF Preprints),https://osf.io/ty2aj,https://openalex.org/W6986311360,openalex_snapshot,Kehayes · 2019 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-broad; Replication Study,high,single_original,low,,W6986311360,,,,,,,,,,"@article{IvyLeeKehayes_2019, title={Perfectionistic Self-Presentation and Social Anxiety Replication Study}, author={Ivy-Lee Kehayes and Sean Mackinnon}, journal={OSF Preprints (OSF Preprints)}, year={2019}, url={https://osf.io/ty2aj}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title names a replication study but does not identify a registration, protocol, or analysis-plan document.",gpt-5.6-luna,project_or_registration
71c8b3d28cc080043c008e8d19d75883,,Replication studies,,,Kevin McManus,OSF Preprints (OSF Preprints),http://osf.io/ycsut/,https://openalex.org/W6986851429,openalex_snapshot,McManus · OSF Preprints (OSF Preprints),needs_review,engine:16d370746b45,rule:replication-claim-title-broad; Replication studies,high,single_original,low,,W6986851429,,,,,,,,,,"@article{KevinMcManus, title={Replication studies}, author={Kevin McManus}, journal={OSF Preprints (OSF Preprints)}, url={http://osf.io/ycsut/}}",no_evidence,,low,,about_replication|other,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,,1,1,completed,"The title merely names replication studies and does not identify a protocol, preregistration, analysis plan, or other prospective document.",gpt-5.6-luna,project_or_registration
267e540519e0223f43b83dbeee2c477e,,Sparrow et. al. - Google effects on memory - replication study,,2020,1948281,OSF Preprints (OSF Preprints),https://osf.io/3f4jy,https://openalex.org/W7024757036,openalex_snapshot,1948281 · 2020 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-broad; replication study,high,single_original,low,,W7024757036,,,,,,,,,,"@article{1948281_2020, title={Sparrow et. al. - Google effects on memory - replication study}, author={1948281}, journal={OSF Preprints (OSF Preprints)}, year={2020}, url={https://osf.io/3f4jy}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title identifies a replication study but does not describe a preregistration, protocol, analysis plan, or other prospective plan document.",gpt-5.6-luna,project_or_registration
94eac3883a64a3573c288d87b5bddb5f,,Study 1S: Conceptual Replication of Previous Findings &amp;amp; Paradigm Validation,,2022,Alison L. Chasteen; Elizabeth Page-Gould; Joel Le Forestier,OSF Preprints (OSF Preprints),https://osf.io/axrbg,https://openalex.org/W7015564823,openalex_snapshot,Chasteen · 2022 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-strong; Conceptual Replication,high,single_original,low,,W7015564823,,,,,,,,,,"@article{AlisonLChasteen_2022, title={Study 1S: Conceptual Replication of Previous Findings &amp;amp; Paradigm Validation}, author={Alison L. Chasteen and Elizabeth Page-Gould and Joel Le Forestier}, journal={OSF Preprints (OSF Preprints)}, year={2022}, url={https://osf.io/axrbg}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title names a study and its activities, not a preregistration, protocol, analysis plan, or other prospective document.",gpt-5.6-luna,project_or_registration
080e1cc31462f011bf90753f79b7adf4,,What causes psychological numbing? A replication and extension of the first study in Fetherstonhaugh et al. (1997)’s “Insensitivity to the Value of Human Life”,,2023,haifaa ahmed,OSF Preprints (OSF Preprints),https://osf.io/uacv2,https://openalex.org/W6988076374,openalex_snapshot,ahmed · 2023 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; replication and extension,high,single_original,low,,W6988076374,,,,,,,,,,"@article{haifaaahmed_2023, title={What causes psychological numbing? A replication and extension of the first study in Fetherstonhaugh et al. (1997)’s “Insensitivity to the Value of Human Life”}, author={haifaa ahmed}, journal={OSF Preprints (OSF Preprints)}, year={2023}, url={https://osf.io/uacv2}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a replication and extension study rather than identifying a protocol, preregistration, or other plan document.",gpt-5.6-luna,project_or_registration
eba2a223304ff4217eb2b6f1b018bcaf,,All data (Initial &amp;amp; Replication Study),,2017,Alison Robey; Michael R Dougherty,OSF Preprints (OSF Preprints),https://osf.io/5t8wy,https://openalex.org/W6989178663,openalex_snapshot,Robey · 2017 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-broad; Replication Study,high,single_original,low,,W6989178663,,,,,,,,,,"@article{AlisonRobey_2017, title={All data (Initial &amp;amp; Replication Study)}, author={Alison Robey and Michael R Dougherty}, journal={OSF Preprints (OSF Preprints)}, year={2017}, url={https://osf.io/5t8wy}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title refers to all data from an initial and replication study and does not identify a protocol, preregistration, or other plan document.",gpt-5.6-luna,project_or_registration
783a355772d36faf7a1d3da1cb1e5de3,,"Awe, the Small Self, and Prosocial Behavior: Replication and Extension I",,2018,Brigid Stegemoeller; Kimberly A. Quinn,OSF Preprints (OSF Preprints),http://api.osf.io/v2/nodes/45nqw/,https://openalex.org/W6989411503,openalex_snapshot,Stegemoeller · 2018 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-strong; Replication and Extension,high,single_original,low,,W6989411503,,,,,,,,,,"@article{BrigidStegemoeller_2018, title={Awe, the Small Self, and Prosocial Behavior: Replication and Extension I}, author={Brigid Stegemoeller and Kimberly A. Quinn}, journal={OSF Preprints (OSF Preprints)}, year={2018}, url={http://api.osf.io/v2/nodes/45nqw/}}",no_evidence,,low,,clearly_declared|other,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title names a replication and extension study but does not identify a preregistration, protocol, analysis plan, or other prospective document.",gpt-5.6-luna,project_or_registration
1d726c7184f050466570c3b618723389,,COVID-19 conspiracy beliefs and vaccinations: a conceptual replication study in Turkey,,2022,Francesca Giorgia Paleari; irem ertan; Silvia Di Battista; monica pivetti,OSF Preprints (OSF Preprints),https://osf.io/evjrh,https://openalex.org/W6990080506,openalex_snapshot,Paleari · 2022 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-strong; conceptual replication,high,single_original,low,,W6990080506,,,,,,,,,,"@article{FrancescaGiorgiaPaleari_2022, title={COVID-19 conspiracy beliefs and vaccinations: a conceptual replication study in Turkey}, author={Francesca Giorgia Paleari and irem ertan and Silvia Di Battista and monica pivetti}, journal={OSF Preprints (OSF Preprints)}, year={2022}, url={https://osf.io/evjrh}}",no_evidence,,low,,clearly_declared|context_transfer,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a conceptual replication study but does not identify the record as a protocol, preregistration, analysis plan, or other prospective document.",gpt-5.6-luna,project_or_registration
3af84dea7ab412b0214934ad27cd1b39,,conceptual replication Fat chance experiment,,2024,Catia Teixeira,OSF Preprints (OSF Preprints),https://osf.io/x4qas,https://openalex.org/W6990109611,openalex_snapshot,Teixeira · 2024 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-strong; conceptual replication,high,single_original,low,,W6990109611,,,,,,,,,,"@article{CatiaTeixeira_2024, title={conceptual replication Fat chance experiment}, author={Catia Teixeira}, journal={OSF Preprints (OSF Preprints)}, year={2024}, url={https://osf.io/x4qas}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title names a conceptual replication experiment and does not identify a preregistration, protocol, analysis plan, or other prospective study document.",gpt-5.6-luna,project_or_registration
98b044d9a2868829c654ed8956d04aec,,Does spontaneous favorability to power (vs. universalism) values predict spontaneous aggression - replication study,,2024,Paul H.P. Hanel; Nicolas Souchon,OSF Preprints (OSF Preprints),https://osf.io/rdz95,https://openalex.org/W6990589634,openalex_snapshot,Hanel · 2024 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-broad; replication study,high,single_original,low,,W6990589634,,,,,,,,,,"@article{PaulHPHanel_2024, title={Does spontaneous favorability to power (vs. universalism) values predict spontaneous aggression - replication study}, author={Paul H.P. Hanel and Nicolas Souchon}, journal={OSF Preprints (OSF Preprints)}, year={2024}, url={https://osf.io/rdz95}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title names a replication study itself and does not identify a preregistration, protocol, analysis plan, or other prospective plan document.",gpt-5.6-luna,project_or_registration
a28e272867887c04e68f1b61d987db2d,,The Effect of Concrete Wording on Truth Judgements: A Preregistered Replication and Extension of Hansen &amp;amp; Wänke (2010),,2018,Frédéric Vallée-Tourangeau; Daniel J. Simons; Emma L Henderson,OSF Preprints (OSF Preprints),http://api.osf.io/v2/nodes/xvr57/,https://openalex.org/W6990693903,openalex_snapshot,Vallée-Tourangeau · 2018 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; Replication and Extension,high,single_original,low,,W6990693903,,,,,,,,,,"@article{FrdricValleTourangeau_2018, title={The Effect of Concrete Wording on Truth Judgements: A Preregistered Replication and Extension of Hansen &amp;amp; Wänke (2010)}, author={Frédéric Vallée-Tourangeau and Daniel J. Simons and Emma L Henderson}, journal={OSF Preprints (OSF Preprints)}, year={2018}, url={http://api.osf.io/v2/nodes/xvr57/}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a preregistered replication, where “preregistered” refers to the study method rather than identifying the record as a plan document.",gpt-5.6-luna,project_or_registration
22a31c59caf28be93fb44bfb9c973a22,,Early Warning Signals and sudden changes in physical activity - a replication study,,2024,Dario Baretta; Guillaume Chevance; Alexandre Mazéas,OSF Preprints (OSF Preprints),https://osf.io/zevdm,https://openalex.org/W6990710968,openalex_snapshot,Baretta · 2024 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-broad; replication study,high,single_original,low,,W6990710968,,,,,,,,,,"@article{DarioBaretta_2024, title={Early Warning Signals and sudden changes in physical activity - a replication study}, author={Dario Baretta and Guillaume Chevance and Alexandre Mazéas}, journal={OSF Preprints (OSF Preprints)}, year={2024}, url={https://osf.io/zevdm}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a replication study but does not identify the record as a protocol, preregistration, analysis plan, or other prospective plan document.",gpt-5.6-luna,project_or_registration
216620b361d5fbdac0ef365bb4f2c0f1,,"Exploring how the illusory anonymity can be induced in an online environment: A conceptual replication of Zhong, Bohns, and Gino (2010)",,2023,Huanxu Liu; Yuki Yamada,OSF Preprints (OSF Preprints),https://osf.io/pe7z5,https://openalex.org/W6991077083,openalex_snapshot,Liu · 2023 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-cited-title; conceptual replication,high,single_original,low,,W6991077083,,,,,,,,,,"@article{HuanxuLiu_2023, title={Exploring how the illusory anonymity can be induced in an online environment: A conceptual replication of Zhong, Bohns, and Gino (2010)}, author={Huanxu Liu and Yuki Yamada}, journal={OSF Preprints (OSF Preprints)}, year={2023}, url={https://osf.io/pe7z5}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"The title describes a conceptual replication rather than identifying a preregistration, protocol, analysis plan, or other prospective study document.",gpt-5.6-luna,project_or_registration
d59237f7ad3e4f817f9debfd8e714c8c,,The “mnemonic time-travel effect”: A preregistered failure to replicate,,2019,Raoul Bell; Axel Buchner; Laura Mieth,OSF Preprints (OSF Preprints),http://api.osf.io/v2/nodes/rf47v/,https://openalex.org/W6992891025,openalex_snapshot,Bell · 2019 · OSF Preprints (OSF Preprints),replication,screen,rule:replication-claim-title-broad; failure to replicate,high,single_original,low,,W6992891025,,,,,,,,,,"@article{RaoulBell_2019, title={The “mnemonic time-travel effect”: A preregistered failure to replicate}, author={Raoul Bell and Axel Buchner and Laura Mieth}, journal={OSF Preprints (OSF Preprints)}, year={2019}, url={http://api.osf.io/v2/nodes/rf47v/}}",no_evidence,,low,,clearly_declared,skipped,,,,,pending,,low,,outcome not coded: the record carries no abstract and no document could be acquired from any source,,,,,,,,replication,1,1,completed,"“Preregistered failure to replicate” describes a completed replication that was preregistered, not a preregistration plan.",gpt-5.6-luna,project_or_registration
