pair_id,doi_r,title_r,abstract_r,year_r,authors_r,journal_r,url_r,openalex_id_r,source,ref_r,filter_status,filter_method,filter_evidence,filter_confidence,original_match_type,original_match_confidence,doi_o,title_o,year_o,authors_o,ref_o,bibtex_ref_o,bibtex_ref_r,link_method,link_evidence,link_confidence,link_llm_model,doi_o_verification,outcome,outcome_phrase,outcome_confidence,out_quote_source,outcome_reasoning,type,original_rank,n_originals
c9d8572d43c8a0ac3cd06546582777df,10.1007/s11575-020-00417-8,Services in International Business Studies: A Replication and Extension of Merchant and Gaur (2008),,2020.0,Denitsa Hazarbassanova Blagoeva; Peter D. Ørberg Jensen; Hemant Merchant,Management International Review,,https://openalex.org/W3037013559,openalex,Blagoeva · 2020 · Management International Review,replication,rule_based,phrase:replication and extension; cite:Merchant and Gaur (2008),high,single_original,low,10.1007/s11575-008-0022-z,Opening the ‘Non-Manufacturing’ envelope: The next big enterprise for international business research,2008.0,"Merchant, H.; Gaur, A.","Merchant, H., & Gaur, A. (2008). Opening the ‘Non-Manufacturing’ envelope: The next big enterprise for international business research. Management International Review, 48(4), 379–396. https://doi.org/10.1007/s11575-008-0022-z","@article{Merchant_2008, title={Opening the ‘Non-Manufacturing’ envelope: The next big enterprise for international business research}, author={Merchant, H. and Gaur, A.}, journal={Management International Review}, volume={48}, number={4}, pages={379--396}, year={2008}, doi={10.1007/s11575-008-0022-z}, url={https://doi.org/10.1007/s11575-008-0022-z}}","@article{DenitsaHazarbassanovaBlagoeva_2020.0, title={Services in International Business Studies: A Replication and Extension of Merchant and Gaur (2008)}, author={Denitsa Hazarbassanova Blagoeva and Peter D. Ørberg Jensen and Hemant Merchant}, journal={Management International Review}, year={2020.0}, doi={10.1007/s11575-020-00417-8}, url={https://doi.org/10.1007/s11575-020-00417-8}}",author_year_match,,high,,verified,cannot_be_determined,Services in International Business Studies: A Replication and Extension of Merchant and Gaur (2008),high,title,"The title explicitly states this is a replication/extension of Merchant & Gaur (2008), indicating a genuine attempt, but the abstract text is missing ('nan'), so there is no information about whether the original findings were confirmed, contradicted, or partially supported.",replication,1,1
7830862985beda92c60d7ca78d3baec2,10.1037/fam0000034,A constructive replication of the association between the oxytocin receptor genotype and parenting.,"Behavioral genetic studies have robustly indicated that parenting behaviors are heritable-that is, individual differences in parenting are at least partially a function of genetic differences between persons. Few studies, however, have sought to identify the specific genetic variants that are associated with individual differences in parenting. Genes that influence the oxytocin system are of particular interest, given the growing body of evidence that points to the role of oxytocin for social behaviors, including parenting. The current study conducted examinations of associations between a variant in the oxytocin receptor gene (OXTR rs53576) and parental warmth, control, and negativity in a sample of 1,000 twin children and their parents (N = 500 families) from the Michigan State University Twin Registry to constructively replicate and extend prior work (Bakermans-Kranenburg & van IJzendoorn, 2008; Michalska et al., 2014). Analyses were conducted both at the level of the child and the level of the parent, allowing us to examine both child-driven (via evocative gene-environment correlation) and parent-driven genetic effects on parenting. Mothers' OXTR genotype predicted her warmth toward her children, even after controlling for child genotype. This association was not found for fathers. These findings add to the growing body of evidence linking oxytocin functioning to parental behavior and also highlight potential etiological differences in parenting across mothers and fathers.",2014.0,Ashlea M. Klahr; Kelly L. Klump; S. Alexandra Burt,Journal of Family Psychology,,https://openalex.org/W2330046852,openalex,Klahr · 2014 · Journal of Family Psychology,replication,rule_based,"phrase:replication of; cite:Michalska et al., 2014",high,single_original,low,10.3389/fnbeh.2014.00021,Genetic imaging of the association of oxytocin receptor gene (OXTR) polymorphisms with positive maternal parenting,2014.0,"Michalska, K. J.; Decety, J.; Liu, C.; Chen, Q.; Martz, M. E.; Jacob, S.; Hipwell, A. E.; Lee, S. S.; Chronis‐Tuscano, A.; Waldman, I. D.; Lahey, B. B.","Michalska, K. J., Decety, J., Liu, C., Chen, Q., Martz, M. E., Jacob, S., Hipwell, A. E., Lee, S. S., Chronis‐Tuscano, A., Waldman, I. D., & Lahey, B. B. (2014). Genetic imaging of the association of oxytocin receptor gene (OXTR) polymorphisms with positive maternal parenting. Frontiers in Behavioral Neuroscience, 8, 21–21. https://doi.org/10.3389/fnbeh.2014.00021","@article{Michalska_2014, title={Genetic imaging of the association of oxytocin receptor gene (OXTR) polymorphisms with positive maternal parenting}, author={Michalska, K. J. and Decety, J. and Liu, C. and Chen, Q. and Martz, M. E. and Jacob, S. and Hipwell, A. E. and Lee, S. S. and Chronis‐Tuscano, A. and Waldman, I. D. and Lahey, B. B.}, journal={Frontiers in Behavioral Neuroscience}, volume={8}, pages={21--21}, year={2014}, doi={10.3389/fnbeh.2014.00021}, url={https://doi.org/10.3389/fnbeh.2014.00021}}","@article{AshleaMKlahr_2014.0, title={A constructive replication of the association between the oxytocin receptor genotype and parenting.}, author={Ashlea M. Klahr and Kelly L. Klump and S. Alexandra Burt}, journal={Journal of Family Psychology}, year={2014.0}, doi={10.1037/fam0000034}, url={https://doi.org/10.1037/fam0000034}}",author_year_match,,high,,verified,cannot_be_determined,"The current study conducted examinations of associations between a variant in the oxytocin receptor gene (OXTR rs53576) and parental warmth, control, and negativity in a sample of 1,000 twin children and their parents (N = 500 families) from the Michigan State University Twin Registry to constructively replicate and extend prior work (Bakermans-Kranenburg & van IJzendoorn, 2008; Michalska et al., 2014).",high,abstract,The provided abstract text is truncated and ends before reporting any results or conclusions regarding the success of the replication attempt.,replication,1,1
4c7d7df530529c97407a239e862e94da,10.1017/s0261444818000216,Input-based tasks for beginner-level learners: An approximate replication and extension of Erlam &amp; Ellis (2018),"Erlam &amp; Ellis (2018) published, in Canadian Modern Language Review , an experimental study that investigated the effect of input-based tasks on the acquisition of vocabulary and markers of plurality by adolescent near-beginner learners of L2 (second language) French. The present paper reports an approximate replication of the original study with the aim of confirming or disconfirming the results. 1 The research questions of both studies addressed the receptive acquisition of new vocabulary and the receptive and productive acquisition of markers of plurality resulting from instruction using input-based tasks. Both studies investigated near-beginner adolescent learners of French. The teacher, the students’ usual classroom teacher, was the same in both studies. In the replication study, a new, larger group of students were investigated, the length of the instruction was increased, involving the development of additional tasks, and productive as well as the receptive knowledge of the vocabulary items was assessed. The results of the replication study confirm and extend those of the original study. The teachers’ views about the role of input-based tasks with near-beginner learners remained constant in the two studies. The paper concludes with a discussion of the contribution that approximate replications can make to instructed second language acquisition research.",2018.0,Rosemary Erlam; Rod Ellis,Language Teaching,,https://openalex.org/W2883031472,openalex,Erlam · 2018 · Language Teaching,replication,rule_based,phrase:replication of; cite:Ellis (2018),high,single_original,low,10.3138/cmlr.3831,Task-Based Language Teaching for Beginner-Level Learners of L2 French: An Exploratory Study,2018.0,"Erlam, R.; Ellis, R.","Erlam, R., & Ellis, R. (2018). Task-Based Language Teaching for Beginner-Level Learners of L2 French: An Exploratory Study. Canadian Modern Language Review/ La Revue canadienne des langues vivantes, 74(1), 1–26. https://doi.org/10.3138/cmlr.3831","@article{Erlam_2018, title={Task-Based Language Teaching for Beginner-Level Learners of L2 French: An Exploratory Study}, author={Erlam, R. and Ellis, R.}, journal={Canadian Modern Language Review/ La Revue canadienne des langues vivantes}, volume={74}, number={1}, pages={1--26}, year={2018}, doi={10.3138/cmlr.3831}, url={https://doi.org/10.3138/cmlr.3831}}","@article{RosemaryErlam_2018.0, title={Input-based tasks for beginner-level learners: An approximate replication and extension of Erlam &amp; Ellis (2018)}, author={Rosemary Erlam and Rod Ellis}, journal={Language Teaching}, year={2018.0}, doi={10.1017/s0261444818000216}, url={https://doi.org/10.1017/s0261444818000216}}",author_year_match,,high,,verified,cannot_be_determined,The present paper reports an approximate replication of the original study with the aim of confirming or disconfirming the results. 1 The research questions of both studies addressed the receptive acquisition of new vocabulary and the receptive and productive acquisition of markers of plurality resulting from instruction using input-based tasks.,high,abstract,The abstract describes the study's design and its intent to replicate the original work but ends before stating any results or conclusions.,replication,1,1
18cc6b35d90bd33fee0e806521d4f091,10.1101/416321,Evaluating the evidence for biotypes of depression: attempted replication of Drysdale et.al. 2017,"Abstract Background Psychiatric disorders are highly heterogeneous, defined based on symptoms with little connection to potential underlying biological mechanisms. A possible approach to dissect biological heterogeneity is to look for biologically meaningful subtypes. A recent study Drysdale et al. (2017) showed promising results along this line by simultaneously using resting state fMRI and clinical data and identified four distinct subtypes of depression with different clinical profiles and abnormal resting state fMRI connectivity. These subtypes were predictive of treatment response to transcranial magnetic stimulation therapy. Objective Here, we attempted to replicate the procedure followed in the Drysdale et al. study and their findings in an independent dataset of a clinically more heterogeneous sample of 187 participants with depression and anxiety. We aimed to answer the following questions: 1) Using the same procedure, can we find a statistically significant and reliable relationship between brain connectivity and clinical symptoms? 2) Is the observed relationship similar to the one found in the original study? 3) Can we identify distinct and reliable subtypes? 4) Do they have similar clinical profiles as the subtypes identified in the original study? Methods We followed the original procedure as closely as possible, including a canonical correlation analysis to find a low dimensional representation of clinically relevant resting state fMRI features, followed by hierarchical clustering to identify subtypes. We extended the original procedure using additional statistical tests, to test the statistical significance of the relationship between resting state fMRI and clinical data, and the existence of distinct subtypes. Furthermore, we examined the stability of the whole procedure using resampling. Results and Conclusion We were not able to replicate the findings of the original study. Relationships between brain connectivity and clinical symptoms were not statistically significant and we also did not find clearly distinct subtypes of depression. We argue, that based on our rigorous approach and in-depth review of the original results, that the evidence for the existence of the distinct resting state connectivity based subtypes of depression is weak and should be interpreted with caution.",2018.0,Richard Dinga; Lianne Schmaal; Brenda W.J.H. Penninx; Marie‐José van Tol; Dick J. Veltman; Laura S. van Velzen; Nic J.A. van der Wee; André F. Marquand,bioRxiv (Cold Spring Harbor Laboratory),https://doi.org/10.1101/416321,https://openalex.org/W2891435586,openalex,Dinga · 2018 · bioRxiv (Cold Spring Harbor Laboratory),replication,rule_based,phrase:replication of; cite:Drysdale et al. (2017),high,single_original,low,10.1038/nm.4246,Resting-state connectivity biomarkers define neurophysiological subtypes of depression,2016.0,"Drysdale, A. T.; Grosenick, L.; Downar, J.; Dunlop, K.; Mansouri, F.; Meng, Y.; Fetcho, R. N.; Zebley, B.; Oathes, D. J.; Etkin, A.; Schatzberg, A. F.; Sudheimer, K.; Keller, J.; Mayberg, H. S.; Gunning, F. M.; Alexopoulos, G. S.; Fox, M.; Pascual‐Leone, Á.; Voss, H. U.; Casey, B.J.; Dubin, M. J.; Liston, C.","Drysdale, A. T., Grosenick, L., Downar, J., Dunlop, K., Mansouri, F., Meng, Y., Fetcho, R. N., Zebley, B., Oathes, D. J., Etkin, A., Schatzberg, A. F., Sudheimer, K., Keller, J., Mayberg, H. S., Gunning, F. M., Alexopoulos, G. S., Fox, M., Pascual‐Leone, Á., Voss, H. U., Casey, B.J., Dubin, M. J., & Liston, C. (2016). Resting-state connectivity biomarkers define neurophysiological subtypes of depression. Nature Medicine, 23(1), 28–38. https://doi.org/10.1038/nm.4246","@article{Drysdale_2016, title={Resting-state connectivity biomarkers define neurophysiological subtypes of depression}, author={Drysdale, A. T. and Grosenick, L. and Downar, J. and Dunlop, K. and Mansouri, F. and Meng, Y. and Fetcho, R. N. and Zebley, B. and Oathes, D. J. and Etkin, A. and Schatzberg, A. F. and Sudheimer, K. and Keller, J. and Mayberg, H. S. and Gunning, F. M. and Alexopoulos, G. S. and Fox, M. and Pascual‐Leone, Á. and Voss, H. U. and Casey, B.J. and Dubin, M. J. and Liston, C.}, journal={Nature Medicine}, volume={23}, number={1}, pages={28--38}, year={2016}, doi={10.1038/nm.4246}, url={https://doi.org/10.1038/nm.4246}}","@article{RichardDinga_2018.0, title={Evaluating the evidence for biotypes of depression: attempted replication of Drysdale et.al. 2017}, author={Richard Dinga and Lianne Schmaal and Brenda W.J.H. Penninx and Marie‐José van Tol and Dick J. Veltman and Laura S. van Velzen and Nic J.A. van der Wee and André F. Marquand}, journal={bioRxiv (Cold Spring Harbor Laboratory)}, year={2018.0}, doi={10.1101/416321}, url={https://doi.org/10.1101/416321}}",author_year_match,,high,,verified,cannot_be_determined,"Objective Here, we attempted to replicate the procedure followed in the Drysdale et al. study and their findings in an independent dataset of a clinically more heterogeneous sample of 187 participants with depression and anxiety. We aimed to answer the following questions: 1) Using the same procedure, can we find a statistically significant and reliable relat…",high,abstract,"The abstract explicitly states this is an attempted replication on an independent sample, but the provided text is truncated and contains no results or statements confirming or refuting the original findings, so the replication outcome cannot be determined from the available excerpt.",replication,1,1
d4c5096ec5140ee8732ccd9a63a2cb62,10.1111/jopy.12325,Ratings of affective and interpersonal tendencies differ for grandiose and vulnerable narcissism: A replication and extension of Gore and Widiger (2016),"OBJECTIVE: Theoretical conceptions of narcissism have long been characterized by two seemingly opposing poles: grandiosity and vulnerability. The goal of the current study was to investigate the extent to which traits associated with one profile are perceived to co-occur with the other within an individual. METHOD: = 37) recruited from Amazon's MTurk were assigned to one of four conditions in which they rated how often a series of narcissistic traits were displayed by a prototypical grandiose narcissist, a vulnerable narcissist, a close friend, or themselves. Vulnerable narcissism items were specifically worded to assess internalizing- versus externalizing-based emotional responses. RESULTS: Results suggest that grandiosely narcissistic individuals are seen as responding angrily to ego-threatening situations, whereas vulnerably narcissistic individuals are seen as responding with a broader array of negative emotions, including anger, sadness, and shame. In contrast, vulnerably narcissistic individuals were not rated as consistently demonstrating behaviors, attitudes, or cognitions associated with grandiose narcissism. CONCLUSIONS: Grandiose and vulnerable narcissistic individuals both exhibit anger in response to ego threat, but sadness/shame responses are more characteristic of vulnerable narcissism.",2017.0,Courtland S. Hyatt; Chelsea Sleep; Donald R. Lynam; Thomas A. Widiger; W. Keith Campbell; Joshua D. Miller,Journal of Personality,https://doi.org/10.1111/jopy.12325,https://openalex.org/W2615592775,openalex,Hyatt · 2017 · Journal of Personality,replication,rule_based,phrase:replication and extension; cite:Gore and Widiger (2016),high,single_original,low,10.1037/per0000181,Fluctuation between grandiose and vulnerable narcissism.,2016.0,"Gore, W. L.; Widiger, T. A.","Gore, W. L., & Widiger, T. A. (2016). Fluctuation between grandiose and vulnerable narcissism.. Personality Disorders Theory Research and Treatment, 7(4), 363–371. https://doi.org/10.1037/per0000181","@article{Gore_2016, title={Fluctuation between grandiose and vulnerable narcissism.}, author={Gore, W. L. and Widiger, T. A.}, journal={Personality Disorders Theory Research and Treatment}, volume={7}, number={4}, pages={363--371}, year={2016}, doi={10.1037/per0000181}, url={https://doi.org/10.1037/per0000181}}","@article{CourtlandSHyatt_2017.0, title={Ratings of affective and interpersonal tendencies differ for grandiose and vulnerable narcissism: A replication and extension of Gore and Widiger (2016)}, author={Courtland S. Hyatt and Chelsea Sleep and Donald R. Lynam and Thomas A. Widiger and W. Keith Campbell and Joshua D. Miller}, journal={Journal of Personality}, year={2017.0}, doi={10.1111/jopy.12325}, url={https://doi.org/10.1111/jopy.12325}}",author_year_match,,high,,verified,cannot_be_determined,"Results suggest that grandiosely narcissistic individuals are seen as responding angrily to ego-threatening situations, whereas vulnerably narcissistic individuals are seen as responding with a broader array of negative emotions, including anger, sadness, and shame.",high,abstract,"The provided abstract snippet describes the study's findings regarding emotional responses but lacks an explicit statement confirming or contradicting the original study's findings on trait co-occurrence, and the text cuts off before a conclusion is reached.",replication,1,1
a624879a21f411e0439bdcd47634b60f,10.1002/jaba.329,Interactive computer training to teach discrete-trial instruction to undergraduates and special educators in Brazil: A replication and extension,"Discrete-trial instruction (DTI) is a behavioral method of teaching young children with autism spectrum disorders (ASD) that has received a significant amount of research support. Because of a lack of qualified trainers in many areas of the world, researchers have recently begun to investigate alternative methods of training professionals to implement behavioral teaching procedures. One promising training method is interactive computer training, in which slides with recorded narration, video modeling, and embedded evaluation of content knowledge are used to teach a skill. In the present study, the effectiveness of interactive computer training developed by Pollard, Higbee, Akers, and Brodhead (2014), translated into Brazilian Portuguese, was evaluated with 4 university students (Study 1) and 4 special education teachers (Study 2). We evaluated the effectiveness of training on DTI skills during role-plays with research assistants (Study 1) and during DTI sessions with young children with ASD (Studies 1 and 2) using a multiple baseline design. All participants acquired DTI skills after interactive computer training, although 5 of 8 participants required some form of feedback to reach proficiency. Responding generalized to untaught teaching programs for all participants. We evaluated maintenance with the teachers in Study 2, and DTI skills were maintained with 3 of 4 participants.",2016.0,Thomas S. Higbee; Ana Paula Aporta; Alice Almeida Chaves de Resende; Mateus Gonçalves Nogueira; Celso Goyos; Joy S. Pollard,Journal of Applied Behavior Analysis,https://doi.org/10.1002/jaba.329,https://openalex.org/W2444221756,openalex,Higbee · 2016 · Journal of Applied Behavior Analysis,replication,rule_based,"phrase:replication and extension; cite:Pollard, Higbee, Akers, and Brodhead (2014)",high,single_original,low,10.1002/jaba.152,An evaluation of interactive computer training to teach instructors to implement discrete trials with children with autism,2014.0,"Pollard, J. S.; Higbee, T. S.; Akers, J. S.; Brodhead, M. T.","Pollard, J. S., Higbee, T. S., Akers, J. S., & Brodhead, M. T. (2014). An evaluation of interactive computer training to teach instructors to implement discrete trials with children with autism. Journal of Applied Behavior Analysis, 47(4), 765–776. https://doi.org/10.1002/jaba.152","@article{Pollard_2014, title={An evaluation of interactive computer training to teach instructors to implement discrete trials with children with autism}, author={Pollard, J. S. and Higbee, T. S. and Akers, J. S. and Brodhead, M. T.}, journal={Journal of Applied Behavior Analysis}, volume={47}, number={4}, pages={765--776}, year={2014}, doi={10.1002/jaba.152}, url={https://doi.org/10.1002/jaba.152}}","@article{ThomasSHigbee_2016.0, title={Interactive computer training to teach discrete-trial instruction to undergraduates and special educators in Brazil: A replication and extension}, author={Thomas S. Higbee and Ana Paula Aporta and Alice Almeida Chaves de Resende and Mateus Gonçalves Nogueira and Celso Goyos and Joy S. Pollard}, journal={Journal of Applied Behavior Analysis}, year={2016.0}, doi={10.1002/jaba.329}, url={https://doi.org/10.1002/jaba.329}}",author_year_match,,high,,verified,cannot_be_determined,"In the present study, the effectiveness of interactive computer training developed by Pollard, Higbee, Akers, and Brodhead (2014), translated into Brazilian Portuguese, was evaluated with 4 university students (Study 1) and 4 special education teachers (Study 2). We evaluated the effectiveness of training on DTI skills during role-plays with research assistants (Study 1) and during DTI sessions with young children wit…",high,abstract,"The abstract clearly describes a replication of Pollard et al. (2014) with translated materials and two participant samples but does not report any results or state whether the original findings were confirmed or contradicted, so the replication outcome cannot be determined from the provided text.",replication,1,1
9f9a76677de191923597e858d7a9e68e,10.1017/s026144481800040x,"What is the ideal time to provide corrective feedback? Replication of Li, Zhu &amp; Ellis (2016) and Arroyo &amp; Yilmaz (2018)","This article calls for replication of two studies (Li, Zhu &amp; Ellis 2016; Arroyo &amp; Yilmaz 2018) that examine the timing of corrective feedback, which refers to whether errors should be corrected during a communicative task (immediate feedback) or after the task is completed (delayed feedback). The article starts with a rationale for replicating the two studies: they address a topic of significance to theorists, researchers, and practitioners; they are conducted with rigorous methods; they represent classroom and laboratory research respectively; they both show an advantage for immediate feedback. It proceeds to contextualize the subsequent discussion of replication strategies by (1) elaborating the theoretical claims and pedagogical positions on the influence of the timing of corrective feedback on learning outcomes and task performance, and (2) summarizing the findings of the research on the effectiveness of corrective feedback. After some background information is provided, a detailed discussion is given for each of the two studies, including a summary of the methods and findings, followed by recommendations about how to replicate.",2018.0,Shaofeng Li,Language Teaching,https://doi.org/10.1017/s026144481800040x,https://openalex.org/W2906219817,openalex,Li · 2018 · Language Teaching,replication,rule_based,phrase:replication of; cite:Ellis (2016),high,single_original,low,10.1111/modl.12315,The Effects of the Timing of Corrective Feedback on the Acquisition of a New Linguistic Structure,2016.0,"Li, S.; Zhu, Y.; Ellis, R.","Li, S., Zhu, Y., & Ellis, R. (2016). The Effects of the Timing of Corrective Feedback on the Acquisition of a New Linguistic Structure. Modern Language Journal, 100(1), 276–295. https://doi.org/10.1111/modl.12315","@article{Li_2016, title={The Effects of the Timing of Corrective Feedback on the Acquisition of a New Linguistic Structure}, author={Li, S. and Zhu, Y. and Ellis, R.}, journal={Modern Language Journal}, volume={100}, number={1}, pages={276--295}, year={2016}, doi={10.1111/modl.12315}, url={https://doi.org/10.1111/modl.12315}}","@article{ShaofengLi_2018.0, title={What is the ideal time to provide corrective feedback? Replication of Li, Zhu &amp; Ellis (2016) and Arroyo &amp; Yilmaz (2018)}, author={Shaofeng Li}, journal={Language Teaching}, year={2018.0}, doi={10.1017/s026144481800040x}, url={https://doi.org/10.1017/s026144481800040x}}",author_year_match,,high,,verified,cannot_be_determined,"This article calls for replication of two studies (Li, Zhu & Ellis 2016; Arroyo & Yilmaz 2018) that examine the timing of corrective feedback, which refers to whether errors should be corrected during a communicative task (immediate feedback) or after the task is completed (delayed feedback). The article starts with a rationale for replicating the two studies: they address a topic of significance to theorists, researchers, and practitioners; they are conducted with rigorous methods; they represent classroom and laboratory research respectively; they both show an advantage for immediate feedback.",high,abstract,"The abstract explicitly calls for and frames replication of the named studies but provides background and rationale only; it does not report any replication results or state whether the original findings were confirmed, contradicted, or partially supported.",replication,1,1
84d381744ea1af8089fafcf28bd31913,10.1016/j.jrp.2014.06.006,"Do prosocial people prefer sweet-tasting foods? An attempted replication of Meier, Moeller, Riemer-Peltz, and Robinson (2012)",,2014.0,Michael C. Ashton; Alyssa C. Pilkington; Kibeom Lee,Journal of Research in Personality,https://doi.org/10.1016/j.jrp.2014.06.006,https://openalex.org/W1970686999,openalex,Ashton · 2014 · Journal of Research in Personality,replication,rule_based,phrase:replication of; cite:Robinson (2012),high,single_original,low,10.1037/a0025253,"Sweet taste preferences and experiences predict prosocial inferences, personalities, and behaviors.",2011.0,"Meier, B. P.; Moeller, S. K.; Riemer-Peltz, M.; Robinson, M. D.","Meier, B. P., Moeller, S. K., Riemer-Peltz, M., & Robinson, M. D. (2011). Sweet taste preferences and experiences predict prosocial inferences, personalities, and behaviors.. Journal of Personality and Social Psychology, 102(1), 163–174. https://doi.org/10.1037/a0025253","@article{Meier_2011, title={Sweet taste preferences and experiences predict prosocial inferences, personalities, and behaviors.}, author={Meier, B. P. and Moeller, S. K. and Riemer-Peltz, M. and Robinson, M. D.}, journal={Journal of Personality and Social Psychology}, volume={102}, number={1}, pages={163--174}, year={2011}, doi={10.1037/a0025253}, url={https://doi.org/10.1037/a0025253}}","@article{MichaelCAshton_2014.0, title={Do prosocial people prefer sweet-tasting foods? An attempted replication of Meier, Moeller, Riemer-Peltz, and Robinson (2012)}, author={Michael C. Ashton and Alyssa C. Pilkington and Kibeom Lee}, journal={Journal of Research in Personality}, year={2014.0}, doi={10.1016/j.jrp.2014.06.006}, url={https://doi.org/10.1016/j.jrp.2014.06.006}}",author_year_match,,high,,verified,cannot_be_determined,"Do prosocial people prefer sweet-tasting foods? An attempted replication of Meier, Moeller, Riemer-Peltz, and Robinson (2012)",high,title,"The title explicitly states this is an attempted replication of the named study, but the abstract is missing ('nan'), so no information is available about whether the original findings were supported or not.",replication,1,1
5454d3127ebf1f837c0f2c0be1eb5da7,10.1007/s10071-013-0623-1,"Human risky choice in a repeated-gambles procedure: an up-linkage replication of Lakshminarayanan, Chen and Santos (2011)",,2013.0,Alan Silberberg; Scott Parker; Candice Allouch; Monica Fabos; Hanaleah Hoberman; Laura A. McDonald; Melinda Murphy; Alexandra Olson; Laura C. Wyatt,Animal Cognition,https://doi.org/10.1007/s10071-013-0623-1,https://openalex.org/W2012712862,openalex,Silberberg · 2013 · Animal Cognition,replication,rule_based,"phrase:replication of; cite:Lakshminarayanan, Chen and Santos (2011)",high,single_original,low,10.1016/j.jesp.2010.12.011,The evolution of decision-making under risk: Framing effects in monkey risk preferences,2010.0,"Lakshminarayanan, V.; Chen, M. K.; Santos, L. R.","Lakshminarayanan, V., Chen, M. K., & Santos, L. R. (2010). The evolution of decision-making under risk: Framing effects in monkey risk preferences. Journal of Experimental Social Psychology, 47(3), 689–693. https://doi.org/10.1016/j.jesp.2010.12.011","@article{Lakshminarayanan_2010, title={The evolution of decision-making under risk: Framing effects in monkey risk preferences}, author={Lakshminarayanan, V. and Chen, M. K. and Santos, L. R.}, journal={Journal of Experimental Social Psychology}, volume={47}, number={3}, pages={689--693}, year={2010}, doi={10.1016/j.jesp.2010.12.011}, url={https://doi.org/10.1016/j.jesp.2010.12.011}}","@article{AlanSilberberg_2013.0, title={Human risky choice in a repeated-gambles procedure: an up-linkage replication of Lakshminarayanan, Chen and Santos (2011)}, author={Alan Silberberg and Scott Parker and Candice Allouch and Monica Fabos and Hanaleah Hoberman and Laura A. McDonald and Melinda Murphy and Alexandra Olson and Laura C. Wyatt}, journal={Animal Cognition}, year={2013.0}, doi={10.1007/s10071-013-0623-1}, url={https://doi.org/10.1007/s10071-013-0623-1}}",author_year_match,,high,,verified,cannot_be_determined,"Human risky choice in a repeated-gambles procedure: an up-linkage replication of Lakshminarayanan, Chen and Santos (2011)",high,title,"The abstract is missing ('nan'), and the title only identifies the study as a replication without stating the results.",replication,1,1
fddfee4385439f0dc1aac1d99812aec0,10.2139/ssrn.2256286,Scientific Progress in the Absence of New Data: A Procedural Replication of Ross (2006),,2012.0,Fernando Martel García,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.2256286,https://openalex.org/W193546853,openalex,García · 2012 · SSRN Electronic Journal,replication,rule_based,phrase:replication of; cite:Ross (2006),high,single_original,low,10.1111/j.1540-5907.2006.00220.x,Is Democracy Good for the Poor?,2006.0,"Ross, M. L.","Ross, M. L. (2006). Is Democracy Good for the Poor?. American Journal of Political Science, 50(4), 860–874. https://doi.org/10.1111/j.1540-5907.2006.00220.x","@article{Ross_2006, title={Is Democracy Good for the Poor?}, author={Ross, M. L.}, journal={American Journal of Political Science}, volume={50}, number={4}, pages={860--874}, year={2006}, doi={10.1111/j.1540-5907.2006.00220.x}, url={https://doi.org/10.1111/j.1540-5907.2006.00220.x}}","@article{FernandoMartelGarca_2012.0, title={Scientific Progress in the Absence of New Data: A Procedural Replication of Ross (2006)}, author={Fernando Martel García}, journal={SSRN Electronic Journal}, year={2012.0}, doi={10.2139/ssrn.2256286}, url={https://doi.org/10.2139/ssrn.2256286}}",author_year_match,,high,,verified,cannot_be_determined,Scientific Progress in the Absence of New Data: A Procedural Replication of Ross (2006),low,title,"The title explicitly states this is a procedural replication of Ross (2006), but the abstract is missing ('nan') and provides no information on whether the original findings were confirmed or contradicted, so the replication outcome cannot be determined from the available text.",replication,1,1
