work_id,doi_r,old_doi_o,old_title_o,old_link_method,old_outcome,old_file,old_n_rows,new_doi_o,new_title_o,new_link_method,new_outcome,new_file,new_n_rows,match_change,link_method_changed,left_llm_references,outcome_changed
W2900189521,10.1016/j.jad.2018.11.034,10.1016/j.jad.2017.02.014,Determination of a clinically important difference and definition of a responder threshold,llm_references,successful,extracted.csv,1,10.1016/j.jad.2017.02.014,Determination of a clinically important difference and definition of a responder threshold,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W2902994787,10.3758/s13414-018-1630-8,10.1080/17470210902782200,Good vibrations: Human interval timing in the vibrotactile modality,llm_references,successful,extracted.csv,1,10.1080/17470210902782200,Good vibrations: Human interval timing in the vibrotactile modality,llm_title_search,successful,extracted_sandbox.csv,1,same original,True,True,False
W2917335949,10.3389/fpsyg.2019.00375,10.1037/a0032269,Blinded by irrelevance: Pure irrelevance induced “blindness”.,llm_references,mixed,extracted.csv,1,10.1037/a0032269,Blinded by irrelevance: Pure irrelevance induced “blindness”.,llm_references,mixed,extracted_sandbox.csv,1,same original,False,False,False
W2920563568,10.15288/jsad.2019.80.86,10.15288/jsad.2014.75.870,"Acute Effects of Moderate Alcohol on Psychomotor, Set Shifting, and Working Memory Functio",llm_references,mixed,extracted.csv,1,10.15288/jsad.2014.75.870,"Acute Effects of Moderate Alcohol on Psychomotor, Set Shifting, and Working Memory Functio",llm_references,successful,extracted_sandbox.csv,1,same original,False,False,True
W2946455910,10.1523/jneurosci.3184-18.2019,10.1016/j.cub.2014.11.034,Individual Differences in Alpha Frequency Drive Crossmodal Illusory Perception,llm_references,successful,extracted.csv,1,10.1016/j.cub.2014.11.034 | 10.26226/morressier.5b31ec522afeeb001345b12e,Individual differences in alpha frequency drive crossmodal illusory perception | Individual alpha frequency relates to the soundinduced flash illusion,llm_title_search,successful,extracted_sandbox.csv,2,overlap (added/dropped an original),True,True,False
W2962759486,10.1111/1460-6984.12493,10.1016/j.neuropsychologia.2016.01.009,The role of metrical information in apraxia of speech. Perceptual and acoustic analyses of,llm_references,successful,extracted.csv,1,10.1016/j.neuropsychologia.2016.01.009,The role of metrical information in apraxia of speech. Perceptual and acoustic analyses of,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W2969917585,10.1098/rsos.190327,10.1037/0033-295x.100.3.363,The role of deliberate practice in the acquisition of expert performance.,llm_references,failed,extracted.csv,1,10.1037/0033-295x.100.3.363,The role of deliberate practice in the acquisition of expert performance.,llm_references,failed,extracted_sandbox.csv,1,same original,False,False,False
W2987221369,10.1080/19439342.2019.1679860,10.1086/687578,Payment Mechanisms and Antipoverty Programs: Evidence from a Mobile Money Cash Transfer Ex,llm_references,successful,extracted.csv,1,10.1086/687578,Payment Mechanisms and Antipoverty Programs: Evidence from a Mobile Money Cash Transfer Ex,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W2996503271,10.1007/s10680-019-09544-x,10.1007/s10680-017-9461-1,Family Structure and Early Home Leaving: A Mediation Analysis,llm_references,successful,extracted.csv,1,10.1007/s10680-017-9461-1,Family Structure and Early Home Leaving: A Mediation Analysis,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W3014898655,10.1177/1948550619887702,10.1177/1745691616652873,A Multilab Preregistered Replication of the Ego-Depletion Effect,llm_references,successful,extracted.csv,1,10.1177/0146167218796473,Ego Depletion Reduces Attention Control: Evidence From Two High-Powered Preregistered Expe,llm_references,successful,extracted_sandbox.csv,1,different original,False,False,False
W3018465724,10.1523/eneuro.0332-19.2020,10.1038/nature09965,Shank3 mutant mice display autistic-like behaviours and striatal dysfunction,llm_references,successful,extracted.csv,1,10.1002/aur.1664,Novel Shank3 mutant exhibits behaviors with face validity for autism and altered striatal ,llm_title_search,mixed,extracted_sandbox.csv,1,different original,True,True,True
W3033731491,10.1002/jae.2782,10.1086/323281,How Dangerous Are Drinking Drivers?,llm_references,cannot_be_determined,extracted.csv,1,10.1086/323281,How Dangerous Are Drinking Drivers?,llm_references,cannot_be_determined,extracted_sandbox.csv,1,same original,False,False,False
W3086650132,10.3758/s13421-020-01092-8,10.1371/journal.pone.0232214,I like you better when you are coherent. Narrating autobiographical memories in a coherent,llm_references,successful,extracted.csv,1,10.1371/journal.pone.0232214,I like you better when you are coherent. Narrating autobiographical memories in a coherent,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W3093303837,10.1123/ijspp.2019-1032,10.1519/jsc.0000000000003259,A Genome-Wide Association Study of Sprint Performance in Elite Youth Football Players,llm_references,successful,extracted.csv,1,10.1519/jsc.0000000000003259,A Genome-Wide Association Study of Sprint Performance in Elite Youth Football Players,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W3110245614,10.1177/1747021820980301,10.1016/j.actpsy.2020.103211,Spontaneous strategy use during a working memory updating task,llm_references,successful,extracted.csv,1,10.1016/j.actpsy.2020.103211,Spontaneous strategy use during a working memory updating task,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W3112925835,10.16910/jemr.12.4.10,10.1016/j.cub.2014.01.014,Binocular Advantages in Reading,llm_references,successful,extracted.csv,1,10.1016/j.cub.2014.01.014,Binocular Advantages in Reading,llm_references,mixed,extracted_sandbox.csv,1,same original,False,False,True
W3121137863,10.1108/jed-06-2019-0002,10.1080/00220381003599436,Rural Roads and Local Market Development in Vietnam,llm_references,cannot_be_determined,extracted.csv,1,10.1080/00220381003599436,Rural Roads and Local Market Development in Vietnam,llm_references,cannot_be_determined,extracted_sandbox.csv,1,same original,False,False,False
W3132038847,10.3389/fpsyg.2021.604843,10.1126/science.aar8644,"Sensitivity to “sunk costs” in mice, rats, and humans",llm_references,successful,extracted.csv,1,10.1126/science.aar8644,"Sensitivity to ""sunk costs"" in mice, rats, and humans",llm_title_search,mixed,extracted_sandbox.csv,1,same original,True,True,True
W3135378492,10.1080/17470919.2021.1897672,10.1016/j.biopsycho.2018.10.007,Taking rejection to heart: Associations between blood pressure and sensitivity to social p,llm_references,successful,extracted.csv,1,10.1016/j.biopsycho.2018.10.007 | 10.1097/01.back.0000361442.03918.8d,Taking rejection to heart: Associations between blood pressure and sensitivity to social p | Social Pain = Physical Pain?,llm_references | llm_title_search,failed | successful,extracted_sandbox.csv | search_link_unconfirmed.csv,2,overlap (added/dropped an original),True,False,True
W3135487730,10.1016/j.biopsycho.2021.108058,10.4088/jcp.18m12661,Electroencephalogram Resting State Frequency Power Characteristics of Suicidal Behavior in,llm_references,failed,extracted.csv,1,10.4088/jcp.18m12661,Electroencephalogram Resting State Frequency Power Characteristics of Suicidal Behavior in,llm_references,failed,extracted_sandbox.csv,1,same original,False,False,False
W3135757006,10.1108/ijoa-05-2020-2189,10.1108/ijoem-12-2014-0219,Suitability of the high performance organization framework to Egyptian ICT companies,llm_references,cannot_be_determined,extracted.csv,1,10.1108/ijoem-12-2014-0219,Suitability of the high performance organization framework to Egyptian ICT companies,llm_references,cannot_be_determined,extracted_sandbox.csv,1,same original,False,False,False
W3161170459,10.1109/saner50967.2021.00076,10.1145/3383219.3383225,Automatic Identification of Decisions from the Hibernate Developer Mailing List,llm_references,descriptive only,extracted.csv,1,10.1145/3383219.3383225,Automatic Identification of Decisions from the Hibernate Developer Mailing List,llm_references,cannot_be_determined,extracted_sandbox.csv,1,same original,False,False,True
W3170874557,10.5753/sbqs.2016.15130,10.1109/sbcars.2012.25,Checklist-Based Inspection Technique for Feature Models Review,llm_references,successful,extracted.csv,1,10.1109/sbcars.2012.25,Checklist-Based Inspection Technique for Feature Models Review,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W3186526476,10.1002/jae.2851,10.1162/qjec.2009.124.2.531,Was Weber Wrong? A Human Capital Theory of Protestant Economic History *,llm_references,cannot_be_determined,extracted.csv,1,10.1162/qjec.2009.124.2.531,Was Weber Wrong? A Human Capital Theory of Protestant Economic History *,llm_references,cannot_be_determined,extracted_sandbox.csv,1,same original,False,False,False
W3200469149,10.1007/s11251-021-09556-3,10.1007/s42010-018-0021-0,Der Einfluss der Lernumgebung auf die (wahrgenommene) Authentizität der linguistischen Wis,llm_references,successful,extracted.csv,1,10.1007/s42010-018-0020-1,Authentisch ist nicht gleich authentisch – Wie Schülerinnen und Schüler die Authentizität ,llm_title_search,mixed,extracted_sandbox.csv,1,different original,True,True,True
W3209377451,10.1111/ejn.15512,10.1212/wnl.0000000000001128,Brain white matter volume abnormalities in Lesch-Nyhan disease and its variants,llm_references,successful,extracted.csv,1,10.1016/s1474-4422(13)70238-2 | 10.1212/wnl.0000000000001128,Regional brain volume abnormalities in Lesch-Nyhan disease and its variants: a cross-secti | Brain white matter volume abnormalities in Lesch-Nyhan disease and its variants,llm_references,successful,extracted_sandbox.csv,2,overlap (added/dropped an original),False,False,False
W4210667094,10.1371/journal.pone.0262902,10.1371/journal.pone.0006598,Worth the ‘EEfRT’? The Effort Expenditure for Rewards Task as an Objective Measure of Moti,llm_references,mixed,extracted.csv,1,10.1371/journal.pone.0006598 | 10.1371/journal.pone.0131357,Worth the 'EEfRT'? The effort expenditure for rewards task as an objective measure of moti | Trait anticipatory pleasure predicts effort expenditure for reward,llm_title_search,failed,extracted_sandbox.csv,2,overlap (added/dropped an original),True,True,True
W4212798822,10.1515/itit-2021-0059,10.1109/cyconus.2016.7836624,Extracting attack narratives from traffic datasets,llm_references,mixed,extracted.csv,1,10.1109/cyconus.2016.7836624,Extracting attack narratives from traffic datasets,llm_references,mixed,extracted_sandbox.csv,1,same original,False,False,False
W4213336622,10.3758/s13415-022-00983-4,10.1016/j.brainres.2014.02.002,EEG changes caused by spontaneous facial self-touch may represent emotion regulating proce,llm_references,successful,extracted.csv,1,10.1016/j.brainres.2014.02.002,EEG changes caused by spontaneous facial self-touch may represent emotion regulating proce,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W4223897951,10.1177/17470218221097047,10.1016/j.addbeh.2016.11.003 | 10.1177/0956797612451471 | 10.1371/journal.pone.0144228,"When the Economy Falters, Do People Spend or Save? Responses to Resource Scarcity Depend o | The influence of episodic foresight on delay discounting and demand for alcohol | Thinking about death reduces  delay  discounting",llm_references | llm_title_search,failed | successful,extracted.csv | search_link_unconfirmed.csv,3,10.1037/a0022403 | 10.1177/0956797612451471 | 10.1177/1747021818819777 | 10.1371/journal.pone.0144228,"The influence of mortality and socioeconomic status on risk and delayed rewards: A life hi | Thinking about death reduces  delay  discounting | When the Economy Falters, Do People Spend or Save? Responses to Resource Scarcity Depend o | Cuing both positive and negative episodic foresight reduces delay discounting but does not",llm_references | llm_title_search,failed | successful,extracted_sandbox.csv,4,overlap (added/dropped an original),False,False,False
W4223909806,10.1101/2022.04.14.488346,10.7554/elife.61983,"Defective apoptotic cell contractility provokes sterile inflammation, leading to liver dam",llm_references,failed,extracted.csv,1,10.7554/elife.61983,"Defective apoptotic cell contractility provokes sterile inflammation, leading to liver dam",llm_references,failed,extracted_sandbox.csv,1,same original,False,False,False
W4223918717,10.1101/2022.03.25.22271678,10.1016/j.ebiom.2021.103246,Shorter androgen receptor polyQ alleles protect against life-threatening COVID-19 disease ,llm_references,failed,extracted.csv,1,10.1016/j.ebiom.2021.103246,Shorter androgen receptor polyQ alleles protect against life-threatening COVID-19 disease ,llm_references,failed,extracted_sandbox.csv,1,same original,False,False,False
W4224294983,10.3390/ijerph19084912,10.1080/15374410903401179,The Cost of Materialism in a Collectivistic Culture: Predicting Risky Behavior Engagement ,llm_references,successful,extracted.csv,1,10.3390/ijerph17207662,Concurrent and Longitudinal Predictors of Adolescent Delinquency in Mainland Chinese Adole,llm_references,successful,extracted_sandbox.csv,1,different original,False,False,False
W4226030081,10.1371/journal.pone.0262718,10.1162/jocn_a_01679,No Effect of Transcranial Direct Current Stimulation over Left Dorsolateral Prefrontal Cor,llm_references,failed,extracted.csv,1,10.1162/jocn_a_01679,No Effect of Transcranial Direct Current Stimulation over Left Dorsolateral Prefrontal Cor,llm_references,failed,extracted_sandbox.csv,1,same original,False,False,False
W425089630,,10.1086/209363,Consumer Tipping: A Cross-Country Study,llm_references,descriptive only,extracted.csv,1,10.1086/209363,Consumer Tipping: A Cross-Country Study,llm_fulltext,successful,extracted_sandbox.csv,1,same original,True,True,True
W4280557407,10.1177/03010066221096987,10.1111/bjop.12103,Unfamiliar face matching: Pairs out‐perform individuals and provide a route to training,llm_references,successful,extracted.csv,1,10.1111/bjop.12103,Unfamiliar face matching: Pairs out‐perform individuals and provide a route to training,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W4281751031,10.3758/s13414-022-02496-1,10.3758/s13414-012-0364-2,"Pitch chroma discrimination, generalization, and transfer tests of octave equivalence in h",llm_references,successful,extracted.csv,1,10.3758/s13414-012-0364-2,"Pitch chroma discrimination, generalization, and transfer tests of octave equivalence in h",llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W4286633240,10.3390/safety8030050,10.1016/j.aap.2009.08.019,Explaining variation in safety performance of roundabouts,llm_references,successful,extracted.csv,1,10.1016/j.aap.2009.08.019,Explaining variation in safety performance of roundabouts,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W4293070373,10.3102/0013189x221118054,10.3102/0013189x19863765,“Achievement Gap” Language Affects Teachers’ Issue Prioritization,llm_references,successful,extracted.csv,1,10.3102/0013189x19863765,“Achievement Gap” Language Affects Teachers’ Issue Prioritization,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W4310679605,10.3390/su142316169,10.1108/jarhe-12-2018-0264,Making good suggestions in analytics-based early alert systems,llm_references,cannot_be_determined,extracted.csv,1,10.1108/jarhe-12-2018-0264,Making good suggestions in analytics-based early alert systems,llm_references,cannot_be_determined,extracted_sandbox.csv,1,same original,False,False,False
W4313327776,10.3390/vision7010003,10.1016/j.visres.2021.04.010,Ensemble coding of average length and average orientation are correlated,llm_references,successful,extracted.csv,1,10.1016/j.visres.2021.04.010,Ensemble coding of average length and average orientation are correlated,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W4323666946,10.3389/fpsyg.2023.1130632,10.2307/1130594,Preschool Children's Food Sharing with Friends and Acquaintances,llm_references,mixed,extracted.csv,1,10.2307/1130594,Preschool Children's Food Sharing with Friends and Acquaintances,llm_references,mixed,extracted_sandbox.csv,1,same original,False,False,False
W4327544368,10.1177/00332941231164079,10.1177/1948550619856308,Foodie Calls: When Women Date Men for a Free Meal (Rather Than a Relationship),llm_references,mixed,extracted.csv,1,10.1177/1948550619856308,Foodie Calls: When Women Date Men for a Free Meal (Rather Than a Relationship),llm_references,mixed,extracted_sandbox.csv,1,same original,False,False,False
W4362637974,10.1101/2023.04.03.23288037,10.1016/j.drugalcdep.2020.108208,Imprecise action selection in substance use disorder: Evidence for active learning impairm,llm_references,mixed,extracted.csv,1,10.1016/j.drugalcdep.2020.108208,Imprecise action selection in substance use disorder: Evidence for active learning impairm,llm_references,mixed,extracted_sandbox.csv,1,same original,False,False,False
W4366412447,10.1007/s10763-023-10368-9,10.1080/02602938.2014.961124,Students’ views of oral performance assessment in mathematics: straddling the ‘assessment ,llm_references,successful,extracted.csv,1,10.1007/s10649-020-09937-4,The impact of high stakes oral performance assessment on students’ approaches to learning:,llm_title_search,successful,extracted_sandbox.csv,1,different original,True,True,False
W4378232441,10.3389/fonc.2023.1139347,10.1097/fpc.0000000000000302,Genome-wide association study of cardiotoxicity in the NCCTG N9831 (Alliance) adjuvant tra,llm_references,mixed,extracted.csv,1,10.1097/fpc.0000000000000302,Genome-wide association study of cardiotoxicity in the NCCTG N9831 (Alliance) adjuvant tra,llm_references,mixed,extracted_sandbox.csv,1,same original,False,False,False
W4378676700,10.1109/icstw58534.2023.00080,10.1145/3502718.3524776,POGIL-like Learning in Undergraduate Software Testing and DevOps - A Pilot Study,llm_references,successful,extracted.csv,1,10.1145/3502718.3524776,POGIL-like Learning in Undergraduate Software Testing and DevOps - A Pilot Study,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W4379985209,10.4013/sdrj.2022.152.07,10.5040/9781474294126.ch-018,Design Strategic Value Revisited: A Dynamic Theory for Design as Organizational Function,llm_references,successful,extracted.csv,1,10.1111/j.1948-7169.2006.tb00038.x,The Four Powers of Design: A Value Model in Design Management,llm_title_search,successful,extracted_sandbox.csv,1,different original,True,True,False
W4383216503,10.1371/journal.pone.0287837,10.15585/mmwr.mm6923e2,Knowledge and Practices Regarding Safe Household Cleaning and Disinfection for COVID-19 Pr,llm_references,cannot_be_determined,extracted.csv,1,10.15585/mmwr.mm6923e2,Knowledge and Practices Regarding Safe Household Cleaning and Disinfection for COVID-19 Pr,llm_references,cannot_be_determined,extracted_sandbox.csv,1,same original,False,False,False
W4385330129,10.1152/ajpheart.00330.2023,10.1152/jappl.1997.82.3.908,Cardiac output estimated noninvasively from oxygen uptake during exercise,llm_references,cannot_be_determined,extracted.csv,1,10.1152/jappl.1997.82.3.908,Cardiac output estimated noninvasively from oxygen uptake during exercise,llm_references,cannot_be_determined,extracted_sandbox.csv,1,same original,False,False,False
W4385566310,10.1016/j.drugpo.2023.104146,10.1126/science.aau1184,Changing dynamics of the drug overdose epidemic in the United States from 1979 through 201,llm_references,failed,extracted.csv,1,10.1126/science.aau1184,Changing dynamics of the drug overdose epidemic in the United States from 1979 through 201,llm_references,failed,extracted_sandbox.csv,1,same original,False,False,False
W4385969725,10.1080/20008066.2023.2238492,10.1016/j.beth.2019.02.003,Psychometric Properties of the Dissociative Subtype of PTSD Scale: Replication and Extensi,llm_references,successful,extracted.csv,1,10.1016/j.beth.2019.02.003,Psychometric properties of the dissociative subtype of PTSD scale: Replication and extensi,llm_title_search,cannot_be_determined,search_link_unconfirmed.csv,1,same original,True,True,True
W4389037127,10.1111/sltb.13024,10.1080/10640266.2018.1418243,Out of touch: Interoceptive deficits are elevated in suicide attempters with eating disord,llm_references,mixed,extracted.csv,1,10.1080/10640266.2018.1418243,Out of touch: Interoceptive deficits are elevated in suicide attempters with eating disord,llm_references,mixed,extracted_sandbox.csv,1,same original,False,False,False
W4389791525,10.1038/s41598-023-48874-z,10.1101/lm.042978.116,Reward retroactively enhances memory consolidation for related items,llm_references,failed,extracted.csv,1,10.1101/lm.042978.116,Reward retroactively enhances memory consolidation for related items,llm_references,failed,extracted_sandbox.csv,1,same original,False,False,False
W4391065910,10.1016/j.xjmad.2024.100050,10.1016/j.brat.2022.104227,No joy - why bother? Higher anhedonia relates to reduced pleasure from and motivation for ,llm_references,successful,extracted.csv,1,10.1016/j.brat.2022.104227,No joy -why bother? Higher anhedonia relates to reduced pleasure from and motivation for t,llm_title_search,successful,search_link_unconfirmed.csv,1,same original,True,True,False
W4391755671,10.1093/bjsw/bcae011,10.1007/s12144-023-04410-w,A randomised trial of Mindfulness-based Social Work and Self-Care with social workers,llm_references,successful,extracted.csv,1,10.1007/s12144-023-04410-w,A randomised trial of Mindfulness-based Social Work and Self-Care with social workers,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W4392096926,10.1038/s41398-024-02811-4,10.1038/s41380-022-01909-9,Focal adhesion is associated with lithium response in bipolar disorder: evidence from a ne,llm_references,mixed,extracted.csv,1,10.1038/s41380-022-01909-9,Focal adhesion is associated with lithium response in bipolar disorder: evidence from a ne,llm_references,mixed,extracted_sandbox.csv,1,same original,False,False,False
W4392504874,10.1016/j.jth.2024.101778,10.1016/j.trip.2023.100783,The utility of cognitive testing to predict real world commercial driving risk,llm_references,successful,extracted.csv,1,10.1016/j.trip.2023.100783,The utility of cognitive testing to predict real world commercial driving risk,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W4400983779,10.1177/00144029241259013,10.1177/07419325211054209,Using Augmented Reality and Modified Schema-Based Instruction to Teach Problem Solving to ,llm_references,cannot_be_determined,extracted.csv,1,10.1177/07419325211054209,Using Augmented Reality and Modified Schema-Based Instruction to Teach Problem Solving to ,llm_references,cannot_be_determined,extracted_sandbox.csv,1,same original,False,False,False
W4401879797,10.1109/compsac61105.2024.00022,10.1145/3478431.3499298,Early Identification of Student Struggles at the Topic Level Using Context-Agnostic Featur,llm_references,cannot_be_determined,extracted.csv,1,10.1145/3478431.3499298,Early Identification of Student Struggles at the Topic Level Using Context-Agnostic Featur,llm_references,cannot_be_determined,extracted_sandbox.csv,1,same original,False,False,False
W4402894108,10.1080/17524032.2024.2407647,10.1080/17524032.2018.1461672,The Role of Choice Clustering and Descriptive Norms in Attenuating Psychological Reactance,llm_references,cannot_be_determined,extracted.csv,1,10.1080/17524032.2018.1461672,The Role of Choice Clustering and Descriptive Norms in Attenuating Psychological Reactance,llm_references,cannot_be_determined,extracted_sandbox.csv,1,same original,False,False,False
W4405220932,10.1098/rsos.241120,10.1162/jocn.2008.20040,The Seductive Allure of Neuroscience Explanations,llm_references,mixed,extracted.csv,1,10.1162/jocn.2008.20040,The Seductive Allure of Neuroscience Explanations,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,True
W4406684369,10.1017/langcog.2024.76,10.1007/bf01068252,The semantics of grammatical gender: A cross-cultural study,llm_references,failed,extracted.csv,1,10.1007/bf01068252,The semantics of grammatical gender: A cross-cultural study,llm_references,failed,extracted_sandbox.csv,1,same original,False,False,False
W4407669232,10.1177/13872877251315044,10.1002/alz.13600,A novel neuroimaging signature for ADRD risk stratification in the community,llm_references,failed,extracted.csv,1,10.1002/alz.13600,A novel neuroimaging signature for ADRD risk stratification in the community,llm_title_search,failed,extracted_sandbox.csv,1,same original,True,True,False
W4408026543,10.1002/syn.70011,10.1038/s41593-023-01390-9,Antipsychotic drug efficacy correlates with the modulation of D1 rather than D2 receptor-e,llm_references,"not checked, robustness challenges",extracted.csv,1,10.1038/s41593-023-01390-9,Antipsychotic drug efficacy correlates with the modulation of D1 rather than D2 receptor-e,llm_references,"not checked, robustness challenges",extracted_sandbox.csv,1,same original,False,False,False
W4408695994,10.1371/journal.pone.0303918,10.1371/journal.pone.0250264,Development and validation of a self-report measure of epistemic trust,llm_references,successful,extracted.csv,1,10.1371/journal.pone.0250264,Development and validation of a self-report measure of epistemic trust,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W4409335964,10.12688/openreseurope.17749.2,10.1016/j.cortex.2014.02.013,The neural signature of escalating frustration in humans,llm_references,mixed,extracted.csv,1,10.1016/j.cortex.2014.02.013,The neural signature of escalating frustration in humans,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,True
W4411163069,10.1098/rsos.220497,10.1177/0956797615576533,The Rhythm of Perception,llm_references,successful,extracted.csv,1,10.1177/0956797615576533,The Rhythm of Perception,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W4411274169,10.3758/s13414-025-03095-6,10.1186/s41235-024-00543-z,Errors in visual search: Are they stochastic or deterministic?,llm_references,successful,extracted.csv,1,10.1186/s41235-024-00543-z,Errors in visual search: Are they stochastic or deterministic?,llm_title_search,mixed,search_link_unconfirmed.csv,1,same original,True,True,True
W4413754387,10.1080/02699931.2025.2549318,10.1111/j.1467-9280.2008.02112.x,Approach-Motivated Positive Affect Reduces Breadth of Attention,llm_references,failed,extracted.csv,1,10.1111/j.1467-9280.2008.02112.x,Approach-Motivated Positive Affect Reduces Breadth of Attention,llm_references,failed,extracted_sandbox.csv,1,same original,False,False,False
W4413886734,10.1109/eurospw67616.2025.00063,10.1145/3546155.3546663,Shoulder-Surfing Resistant Authentication for Augmented Reality,llm_references,mixed,extracted.csv,1,10.1145/3546155.3546663,Shoulder-Surfing Resistant Authentication for Augmented Reality,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,True
W4415125743,10.1109/rew66121.2025.00014,10.1109/re51729.2021.00020,Classifying User Requirements from Online Feedback in Small Dataset Environments using Dee,llm_references,mixed,extracted.csv,1,10.1109/re51729.2021.00020,Classifying User Requirements from Online Feedback in Small Dataset Environments using Dee,llm_references,mixed,extracted_sandbox.csv,1,same original,False,False,False
W6940747618,10.1108/ajb-06-2013-0038?utm_campaign=repec&amp;wt.mc_id=repec,10.1002/job.768,Abusive supervision and work behaviors: The mediating role of LMX,llm_references,mixed,extracted.csv,1,10.1002/job.768,Abusive supervision and work behaviors: The mediating role of LMX,llm_references,mixed,extracted_sandbox.csv,1,same original,False,False,False
W7154754476,10.1007/s10803-026-07330-3,10.1542/peds.2018-3963,Accuracy of Autism Screening in a Large Pediatric Network,llm_references,successful,extracted.csv,1,10.1542/peds.2018-3963,Accuracy of Autism Screening in a Large Pediatric Network,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
W7160216022,10.1007/s10515-026-00619-8,10.1109/icst.2014.15,A Comparison of Test Case Prioritization Criteria for Software Product Lines,llm_references,successful,extracted.csv,1,10.1109/icst.2014.15,A Comparison of Test Case Prioritization Criteria for Software Product Lines,llm_references,successful,extracted_sandbox.csv,1,same original,False,False,False
