doi_r,title_r,doi_o,title_o,set,label,mo_titles,mo_dois,old_key,old_model,mo_key,quote,error,confident,reasoning,flag,answer,flag_names_other,alt,flag_conf,alt_is_mo,alt_first_is_mo
10.1038/s41598-021-87130-0,Lack of association of CD44-rs353630 and CHI3L2-rs684559 with pancreatic ductal adenocarcinoma survival,10.1093/carcin/bgw080,Association of genetic polymorphisms with survival of pancreatic ductal adenocarcinoma patients,judged,mo,['Identification and validation of a biomarker signature in patients with resectable pancreatic cancer via genome-wide screening for functional genetic variants'],['10.1001/jamasurg.2019.0484'],@rizzato2016,gpt-5.6-luna,@dimitrakopoulos2019,In a recent study two genetic markers (CD44-rs353630 and CHI3L2-rs684559) were reported to be associated with survival after PDAC resection. We attempted to replicate the associations in 1856 PDAC patients (685 resected with stage I/II) from the PANcreatic Disease ReseArch (PANDoRA) consortium.,,True,"The study's target is the paper reporting CD44-rs353630 and CHI3L2-rs684559 as associated with survival after PDAC resection, which is exactly Rizzato et al. 2016's finding; no other listed record reports these markers or this specific survival association.",False,True:@rizzato2016:,False,[],False,False,False
10.1038/s41598-021-91976-9,The effect of congenital blindness on resting-state functional connectivity revisited,10.3389/fnsys.2014.00051,Resting state functional connectivity in early blind humans,judged,both,['Resting state connectivity differences in eyes open versus eyes closed conditions'],['10.1002/hbm.24539'],@burton2014,gpt-5.6-luna,@agcaoglu2019,"Lower resting-state functional connectivity (RSFC) between 'visual' and non-'visual' neural circuits has been reported as a hallmark of congenital blindness. To determine the role of visual experience on the modulation of RSFC by resting state condition-as well as to evaluate the effect of resting state condition on group differences in RSFC-, we compared RSFC between visual and somatosensory/auditory regions in congenitally blind individuals (n = 9) and sighted participants (n = 9) during eyes open and eyes closed conditions.",,True,"The study's central re-tested finding is the state-dependent modulation of RSFC by eyes open/closed in early blind, which matches Pelland et al. 2016 exactly; Burton 2014 is only a general early-blind RSFC paper and is not uniquely identified by the study's words.",True,False:@pelland2016:@pelland2016,True,"['@pelland2016', '@pelland2016']",True,False,False
10.5753/sbqs.2016.15130,Experimental Evaluation of FMCheck: A Replication Study,10.1109/sbcars.2012.25,Checklist-Based Inspection Technique for Feature Models Review,judged,both,['Verification of software product line artifacts: A checklist to support feature model inspections'],['10.3217/jucs-020-05-0720'],@mello2012,gpt-6-luna,,The results of a first study conducted by FMCheck's developers indicated its feasibility (more effective) when compared to ad-hoc techniques. This paper reports the replication accomplished by an independent research group following a different experimental design but using the same artifacts.,,True,"The study re-tests the first FMCheck study, which developed a checklist-based inspection technique for feature models; @mello2012 is exactly that original study by FMCheck's developers. No other record matches FMCheck's checklist-based inspection technique for feature models.",False,True:@mello2012:,False,[],False,False,False
10.1002/jae.2850,"A one covariate at a time, multiple testing approach to variable selection in high‐dimensional linear regression models: A replication in a narrow sense",10.3982/ecta14176,"A One Covariate at a Time, Multiple Testing Approach to Variable Selection in High-Dimensional Linear Regression Models",judged,split,"['A one covariate at a time, multiple testing approach to variable selection in highdimensional linear regression models']",['10.24149/gwp290'],@chudk2018,gpt-5.6-luna,@chudk2018,"Chudik, Kapetanios, &amp; Pesaran (Econometrica 2018, 86, 1479‐1512) propose a one covariate at a time, multiple testing (OCMT) approach to variable selection in high‐dimensional linear regression models as an alternative approach to penalised regression. We offer a narrow replication of their key OCMT results based on the Stata software instead of the original MATLAB routines.",,True,"The study explicitly identifies its target as Chudik, Kapetanios, & Pesaran (Econometrica 2018, 86, 1479-1512), which matches @chudk2018 by authors, title, journal, and year. No other record in the list fits this description.",False,True:@chudk2018:,False,[],False,False,False
10.1007/s00426-021-01593-4,Mental heartbeat tracking and rating of emotional pictures are not related,10.1111/j.1469-8986.1981.tb02486.x,Heart Beat Perception and Emotional Experience,judged,mo,"['On the relationship between interoceptive awareness, emotional experience, and brain processes']",['10.1016/j.cogbrainres.2005.09.019'],@schandry1981,gpt-5.6-luna,@pollatos2005,"Our aim was to conceptually replicate the findings of previous empirical studies showing that people with higher cardiac interoceptive accuracy experience more intense emotions. Apart of the mental heartbeat tracking task of Schandry, Hungarian (n = 46, 76.0% female, mean age 22.28 ± 2.228) and Norwegian (n = 50, 60.0% female, mean age 24.66 ± 3.048) participants rated the arousal and valence evoked by positive, neutral and negative pictures.",,True,The study explicitly names the mental heartbeat tracking task of Schandry and aims to conceptually replicate findings linking cardiac interoceptive accuracy to more intense emotional experience; Schandry (1981) is the only listed record that both introduced that task and has the matching emotional-e,False,True:@schandry1981:,False,[],False,False,False
10.1111/spsr.12479,Boosting the Understanding and Approval of Anti‐Corona Measures–Reducing Exponential Growth Bias and its Effects through Educational Nudges,10.1016/j.socscimed.2020.113473,Exponential-growth prediction bias and compliance with safety measures related to COVID-19,judged,mo,['Correcting misperceptions of exponential coronavirus growth increases support for social distancing'],['10.1073/pnas.2006048117'],@banerjee2020,gpt-5.6-luna,@lammers2020,We replicate an Amazon MTurk experiment regarding the spread of SARS-CoV-2 that was conducted in the general US population during the first wave of the pandemic in March 2020 dealing with this bias.,,True,"The abstract describes an Amazon MTurk experiment in the general US population in March 2020 on exponential COVID-19 growth, which matches Lammers et al. (2020) better than Banerjee et al. (2020). Banerjee et al. does not match those design and population details as closely.",True,False:@lammers2020:@lammers2020,True,"['@lammers2020', '@lammers2020']",True,True,True
10.1111/ejn.15512,Microstructural white matter abnormalities in Lesch–Nyhan disease,10.1212/wnl.0000000000001128,Brain white matter volume abnormalities in Lesch-Nyhan disease and its variants,judged,mo,['Regional brain volume abnormalities in Lesch-Nyhan disease and its variants: A cross-sectional study'],['10.1016/s1474-4422(13)70238-2'],@schretlen2014,gpt-5.6-luna,@schretlen2013,"We first replicated earlier findings of reduced intracranial, grey matter and white matter volumes in patients.",,True,"The study says it replicated earlier findings of reduced intracranial, grey matter and white matter volumes, which matches @schretlen2013's regional brain volume abnormalities at least as well as @schretlen2014's white-matter-specific title. Thus @schretlen2014 is not uniquely singled out.",True,False:@schretlen2013:@schretlen2013,True,"['@schretlen2013', '@schretlen2013']",True,True,True
10.1371/journal.pone.0262902,Examining the reliability and validity of two versions of the Effort-Expenditure for Rewards Task (EEfRT),10.1371/journal.pone.0006598,Worth the ‘EEfRT’? The Effort Expenditure for Rewards Task as an Objective Measure of Motivation and Anhedonia,judged,mo,"['Trait anticipatory pleasure predicts effort expenditure for reward', 'A low dosage of the dopamine D2-receptor antagonist sulpiride affects effort allocation for reward regardless of trait extraversion']","['10.1371/journal.pone.0131357', '10.1017/pen.2020.7']",@treadway2009,gpt-5.6-luna,@geaney2015,"In Study 2, we tested a larger sample of 394 healthy participants to further examine the original EEfRT.",,True,"The study explicitly says it examined 'the original EEfRT,' and @treadway2009 is the paper that introduced the original Effort-Expenditure for Rewards Task; no other listed record is the original task paper.",False,True:@treadway2009:,False,[],False,False,False
10.1080/13803611.2021.2022316,Effects of early mathematics intervention for low-SES pre-kindergarten and kindergarten students: a replication study,10.1016/j.ecresq.2004.01.002,Enhancing young children’s mathematical knowledge through a pre-kindergarten mathematics intervention,judged,mo,['Effects of a pre-kindergarten mathematics intervention: A randomized experiment'],['10.1080/19345740802114533'],@starkey2004,gpt-5.4-mini,@klein2008,"A randomised controlled trial was conducted in public American preschools to (1) replicate the efficacy of an intervention, Pre-K Mathematics, for low-SES children, and (2) test the combined impact of this intervention and a Common-Core-aligned kindergarten intervention, Early Learning in Mathematics.",,True,The study describes replicating the efficacy of the Pre-K Mathematics intervention and its original impact findings; @klein2008 is the same authors' prior randomized experiment on that intervention and fits the cited original at least as well as @starkey2004. The study's words do not single out @sta,True,False:@klein2008:@klein2008,True,"['@klein2008', '@klein2008']",True,True,True
10.1371/journal.pone.0263879,The real-time status of strong and weak islands,10.1353/lan.2006.0217,The real-time status of island phenomena,judged,mo,['Parsing WH-constructions: evidence for on-line gap location'],['10.1080/01690968608407062'],@phillips2006,gpt-5.6-luna,@stowe1986,Experiment 1 provided a conceptual replication of previous studies showing that real time processing is sensitive to strong islands.,,True,"The study's title/abstract describe a conceptual replication of work showing moment-to-moment sensitivity to strong islands, and @phillips2006 ('The real-time status of island phenomena') is the only record whose finding — real-time gap formation suspended in islands — matches; no other listed recor",False,True:@phillips2006:,False,[],False,False,False
10.1080/20473869.2022.2044594,Personality traits predict attitudes toward individuals with intellectual disability,10.1177/0265407510385494,Contact and knowledge as predictors of attitudes toward individuals with intellectual disabilities,judged,split,['The role of personality variables in predicting attitudes toward people with intellectual disability: An Australian perspective'],['10.1111/jir.12180'],@mcmanus2010,gpt-5.6-luna,@page2015,Results replicated previous findings by showing quality of contact was the strongest predictor of attitudes.,,True,"The abstract explicitly names McManus et al.'s measures of contact and perceived knowledge and states that the replicated finding was that quality of contact was the strongest predictor, matching @mcmanus2010's title and finding. No other record is named or matches both the measures and the replicat",False,True:@mcmanus2010:,False,[],False,False,False
10.1111/sjop.12816,To vaccinate or not: The relationship between conscientiousness and individual attitudes toward vaccination in real‐life contexts,10.1186/s12889-020-09840-w,Personality and individual attitudes toward vaccination: a nationally representative survey in the United States,judged,both,"[""Personality and demographic correlates of New Zealanders' confidence in the safety of childhood vaccinations""]",['10.1016/j.vaccine.2017.09.061'],@lin2020,gpt-5.6-luna,@lee2017,"Based on self-reported data, Study 1 fully replicated prior findings that higher levels of conscientiousness are associated with more positive attitudes towards vaccination in a Chinese student sample.",,True,"The passage only describes a general finding that higher conscientiousness is linked to more positive vaccination attitudes, without naming Lin & Wang or specifying a US nationally representative survey; Murphy et al. (2021) reports the same conscientiousness–vaccination link in a COVID-19 vaccine h",True,False:@lin2020:@murphy2021,True,['@murphy2021'],True,False,False
10.3390/ijerph19084912,"Materialism, Egocentrism and Delinquent Behavior in Chinese Adolescents in Mainland China: A Short-Term Longitudinal Study",10.1080/15374410903401179,The Cost of Materialism in a Collectivistic Culture: Predicting Risky Behavior Engagement in Chinese Adolescents,judged,mo,['Concurrent and longitudinal predictors of adolescent delinquency in mainland Chinese adolescents: The role of materialism and egocentrism'],['10.3390/ijerph17207662'],@auerbach2009,gpt-5.6-luna,@shek2020c,This study also replicates the findings of a pioneer study in China reported previously.,,True,"The study's phrase 'a pioneer study in China' on materialism and adolescent risky behavior points to @auerbach2009, the only listed record matching that early Chinese materialism/risky-behavior finding. Other similar records are later studies, scale/method papers, or different topics.",False,True:@auerbach2009:,False,[],False,False,False
10.3758/s13423-022-02158-1,"Pragmatic, constructive, and reconstructive memory influences on the hindsight bias",10.1037/0096-1523.1.3.288,Hindsight is not equal to foresight: The effect of outcome knowledge on judgment under uncertainty.,judged,mo,"['On the psychology of experimental surprises', 'On the psychology of experimental surprises']","['10.1037/0096-1523.3.4.544', '10.1037/0096-1523.3.4.544']",@fischhoff1975,gpt-5.6-luna,@slovic1977,"In a novel 3 × 2 within-participants design, with three sequential judgments of outcome probabilities in two scenarios, we replicated the within-participants hindsight bias observed in the classic memory design and the between-participants hindsight bias in a hypothetical design simultaneously.",,True,"The study's quoted passage explicitly names the 'classic memory design' and 'hypothetical design' for hindsight bias; Fischhoff (1975) is the original paper that established both the memory and hypothetical paradigms for hindsight bias, and no other record on the list is described as the classic ori",False,True:@fischhoff1975:,False,[],False,False,False
10.3390/cells11203242,Decreased Oligodendrocyte Number in Hippocampal Subfield CA4 in Schizophrenia: A Replication Study,10.3389/fncel.2016.00078,Oligodendrocyte and Interneuron Density in Hippocampal Subfields in Schizophrenia and Association of Oligodendrocyte Number with Cognitive Deficits,judged,mo,['Stereologic investigation of the posterior part of the hippocampus in schizophrenia'],['10.1007/s00401-008-0430-y'],@falkai2016b,gpt-5.6-luna,@schmitt2008,"By using unbiased design-based stereology, we reported a reduction in oligodendrocyte number in CA4 in schizophrenia and of granular neurons in the dentate gyrus (DG). Here, we aimed to replicate these findings in an independent sample.",,True,"The passage specifies a prior finding of reduced oligodendrocyte number in CA4 plus reduced granular neurons in the dentate gyrus; @falkai2016's title directly matches decreased oligodendrocyte and neuron number in hippocampus, while @falkai2016b focuses on oligodendrocyte/interneuron density and co",True,False:@falkai2016:@falkai2016,True,"['@falkai2016', '@falkai2016']",True,False,False
10.3389/fpsyg.2022.932592,The effects of wakeful rest on memory consolidation in an online memory study,10.3389/fnbeh.2017.00054,Non-Interfering Effects of Active Post-Encoding Tasks on Episodic Memory Consolidation in Humans,judged,mo,"['Promotion and suppression of autobiographical thinking differentially affect episodic memory consolidation', 'Promotion and suppression of autobiographical thinking differentially affect episodic memory consolidation']","['10.1371/journal.pone.0201780', '10.1371/journal.pone.0201780']",@varma2017,gpt-5.6-luna,@varma2018,or whether we would replicate the finding by Varma and colleagues such that participants' memory benefitted from both a rest and a 2-back task following encoding.,,True,"The study explicitly says it tested whether to replicate the finding by Varma and colleagues that memory benefited from both rest and a 2-back task, which uniquely matches @varma2017's non-interfering active post-encoding task study.",False,True:@varma2017:,False,[],False,False,False
10.1017/s1366728922000748,The contributions of proficiency and semantics to the bilingual sentence superiority effect,10.1038/s41598-021-99565-6,The contribution of semantics to the sentence superiority effect,judged,mo,['Unified syntax in the bilingual mind'],['10.3758/s13423-019-01666-x'],@massol2021,gpt-5.6-luna,@declerck2019,"Here, we replicate the SSE in Spanish-English bilinguals (e.g., better identification of vacío in ""my vaso is vacío"" [my glass is empty] than ""is vaso my vacío"" [is glass my empty]).",,True,"The abstract identifies the replicated effect as the bilingual SSE among French-English bilinguals reading mixed-language sentences, which matches Declerck et al. (2019) 'Unified syntax in the bilingual mind'; Massol et al. (2021) is about semantics in the sentence superiority effect and is not the ",True,False:@declerck2019:@declerck2019,True,"['@declerck2019', '@declerck2019']",True,True,True
10.1098/rstb.2021.0459,"Looking at the Ebbinghaus illusion: differences in neurocomputational requirements, not gaze-mediated attention, explain a classic perception-action dissociation",10.1016/s0960-9822(01)00023-9,The dissociation between perception and action in the Ebbinghaus illusion,judged,mo,['Size-contrast illusions deceive the eye but not the hand'],['10.1016/s0960-9822(95)00133-3'],@haffenden2001,gpt-5.6-luna,@aglioti1995,"We replicated the classic dissociation: grasp aperture was refractory to the measured illusory effect on perceived size, while judgments and manual estimates of disc size were not.",,True,"The study's title and abstract specify the Ebbinghaus illusion, a classic perception-action dissociation, and a design/finding involving forced-choice judgments plus grasping versus manual estimates; @haffenden2001 is the Ebbinghaus dissociation paper matching that exact finding and design, while th",False,True:@haffenden2001:,False,[],False,False,False
10.1007/s10763-023-10368-9,The Novelty Effect on Assessment Interventions: a Qualitative Replication Study of Oral Performance Assessment in Undergraduate Mathematics,10.1080/02602938.2014.961124,Students’ views of oral performance assessment in mathematics: straddling the ‘assessment of’ and ‘assessment for’ learning divide,judged,mo,"[""The impact of high stakes oral performance assessment on students' approaches to learning: A case study""]",['10.1007/s10649-020-09937-4'],@iannone2014,gpt-5.6-luna,@iannone2020,"The replication study used the same data collection tools of a previous study on oral assessment of mathematics, but data were collected in a context where oral assessment is the norm. We aimed to find whether the results of the two studies were comparable and whether there was plausible evidence of an impact of novelty effect on the findings of the original study.",,True,The study cites a previous mathematics oral-assessment study whose findings about students associating oral assessment with conceptual understanding and written assessment with procedures match @iannone2014; no other record fits that description as well.,False,True:@iannone2014:,False,[],False,False,False
10.1515/cti-2022-0032,Don’t we know enough about models? Integrating a replication study into an introductory chemistry course in higher education,10.1039/d0rp00084a,Evaluation of the students’ understanding of models in science (SUMS) for use in undergraduate chemistry,judged,mo,"[""Students' understanding of the role of scientific models in learning science""]",['10.1080/09500690110066485'],@lazenby2020,gpt-5.6-luna,@treagust2002,This paper presents the German translation and replication of the Students’ Understanding of Models in Science (SUMS) instrument,,True,"The study describes a German translation and replication of SUMS for first-semester undergraduate chemistry students, matching Lazenby & Becker's evaluation of SUMS for use in undergraduate chemistry. Other SUMS-related records are either the original instrument context or a Spanish adaptation, not ",False,True:@lazenby2020:,False,[],False,False,False
10.1093/schbul/sbad161,A Cross-sectional Conceptual Replication and Longitudinal Evaluation of the PANSS-Autism-Severity-Score Measure Suggests it Does Not Capture Autistic Traits in Individuals With Psychosis,10.1016/j.psychres.2018.10.074,Looking through autistic features in schizophrenia using the PANSS Autism Severity Score (PAUSS),judged,mo,['Autism beyond diagnostic categories: characterization of autistic phenotypes in schizophrenia'],['10.1186/s12888-015-0494-x'],@deste2018,gpt-5.6-luna,@kstner2015,"Analyses from the original validation study were conducted with SSD participants, and extended into ASC, SSD-sibling, and TC participants.",,True,"The study explicitly describes conducting analyses from 'the original validation study' of the PAUSS in SSD participants; @deste2018 is the cited original PAUSS validation paper, while the other records are reviews, scale sources, or later applications.",False,True:@deste2018:,False,[],False,False,False
10.1002/mrm.29947,Replication of the <scp>bSTAR</scp> sequence and open‐source implementation,10.1002/mrm.29757,Submillimeter lung MRI at 0.55 T using balanced steady‐state free precession with half‐radial dual‐echo readout (bSTAR),judged,mo,"['Balanced steady-state free precession thoracic imaging with half-radial dual-echo readout on smoothly interleaved archimedean spirals', 'Free-breathing half-radial dual-echo balanced steady-state free precession thoracic imaging with wobbling Archimedean spiral pole trajectories']","['10.1002/mrm.28119', '10.1016/j.zemedi.2022.01.003']",@bauman2023,gpt-5.6-luna,@bieri2022,"The replication of bSTAR, termed open-source bSTAR, is tested by replicating several figures from the published literature.",,True,"The study explicitly replicates the bSTAR technique for thoracic imaging at 0.55 T, and @bauman2023 is the only listed record whose title names bSTAR and 0.55 T lung MRI. Related records such as @bauman2019 and @bieri2022 describe half-radial dual-echo bSSFP but do not match the bSTAR/0.55 T descrip",False,True:@bauman2023:,False,[],False,False,False
10.1371/journal.pgen.1011192,Canadian COVID-19 host genetics cohort replicates known severity associations,10.1038/s41586-021-03767-x,Mapping the human genetic architecture of COVID-19,judged,mo,"['A second update on mapping the human genetic architecture of COVID-19', 'A second update on mapping the human genetic architecture of COVID-19', 'A second update on mapping the human genetic architecture of COVID-19']","['10.1038/s41586-023-06355-3', '10.1038/s41586-023-06355-3', '10.1038/s41586-023-06355-3']",@initiative2021,gpt-5.6-luna,,We investigated the evidence for replication of loci reported by the International Host Genetics Initiative (HGI);,,True,"The study explicitly describes re-testing loci reported by the International Host Genetics Initiative (HGI); @initiative2021 is the HGI paper that reports those genetic loci, while @initiative2020 is only the initiative description and does not report the replicated loci.",False,True:@initiative2021:,False,[],False,False,False
10.1089/cyber.2024.0136,Does Online Dating Make Relationships More Successful? Replication and Extension of a Previous Study,10.1073/pnas.1222447110,Marital satisfaction and break-ups differ across on-line and off-line meeting venues,judged,mo,['The online dating effect: Where a couple meets predicts the quality of their marriage'],['10.1016/j.chb.2023.107973'],@cacioppo2013,gpt-5.6-luna,@sharabi2023,"A previous study has found a negative correlation between meeting one’s romantic partner in online dating (vs. offline) and marriage quality through a quota sample of the U.S. population. This current study replicates and extends this previous study by analyzing another sample of the U.S. population from the Pew Research Center ( N = 2,787).",,True,"The study describes the original as finding a negative correlation between meeting online and marriage quality in a U.S. quota sample, which matches @sharabi2023's title directly. @cacioppo2013 found higher marital satisfaction and lower break-up rates for online meeting, the opposite direction, so ",True,False:@sharabi2023:@sharabi2023,True,"['@sharabi2023', '@sharabi2023']",True,True,True
10.70923/001c.72403,Attempted Replication of Excess Heat in the Letts Dual-laser Experiment,10.70923/001c.72121,Terahertz difference frequency response of PdD in two-laser experiments,judged,both,['Highly reproducible LENR experiments using dual laser stimulation'],['https://brillouinenergy.com/newwebsite/wp-content/uploads/2018/11/highly-reproducible-lenr-experiments-using-dual-laser-stimulation.pdf'],@hagelstein2010,gpt-5.6-luna,,"By attempting a nearly exact replication of prior published work, we test the claim that release of non-chemical excess heat from loaded palladium deuteride (PdD) can be triggered by the application of two laser beams with wavelengths selected at specific difference frequencies around 8, 15 and 20 THz.",,True,"The study describes replicating the two-laser PdD excess-heat claim at specific difference frequencies around 8, 15 and 20 THz, which matches @hagelstein2010's title and experimental focus; @hagelstein2010b is an analysis companion rather than the original experiment.",False,True:@hagelstein2010:,False,[],False,False,False
10.3389/fpsyg.2024.1472489,Setting the tone: crossmodal emotional face-voice combinations in continuous flash suppression,10.1037/1528-3542.7.4.882,Fearful expressions gain preferential access to awareness during continuous flash suppression.,judged,split,['Are visual threats prioritized without awareness? A critical review and meta-analysis involving 3 behavioral paradigms and 2696 observers'],['10.1037/bul0000054'],@yang2007,gpt-5.6-luna,@hedger2016,"We replicated earlier findings that fearful faces broke suppression faster overall, supporting a threat bias.",,True,"The study's passage describes replicating earlier findings that fearful faces broke suppression faster; this matches both @yang2007 and @hedger2015 (Fearful faces have a sensory advantage in the competition for awareness), so @yang2007 is not uniquely singled out.",True,False:@yang2007:@hedger2015,True,['@hedger2015'],True,False,False
10.1007/s00426-025-02211-3,Attentional capture by real and illusory faces: a failure to replicate,10.3758/s13414-021-02267-4,A visual search advantage for illusory faces in objects,judged,mo,"['Attention capture by faces', 'Attention capture by faces']","['10.1016/j.cognition.2007.07.012', '10.1016/j.cognition.2007.07.012']",@keys2021,gpt-5.6-luna,@langton2007,"To explore whether such a configuration is sufficient to automatically capture attention, we conducted three behavioral experiments using a visual search paradigm.",,True,"The study describes a visual search advantage for illusory faces, which matches both @keys2021 and @collyer2024; the words do not single out @keys2021 over @collyer2024.",True,False:@keys2021:@collyer2024,True,['@collyer2024'],True,False,False
10.1093/oncolo/oyab021,Physician Perceptions of the FDA’s Breakthrough Therapy Designation: An Update,10.1001/jama.2015.16984,Physicians’ Knowledge About FDA Approval Standards and Perceptions of the “Breakthrough Therapy” Designation,control,agrees_with_mo,"[""Physicians' knowledge about FDA approval standards and perceptions of the 'breakthrough therapy' designation""]",['10.1001/jama.2015.16984'],@kesselheim2016,gpt-5.6-luna,@kesselheim2016,The objective of this article is to examine whether physicians' familiarity with and interpretation of the Breakthrough Therapy designation have changed since a survey on the topic was published in 2016. We replicated three of the questions in that study,,True,The study explicitly says it compares against a survey on the Breakthrough Therapy designation published in 2016 and replicated three of its questions; @kesselheim2016 is the only cited record matching that 2016 survey.,False,True:@kesselheim2016:,False,[],False,False,False
10.1371/journal.pone.0023371,Large Scale Replication Study of the Association between HLA Class II/BTNL2 Variants and Osteoarthritis of the Knee in European-Descent Populations,10.1371/journal.pone.0009723,New Sequence Variants in HLA Class II/III Region Associated with Susceptibility to Knee Osteoarthritis Identified by Genome-Wide Association Study,control,agrees_with_mo,"['New sequence variants in HLA class II/III region associated with susceptibility to knee osteoarthritis identified by genome-wide association study', 'New sequence variants in HLA class II/III region associated with susceptibility to knee osteoarthritis identified by genome-wide association study']","['10.1371/journal.pone.0009723', '10.1371/journal.pone.0009723']",@nakajima2010,gpt-5.6-luna,@nakajima2010,Large Scale Replication Study of the Association between HLA Class II/BTNL2 Variants and Osteoarthritis of the Knee in European-Descent Populations. This study evaluates the association in Caucasian populations of two single nucleotide polymorphisms (SNPs) mapping to the Human Leukocyte Antigen (HLA) region and deriving from a genome wide association scan (GWAS) of knee OA in Japanese populations.,,True,"The study says the re-tested SNPs derive from a genome-wide association scan of knee osteoarthritis in Japanese populations; that exactly matches @nakajima2010, whose title identifies HLA Class II/III variants for knee OA via GWAS. Other HLA-related records, such as @shi2010, do not match the GWAS-i",False,True:@nakajima2010:,False,[],False,False,False
10.1121/10.0015093,Revisiting the left ear advantage for phonetic cues to talker identification,10.1016/j.bandl.2006.06.002,Training to use voice onset time as a cue to talker identification induces a left-ear/right-hemisphere processing advantage,control,agrees_with_mo,"['Training to use voice onset time as a cue to talker identification induces a left-ear/right-hemisphere processing advantage', 'Training to use voice onset time as a cue to talker identification induces a left-ear/right-hemisphere processing advantage']","['10.1016/j.bandl.2006.06.002', '10.1016/j.bandl.2006.06.002']",@francis2006,gpt-5.6-luna,@francis2006,Experiment 1 (n = 97) aimed to replicate this finding and identify predictors of performance; experiment 2 (n = 79) aimed to replicate this finding under conditions that better facilitate observation of laterality effects.,,True,"The study's description of listeners trained to identify two talkers differing in characteristic VOTs and showing a left-ear advantage exactly matches the Francis & Driscoll (2006) title and finding, and no other listed record matches that specific training-induced laterality result.",False,True:@francis2006:,False,[],False,False,False
10.5430/jnep.v3n6p51,Logo-autobiography and its effectiveness on depressed Korean immigrant women: A replication study,10.1177/1043659612452005,Logo-Autobiography and Its Effectiveness on Depressed Korean Immigrant Women,control,agrees_with_mo,['Logo-Autobiography and its effectiveness on depressed Korean immigrant women'],['10.1177/1043659612452005'],@cho2012,gpt-5.4-mini,@cho2012,Logo-autobiography and its effectiveness on depressed Korean immigrant women: A replication study,,True,"The study's title is essentially the title of @cho2012 plus 'A replication study', and the described population (depressed Korean immigrant women) and Logo-Autobiography intervention match @cho2012 exactly; the other similar records (@cho2008, @cho2008b) concern wives of alcoholics, a different popu",False,True:@cho2012:,False,[],False,False,False
10.1158/1055-9965.epi-11-0396,Circulating Soluble CD30 and Future Risk of Lymphoma; Evidence from Two Prospective Studies in the General Population,10.1182/blood-2009-04-217521,A prospective study of serum soluble CD30 concentration and risk of non-Hodgkin lymphoma,control,agrees_with_mo,['A prospective study of serum soluble CD30 concentration and risk of non-Hodgkin lymphoma'],['10.1182/blood-2009-04-217521'],@purdue2009,gpt-5.6-luna,@purdue2009,This finding was recently extended to the general population where elevated levels of sCD30 were reported in prediagnostic serum among subjects that developed NHL later in life. METHODS: We carried out a replication study within the Italian European Prospective Investigation into Cancer and Nutrition cohort.,,True,"The passage describes a recent general-population extension showing elevated prediagnostic serum sCD30 among later NHL cases, which matches Purdue 2009's prospective serum sCD30/NHL study; no other record describes that same general-population sCD30 finding.",False,True:@purdue2009:,False,[],False,False,False
10.3389/fpsyg.2021.662828,Replication Studies on Significant Differences in Personality Profiles of Securely and Insecurely Attached Psychotherapists and Dentists,10.3389/fpsyg.2020.00611,"Significant Differences in Personality Styles of Securely and Insecurely Attached Psychotherapists: Data, Reflections and Implications",control,agrees_with_mo,"['Significant differences in personality styles of securely and insecurely attached psychotherapists. Data, reflections and implications', 'Significant differences in personality styles of securely and insecurely attached psychotherapists. Data, reflections and implications', 'Significant differences in personality styles of securely and insecurely attached psychotherapists. Data, reflections and implications']","['10.3389/fpsyg.2020.00611', '10.3389/fpsyg.2020.00611', '10.3389/fpsyg.2020.00611']",@peter2020b,gpt-5.6-luna,@peter2020b,"In a preceding study, it has been found that insecurely attached psychotherapists differ in nine personality styles from securely attached ones. The aim of the present study was to replicate these findings",,True,"The study's description of a preceding study finding that insecurely attached psychotherapists differ in nine personality styles from securely attached ones matches @peter2020b's title exactly, and no other listed record has that same attachment-and-personality-style finding.",False,True:@peter2020b:,False,[],False,False,False
10.1038/s41598-022-05923-3,Irrelevant insights make worldviews ring true,10.1016/j.cognition.2019.104122,The dark side of Eureka: Artificially induced Aha moments make facts feel true,control,agrees_with_mo,['The dark side of Eureka: Artificially induced aha moments make facts feel true'],['10.1016/j.cognition.2019.104122'],@laukkonen2019,gpt-5.6-luna,@laukkonen2019,"In the first experiment (N = 3000, which included a direct replication), participants rated worldview beliefs as truer when they solved anagrams and also experienced aha moments.",,True,"The study describes a direct replication of the finding that aha moments make beliefs/facts feel truer, which matches @laukkonen2019 exactly; no other listed record has the same finding about artificially induced aha moments making facts feel true.",False,True:@laukkonen2019:,False,[],False,False,False
