doi_r,title_r,doi_o,title_o,set,label,mo_titles,mo_dois,old_key,old_model,mo_key,quote,error,confident,reasoning,answer,flag,flag_names_other,alt,flag_conf,alt_is_mo,alt_first_is_mo
10.1111/spsr.12479,Boosting the Understanding and Approval of Anti‐Corona Measures–Reducing Exponential Growth Bias and its Effects through Educational Nudges,10.1016/j.socscimed.2020.113473,Exponential-growth prediction bias and compliance with safety measures related to COVID-19,judged,mo,['Correcting misperceptions of exponential coronavirus growth increases support for social distancing'],['10.1073/pnas.2006048117'],@banerjee2020,gpt-5.6-luna,@lammers2020,We replicate an Amazon MTurk experiment regarding the spread of SARS-CoV-2 that was conducted in the general US population during the first wave of the pandemic in March 2020 dealing with this bias.,,True,"The study says it replicates an Amazon MTurk experiment about SARS-CoV-2 exponential growth bias conducted in the general US population during March 2020. This exactly matches Lammers et al. (2020), 'Correcting misperceptions of exponential coronavirus growth increases support for social distancing.",identified:@lammers2020,True,True,['@lammers2020'],True,True,True
10.1111/ejn.15512,Microstructural white matter abnormalities in Lesch–Nyhan disease,10.1212/wnl.0000000000001128,Brain white matter volume abnormalities in Lesch-Nyhan disease and its variants,judged,mo,['Regional brain volume abnormalities in Lesch-Nyhan disease and its variants: A cross-sectional study'],['10.1016/s1474-4422(13)70238-2'],@schretlen2014,gpt-5.6-luna,@schretlen2013,"We first replicated earlier findings of reduced intracranial, grey matter and white matter volumes in patients.",,True,"The study says it replicated earlier findings of reduced intracranial, grey matter, and white matter volumes; this matches the regional brain volume abnormalities study, whereas @schretlen2014 focuses specifically on brain white matter volume.",identified:@schretlen2013,True,True,['@schretlen2013'],True,True,True
10.1371/journal.pone.0262902,Examining the reliability and validity of two versions of the Effort-Expenditure for Rewards Task (EEfRT),10.1371/journal.pone.0006598,Worth the ‘EEfRT’? The Effort Expenditure for Rewards Task as an Objective Measure of Motivation and Anhedonia,judged,mo,"['Trait anticipatory pleasure predicts effort expenditure for reward', 'A low dosage of the dopamine D2-receptor antagonist sulpiride affects effort allocation for reward regardless of trait extraversion']","['10.1371/journal.pone.0131357', '10.1017/pen.2020.7']",@treadway2009,gpt-5.6-luna,@geaney2015,"In Study 2, we tested a larger sample of 394 healthy participants to further examine the original EEfRT.",,True,"The study says Study 2 examined the original EEfRT, and @treadway2009 is the paper that introduced the Effort-Expenditure for Rewards Task (EEfRT).",identified:@treadway2009,False,False,[],False,False,False
10.1080/13803611.2021.2022316,Effects of early mathematics intervention for low-SES pre-kindergarten and kindergarten students: a replication study,10.1016/j.ecresq.2004.01.002,Enhancing young children’s mathematical knowledge through a pre-kindergarten mathematics intervention,judged,mo,['Effects of a pre-kindergarten mathematics intervention: A randomized experiment'],['10.1080/19345740802114533'],@starkey2004,gpt-5.4-mini,@klein2008,"A randomised controlled trial was conducted in public American preschools to (1) replicate the efficacy of an intervention, Pre-K Mathematics, for low-SES children, and (2) test the combined impact of this intervention and a Common-Core-aligned kindergarten intervention, Early Learning in Mathematics.",,True,"The study says it replicates the efficacy of the Pre-K Mathematics intervention in a randomised controlled trial for low-SES children, which matches Klein et al. (2008), 'Effects of a Pre-Kindergarten Mathematics Intervention: A Randomized Experiment,' rather than the earlier Starkey et al. (2004) r",identified:@klein2008,True,True,['@klein2008'],True,True,True
10.1371/journal.pone.0263879,The real-time status of strong and weak islands,10.1353/lan.2006.0217,The real-time status of island phenomena,judged,mo,['Parsing WH-constructions: evidence for on-line gap location'],['10.1080/01690968608407062'],@phillips2006,gpt-5.6-luna,@stowe1986,Experiment 1 provided a conceptual replication of previous studies showing that real time processing is sensitive to strong islands.,,True,"Experiment 1 is described as a conceptual replication of previous real-time strong-island findings, and the specific pronoun-in-predicted-gap design matches Keshev & Meltzer-Asscher (2017), which studied active dependency formation and resumption in islands.",identified:@keshev2017,True,True,['@keshev2017'],True,False,False
10.1080/20473869.2022.2044594,Personality traits predict attitudes toward individuals with intellectual disability,10.1177/0265407510385494,Contact and knowledge as predictors of attitudes toward individuals with intellectual disabilities,judged,split,['The role of personality variables in predicting attitudes toward people with intellectual disability: An Australian perspective'],['10.1111/jir.12180'],@mcmanus2010,gpt-5.6-luna,@page2015,Results replicated previous findings by showing quality of contact was the strongest predictor of attitudes.,,True,"The abstract states it replicated the previous finding that quality of contact was the strongest predictor of attitudes and explicitly uses McManus et al.'s measures of contact and perceived knowledge, matching @mcmanus2010's contact/knowledge predictor study.",identified:@mcmanus2010,False,False,[],False,False,False
10.1111/sjop.12816,To vaccinate or not: The relationship between conscientiousness and individual attitudes toward vaccination in real‐life contexts,10.1186/s12889-020-09840-w,Personality and individual attitudes toward vaccination: a nationally representative survey in the United States,judged,both,"[""Personality and demographic correlates of New Zealanders' confidence in the safety of childhood vaccinations""]",['10.1016/j.vaccine.2017.09.061'],@lin2020,gpt-5.6-luna,@lee2017,"Based on self-reported data, Study 1 fully replicated prior findings that higher levels of conscientiousness are associated with more positive attitudes towards vaccination in a Chinese student sample.",,True,"The study says Study 1 replicated prior findings that higher conscientiousness is associated with more positive vaccination attitudes; @lin2020 is the cited record whose title directly matches personality and individual attitudes toward vaccination, making it the original finding re-tested.",identified:@lin2020,False,False,[],False,False,False
10.3390/ijerph19084912,"Materialism, Egocentrism and Delinquent Behavior in Chinese Adolescents in Mainland China: A Short-Term Longitudinal Study",10.1080/15374410903401179,The Cost of Materialism in a Collectivistic Culture: Predicting Risky Behavior Engagement in Chinese Adolescents,judged,mo,['Concurrent and longitudinal predictors of adolescent delinquency in mainland Chinese adolescents: The role of materialism and egocentrism'],['10.3390/ijerph17207662'],@auerbach2009,gpt-5.6-luna,@shek2020c,This study also replicates the findings of a pioneer study in China reported previously.,,True,"The study states it replicates a prior pioneer study in China, and @shek2020c directly matches the re-tested finding: materialism, egocentrism, and delinquency in mainland Chinese adolescents.",identified:@shek2020c,True,True,['@shek2020c'],True,True,True
10.3758/s13423-022-02158-1,"Pragmatic, constructive, and reconstructive memory influences on the hindsight bias",10.1037/0096-1523.1.3.288,Hindsight is not equal to foresight: The effect of outcome knowledge on judgment under uncertainty.,judged,mo,"['On the psychology of experimental surprises', 'On the psychology of experimental surprises']","['10.1037/0096-1523.3.4.544', '10.1037/0096-1523.3.4.544']",@fischhoff1975,gpt-5.6-luna,@slovic1977,"In a novel 3 × 2 within-participants design, with three sequential judgments of outcome probabilities in two scenarios, we replicated the within-participants hindsight bias observed in the classic memory design and the between-participants hindsight bias in a hypothetical design simultaneously.",,True,"The study says it replicated the classic within-participants hindsight-bias effect from the memory design and the between-participants effect from the hypothetical design, which are the standard paradigm and findings introduced by Fischhoff (1975).",identified:@fischhoff1975,False,False,[],False,False,False
10.3390/cells11203242,Decreased Oligodendrocyte Number in Hippocampal Subfield CA4 in Schizophrenia: A Replication Study,10.3389/fncel.2016.00078,Oligodendrocyte and Interneuron Density in Hippocampal Subfields in Schizophrenia and Association of Oligodendrocyte Number with Cognitive Deficits,judged,mo,['Stereologic investigation of the posterior part of the hippocampus in schizophrenia'],['10.1007/s00401-008-0430-y'],@falkai2016b,gpt-5.6-luna,@schmitt2008,"By using unbiased design-based stereology, we reported a reduction in oligodendrocyte number in CA4 in schizophrenia and of granular neurons in the dentate gyrus (DG). Here, we aimed to replicate these findings in an independent sample.",,True,"The study's description says it previously reported reduced oligodendrocyte number in CA4 and reduced granular neurons in the dentate gyrus using design-based stereology; this matches the cited original record @falkai2016, whose title concerns decreased oligodendrocyte and neuron number in anterior ",identified:@falkai2016,True,True,['@falkai2016'],True,False,False
10.3389/fpsyg.2022.932592,The effects of wakeful rest on memory consolidation in an online memory study,10.3389/fnbeh.2017.00054,Non-Interfering Effects of Active Post-Encoding Tasks on Episodic Memory Consolidation in Humans,judged,mo,"['Promotion and suppression of autobiographical thinking differentially affect episodic memory consolidation', 'Promotion and suppression of autobiographical thinking differentially affect episodic memory consolidation']","['10.1371/journal.pone.0201780', '10.1371/journal.pone.0201780']",@varma2017,gpt-5.6-luna,@varma2018,or whether we would replicate the finding by Varma and colleagues such that participants' memory benefitted from both a rest and a 2-back task following encoding.,,True,The study explicitly says it may replicate the finding by Varma and colleagues that memory benefitted from both rest and a 2-back post-encoding task; @varma2017 is the listed Varma et al. paper on non-interfering active post-encoding tasks and episodic memory consolidation.,identified:@varma2017,False,False,[],False,False,False
10.1017/s1366728922000748,The contributions of proficiency and semantics to the bilingual sentence superiority effect,10.1038/s41598-021-99565-6,The contribution of semantics to the sentence superiority effect,judged,mo,['Unified syntax in the bilingual mind'],['10.3758/s13423-019-01666-x'],@massol2021,gpt-5.6-luna,@declerck2019,"Here, we replicate the SSE in Spanish-English bilinguals (e.g., better identification of vacío in ""my vaso is vacío"" [my glass is empty] than ""is vaso my vacío"" [is glass my empty]).",,True,"The study says it replicates the bilingual Sentence Superiority Effect previously found with French-English bilinguals reading mixed-language sentences, which matches Declerck et al. (2019) 'Unified syntax in the bilingual mind.' Massol et al. (2021) concerns semantic contributions to the SSE but do",identified:@declerck2019,True,True,['@declerck2019'],True,True,True
10.1098/rstb.2021.0459,"Looking at the Ebbinghaus illusion: differences in neurocomputational requirements, not gaze-mediated attention, explain a classic perception-action dissociation",10.1016/s0960-9822(01)00023-9,The dissociation between perception and action in the Ebbinghaus illusion,judged,mo,['Size-contrast illusions deceive the eye but not the hand'],['10.1016/s0960-9822(95)00133-3'],@haffenden2001,gpt-5.6-luna,@aglioti1995,"We replicated the classic dissociation: grasp aperture was refractory to the measured illusory effect on perceived size, while judgments and manual estimates of disc size were not.",,True,"The study says it replicated the classic dissociation in which grasp aperture is refractory to the Ebbinghaus illusion while perceptual judgments are not; this is the canonical finding of Aglioti et al. (1995), 'Size-contrast illusions deceive the eye but not the hand.'",identified:@aglioti1995,True,True,['@aglioti1995'],True,True,True
10.1007/s10763-023-10368-9,The Novelty Effect on Assessment Interventions: a Qualitative Replication Study of Oral Performance Assessment in Undergraduate Mathematics,10.1080/02602938.2014.961124,Students’ views of oral performance assessment in mathematics: straddling the ‘assessment of’ and ‘assessment for’ learning divide,judged,mo,"[""The impact of high stakes oral performance assessment on students' approaches to learning: A case study""]",['10.1007/s10649-020-09937-4'],@iannone2014,gpt-5.6-luna,@iannone2020,"The replication study used the same data collection tools of a previous study on oral assessment of mathematics, but data were collected in a context where oral assessment is the norm. We aimed to find whether the results of the two studies were comparable and whether there was plausible evidence of an impact of novelty effect on the findings of the original study.",,True,"The abstract describes using the same data collection tools as a previous study on oral assessment of mathematics and lists findings about conceptual versus procedural assessment, anxiety, and oral assessment as a better learning experience, which matches Iannone & Simpson (2014).",identified:@iannone2014,False,False,[],False,False,False
10.1515/cti-2022-0032,Don’t we know enough about models? Integrating a replication study into an introductory chemistry course in higher education,10.1039/d0rp00084a,Evaluation of the students’ understanding of models in science (SUMS) for use in undergraduate chemistry,judged,mo,"[""Students' understanding of the role of scientific models in learning science""]",['10.1080/09500690110066485'],@lazenby2020,gpt-5.6-luna,@treagust2002,This paper presents the German translation and replication of the Students’ Understanding of Models in Science (SUMS) instrument,,True,"The study is a German translation and replication of SUMS for first-semester undergraduate chemistry students, matching Lazenby & Becker (2020), which evaluated the SUMS instrument for use in undergraduate chemistry; Treagust et al. (2002) only supplied the original instrument.",identified:@lazenby2020,False,False,[],False,False,False
10.1093/schbul/sbad161,A Cross-sectional Conceptual Replication and Longitudinal Evaluation of the PANSS-Autism-Severity-Score Measure Suggests it Does Not Capture Autistic Traits in Individuals With Psychosis,10.1016/j.psychres.2018.10.074,Looking through autistic features in schizophrenia using the PANSS Autism Severity Score (PAUSS),judged,mo,['Autism beyond diagnostic categories: characterization of autistic phenotypes in schizophrenia'],['10.1186/s12888-015-0494-x'],@deste2018,gpt-5.6-luna,@kstner2015,"Analyses from the original validation study were conducted with SSD participants, and extended into ASC, SSD-sibling, and TC participants.",,True,The study describes re-testing the original PAUSS validation in schizophrenia-spectrum participants; Deste et al. (2018) is the cited study explicitly validating PAUSS in schizophrenia using the PANSS Autism Severity Score.,identified:@deste2018,False,False,[],False,False,False
10.1002/mrm.29947,Replication of the <scp>bSTAR</scp> sequence and open‐source implementation,10.1002/mrm.29757,Submillimeter lung MRI at 0.55 T using balanced steady‐state free precession with half‐radial dual‐echo readout (bSTAR),judged,mo,"['Balanced steady-state free precession thoracic imaging with half-radial dual-echo readout on smoothly interleaved archimedean spirals', 'Free-breathing half-radial dual-echo balanced steady-state free precession thoracic imaging with wobbling Archimedean spiral pole trajectories']","['10.1002/mrm.28119', '10.1016/j.zemedi.2022.01.003']",@bauman2023,gpt-5.6-luna,@bieri2022,"The replication of bSTAR, termed open-source bSTAR, is tested by replicating several figures from the published literature.",,True,"The study explicitly replicates bSTAR lung imaging at 0.55T, and the cited @bauman2023 paper is the bSTAR paper describing submillimeter lung MRI at 0.55T using balanced SSFP with half-radial dual-echo readout.",identified:@bauman2023,False,False,[],False,False,False
10.1371/journal.pgen.1011192,Canadian COVID-19 host genetics cohort replicates known severity associations,10.1038/s41586-021-03767-x,Mapping the human genetic architecture of COVID-19,judged,mo,"['A second update on mapping the human genetic architecture of COVID-19', 'A second update on mapping the human genetic architecture of COVID-19', 'A second update on mapping the human genetic architecture of COVID-19']","['10.1038/s41586-023-06355-3', '10.1038/s41586-023-06355-3', '10.1038/s41586-023-06355-3']",@initiative2021,gpt-5.6-luna,,We investigated the evidence for replication of loci reported by the International Host Genetics Initiative (HGI);,,True,"The study states it investigated replication of loci reported by the International Host Genetics Initiative (HGI), and @initiative2021 is the HGI paper 'Mapping the human genetic architecture of COVID-19' that reports those loci; @initiative2020 is only the initiative description.",identified:@initiative2021,False,False,[],False,False,False
10.1089/cyber.2024.0136,Does Online Dating Make Relationships More Successful? Replication and Extension of a Previous Study,10.1073/pnas.1222447110,Marital satisfaction and break-ups differ across on-line and off-line meeting venues,judged,mo,['The online dating effect: Where a couple meets predicts the quality of their marriage'],['10.1016/j.chb.2023.107973'],@cacioppo2013,gpt-5.6-luna,@sharabi2023,"A previous study has found a negative correlation between meeting one’s romantic partner in online dating (vs. offline) and marriage quality through a quota sample of the U.S. population. This current study replicates and extends this previous study by analyzing another sample of the U.S. population from the Pew Research Center ( N = 2,787).",,True,"The abstract describes a previous study that found a negative correlation between meeting a partner online and marriage quality using a U.S. quota sample, which matches Sharabi and Dorrance Hall's 2023 paper 'The online dating effect: Where a couple meets predicts the quality of their marriage.'",identified:@sharabi2023,True,True,['@sharabi2023'],True,True,True
10.70923/001c.72403,Attempted Replication of Excess Heat in the Letts Dual-laser Experiment,10.70923/001c.72121,Terahertz difference frequency response of PdD in two-laser experiments,judged,both,['Highly reproducible LENR experiments using dual laser stimulation'],['https://brillouinenergy.com/newwebsite/wp-content/uploads/2018/11/highly-reproducible-lenr-experiments-using-dual-laser-stimulation.pdf'],@hagelstein2010,gpt-5.6-luna,,"By attempting a nearly exact replication of prior published work, we test the claim that release of non-chemical excess heat from loaded palladium deuteride (PdD) can be triggered by the application of two laser beams with wavelengths selected at specific difference frequencies around 8, 15 and 20 THz.",,True,"The study describes testing the claim that PdD excess heat can be triggered by two laser beams at specific THz difference frequencies, which directly matches Hagelstein, Letts et al. 2010, 'Terahertz difference frequency response of PdD in two-laser experiments.' The other records do not describe th",identified:@hagelstein2010,False,False,[],False,False,False
10.3389/fpsyg.2024.1472489,Setting the tone: crossmodal emotional face-voice combinations in continuous flash suppression,10.1037/1528-3542.7.4.882,Fearful expressions gain preferential access to awareness during continuous flash suppression.,judged,split,['Are visual threats prioritized without awareness? A critical review and meta-analysis involving 3 behavioral paradigms and 2696 observers'],['10.1037/bul0000054'],@yang2007,gpt-5.6-luna,@hedger2016,"We replicated earlier findings that fearful faces broke suppression faster overall, supporting a threat bias.",,True,"The study states it replicated earlier findings that fearful faces broke suppression faster overall, which matches Yang et al. (2007), the classic continuous flash suppression study showing fearful expressions gain preferential access to awareness.",identified:@yang2007,False,False,[],False,False,False
10.1007/s00426-025-02211-3,Attentional capture by real and illusory faces: a failure to replicate,10.3758/s13414-021-02267-4,A visual search advantage for illusory faces in objects,judged,mo,"['Attention capture by faces', 'Attention capture by faces']","['10.1016/j.cognition.2007.07.012', '10.1016/j.cognition.2007.07.012']",@keys2021,gpt-5.6-luna,@langton2007,"To explore whether such a configuration is sufficient to automatically capture attention, we conducted three behavioral experiments using a visual search paradigm.",,True,"The study re-tests real-face attentional capture in a butterfly-target visual search task, matching Langton et al. (2007), and re-tests the illusory-face visual search advantage in Experiment 2, matching Keys et al. (2021).","identified:@langton2007,@keys2021",False,False,['@langton2007'],False,True,True
10.1093/oncolo/oyab021,Physician Perceptions of the FDA’s Breakthrough Therapy Designation: An Update,10.1001/jama.2015.16984,Physicians’ Knowledge About FDA Approval Standards and Perceptions of the “Breakthrough Therapy” Designation,control,agrees_with_mo,"[""Physicians' knowledge about FDA approval standards and perceptions of the 'breakthrough therapy' designation""]",['10.1001/jama.2015.16984'],@kesselheim2016,gpt-5.6-luna,@kesselheim2016,The objective of this article is to examine whether physicians' familiarity with and interpretation of the Breakthrough Therapy designation have changed since a survey on the topic was published in 2016. We replicated three of the questions in that study,,True,"The study says it replicated three questions from a survey published in 2016 on physicians’ understanding of the Breakthrough Therapy designation, which matches Kesselheim et al. (2016) in the reference list.",identified:@kesselheim2016,False,False,[],False,False,False
10.1371/journal.pone.0023371,Large Scale Replication Study of the Association between HLA Class II/BTNL2 Variants and Osteoarthritis of the Knee in European-Descent Populations,10.1371/journal.pone.0009723,New Sequence Variants in HLA Class II/III Region Associated with Susceptibility to Knee Osteoarthritis Identified by Genome-Wide Association Study,control,agrees_with_mo,"['New sequence variants in HLA class II/III region associated with susceptibility to knee osteoarthritis identified by genome-wide association study', 'New sequence variants in HLA class II/III region associated with susceptibility to knee osteoarthritis identified by genome-wide association study']","['10.1371/journal.pone.0009723', '10.1371/journal.pone.0009723']",@nakajima2010,gpt-5.6-luna,@nakajima2010,Large Scale Replication Study of the Association between HLA Class II/BTNL2 Variants and Osteoarthritis of the Knee in European-Descent Populations. This study evaluates the association in Caucasian populations of two single nucleotide polymorphisms (SNPs) mapping to the Human Leukocyte Antigen (HLA) region and deriving from a genome wide association scan (GWAS) of knee OA in Japanese populations.,,True,"The study re-tests two SNPs deriving from a GWAS of knee osteoarthritis in Japanese populations, matching @nakajima2010, which identified HLA class II/III region variants associated with knee OA susceptibility by GWAS.",identified:@nakajima2010,False,False,[],False,False,False
10.1121/10.0015093,Revisiting the left ear advantage for phonetic cues to talker identification,10.1016/j.bandl.2006.06.002,Training to use voice onset time as a cue to talker identification induces a left-ear/right-hemisphere processing advantage,control,agrees_with_mo,"['Training to use voice onset time as a cue to talker identification induces a left-ear/right-hemisphere processing advantage', 'Training to use voice onset time as a cue to talker identification induces a left-ear/right-hemisphere processing advantage']","['10.1016/j.bandl.2006.06.002', '10.1016/j.bandl.2006.06.002']",@francis2006,gpt-5.6-luna,@francis2006,Experiment 1 (n = 97) aimed to replicate this finding and identify predictors of performance; experiment 2 (n = 79) aimed to replicate this finding under conditions that better facilitate observation of laterality effects.,,True,"The study describes re-testing the finding that training to use VOT as a cue to talker identification induces a left-ear advantage, which exactly matches Francis & Driscoll (2006).",identified:@francis2006,False,False,[],False,False,False
10.5430/jnep.v3n6p51,Logo-autobiography and its effectiveness on depressed Korean immigrant women: A replication study,10.1177/1043659612452005,Logo-Autobiography and Its Effectiveness on Depressed Korean Immigrant Women,control,agrees_with_mo,['Logo-Autobiography and its effectiveness on depressed Korean immigrant women'],['10.1177/1043659612452005'],@cho2012,gpt-5.4-mini,@cho2012,Logo-autobiography and its effectiveness on depressed Korean immigrant women: A replication study,,True,"The study title identifies itself as a replication of “Logo-Autobiography and Its Effectiveness on Depressed Korean Immigrant Women,” which matches the cited record @cho2012 exactly except for “A replication study.”",identified:@cho2012,False,False,[],False,False,False
10.1158/1055-9965.epi-11-0396,Circulating Soluble CD30 and Future Risk of Lymphoma; Evidence from Two Prospective Studies in the General Population,10.1182/blood-2009-04-217521,A prospective study of serum soluble CD30 concentration and risk of non-Hodgkin lymphoma,control,agrees_with_mo,['A prospective study of serum soluble CD30 concentration and risk of non-Hodgkin lymphoma'],['10.1182/blood-2009-04-217521'],@purdue2009,gpt-5.6-luna,@purdue2009,This finding was recently extended to the general population where elevated levels of sCD30 were reported in prediagnostic serum among subjects that developed NHL later in life. METHODS: We carried out a replication study within the Italian European Prospective Investigation into Cancer and Nutrition cohort.,,True,"The study states it replicates the general-population finding that elevated prediagnostic serum sCD30 predicts later NHL, which matches Purdue et al. 2009; Breen et al. concerns AIDS-related NHL and Hosnijeh et al. is the Italian EPIC cytokine study/companion rather than the original finding being r",identified:@purdue2009,False,False,[],False,False,False
10.3389/fpsyg.2021.662828,Replication Studies on Significant Differences in Personality Profiles of Securely and Insecurely Attached Psychotherapists and Dentists,10.3389/fpsyg.2020.00611,"Significant Differences in Personality Styles of Securely and Insecurely Attached Psychotherapists: Data, Reflections and Implications",control,agrees_with_mo,"['Significant differences in personality styles of securely and insecurely attached psychotherapists. Data, reflections and implications', 'Significant differences in personality styles of securely and insecurely attached psychotherapists. Data, reflections and implications', 'Significant differences in personality styles of securely and insecurely attached psychotherapists. Data, reflections and implications']","['10.3389/fpsyg.2020.00611', '10.3389/fpsyg.2020.00611', '10.3389/fpsyg.2020.00611']",@peter2020b,gpt-5.6-luna,@peter2020b,"In a preceding study, it has been found that insecurely attached psychotherapists differ in nine personality styles from securely attached ones. The aim of the present study was to replicate these findings",,True,"The study states it aimed to replicate a preceding finding that insecurely attached psychotherapists differ in nine personality styles from securely attached ones, which matches the cited record @peter2020b whose title directly names those significant differences.",identified:@peter2020b,False,False,[],False,False,False
10.1038/s41598-022-05923-3,Irrelevant insights make worldviews ring true,10.1016/j.cognition.2019.104122,The dark side of Eureka: Artificially induced Aha moments make facts feel true,control,agrees_with_mo,['The dark side of Eureka: Artificially induced aha moments make facts feel true'],['10.1016/j.cognition.2019.104122'],@laukkonen2019,gpt-5.6-luna,@laukkonen2019,"In the first experiment (N = 3000, which included a direct replication), participants rated worldview beliefs as truer when they solved anagrams and also experienced aha moments.",,True,"The described effect—solving anagrams and experiencing aha moments making statements seem truer—matches the finding of Laukkonen et al. (2019), 'The dark side of Eureka: Artificially induced Aha moments make facts feel true,' which the current study directly replicates before extending it to worldvi",identified:@laukkonen2019,False,False,[],False,False,False
10.1074/jbc.c112.394403,Growth of a Bacterium That Apparently Uses Arsenic Instead of Phosphorus Is a Consequence of Massive Ribosome Breakdown*,10.1126/science.1197258,RETRACTED: A Bacterium That Can Grow by Using Arsenic Instead of Phosphorus,control,agrees_with_mo,['RETRACTED: A Bacterium That Can Grow by Using Arsenic Instead of Phosphorus'],['10.1126/science.1197258'],@wolfesimon2010,gpt-5.6-luna,@wolfesimon2010,"A recent study (Wolfe-Simon, F., Switzer Blum, J., Kulp, T. R., Gordon, G. W., Hoeft, S. E., Pett-Ridge, J., Stolz, J. F., Webb, S. M., Weber, P. K., Davies, P. C., Anbar, A. D., and Oremland, R. S. (2011) Science 332, 1163–1166) described the isolation of a special bacterial strain, GFAJ-1, that could grow in medium containing arsenate, but lacking phosphate, and that supposedly could substitute arsenic for phosphorus in its biological macromolecules. Here, we provide an alternative explanation for these observations and show that they can be reproduced in a laboratory strain of Escherichia coli.",,True,"The study explicitly says it re-tests the Wolfe-Simon et al. 2011 Science paper describing GFAJ-1 growth with arsenate instead of phosphorus, which matches the listed record @wolfesimon2010 by title and authors.",identified:@wolfesimon2010,False,False,[],False,False,False
10.1177/0145445515580533,Replication Study of the Milwaukee Inventory for Subtypes of Trichotillomania–Adult Version in a Clinically Characterized Sample,10.1007/s10862-007-9073-x,The Milwaukee Inventory for Subtypes of Trichotillomania-Adult Version (MIST-A): Development of an Instrument for the Assessment of “Focused” and “Automatic” Hair Pulling,control,agrees_with_mo,"['The Milwaukee Inventory for Subtypes of Trichotillomania-Adult version (MIST-A): Development of an instrument for the assessment of ""focused"" and ""automatic"" hair pulling']",['10.1007/s10862-007-9073-x'],@flessner2007,gpt-5.6-luna,@flessner2007,"In the present study, we evaluated the Milwaukee Inventory for Subtypes of Trichotillomania-Adult Version (MIST-A) in a replication sample of clinically characterized hair pullers using exploratory factor analysis (EFA; N = 193).",,True,"The study explicitly replicates the Milwaukee Inventory for Subtypes of Trichotillomania–Adult Version (MIST-A), whose original development paper is @flessner2007. The passage names the MIST-A, not the child version or later pull-style studies.",identified:@flessner2007,False,False,[],False,False,False
10.1186/s12967-018-1488-5,A validation study of crescents in predicting ESRD in patients with IgA nephropathy,10.1681/asn.2016040433,A Multicenter Study of the Predictive Value of Crescents in IgA Nephropathy,control,agrees_with_mo,['A multicenter study of the predictive value of crescents in IgA nephropathy'],['10.1681/asn.2016040433'],@haas2016,gpt-5.6-luna,@haas2016,"A working group on the Oxford classification of IgA nephropathy (IgAN) recently reported that crescents detected in kidney tissue predicted a worse renal outcome. However, this finding must be validated in independent cohorts before it can be widely applied to clinical practice.",,True,"The passage refers to a working group on the Oxford classification reporting that crescents predicted worse renal outcome; that matches the cited multicenter study of the predictive value of crescents in IgA nephropathy (@haas2016), not the original Oxford classification papers or later validation s",identified:@haas2016,False,False,[],False,False,False
10.1002/jcv2.12077,Subdimensions of social‐communication behavior in autism—A replication study,10.1111/jcpp.12510,Subdimensions of social‐communication impairment in autism spectrum disorder,control,agrees_with_mo,['Subdimensions of social-communication impairment in autism spectrum disorder'],['10.1111/jcpp.12510'],@bishop2016,gpt-5.6-luna,,"In order to identify more refined dimensions of social-communication impairments in autism spectrum disorder (ASD) a previous study applied exploratory and confirmatory factor analyses to diagnostic algorithm scores of the autism diagnostic observation schedule (ADOS), Module 3. A three-factor model consisting of repetitive behaviors, impairments in 'Basic Social-Communication' and in 'Interaction quality' (IQ) was established and confirmed. The current study aimed to replicate this model in an independent sample.",,True,"The study describes its target as a previous study that applied factor analyses to ADOS Module 3 diagnostic algorithm scores and established a three-factor model of repetitive behaviors, Basic Social-Communication, and Interaction Quality; Bishop et al. (2016) has the matching title and topic, where",identified:@bishop2016,False,False,[],False,False,False
10.1097/00001888-197801000-00005,Another look at learning style inventory and medical career choice,10.1097/00001888-197509000-00002,Primary care career choices and medical student learning styles,control,agrees_with_mo,['Primary care career choices and medical student learning styles'],['10.1097/00001888-197509000-00002'],@plovnick1975,gpt-5.6-luna,@plovnick1975,"In the replication study reported here the Learning Style Inventory was administered to over 200 practicing physicians and medical students. Contrary to the previous findings, the results of this study suggest that there is no association between learning style and career choice in medicine and no association between learning style and the kind of influences which were most important in making a career choice.",,True,"The study describes a replication of previous findings linking Learning Style Inventory scores to medical career choice; the only listed record matching that original finding is Plovnick (1975), whose title directly concerns medical student learning styles and primary care career choices.",identified:@plovnick1975,False,False,[],False,False,False
10.1162/nol.a.15,Neural Oscillations in the Aging Brain Associated With Interference Control in Word Production,10.1371/journal.pone.0088674,Distinct Patterns of Brain Activity Characterise Lexical Activation and Competition in Spoken Word Production,control,agrees_with_mo,['Distinct patterns of brain activity characterise lexical activation and competition in spoken word production'],['10.1371/journal.pone.0088674'],@piai2014,gpt-5.6-luna,@piai2014,"In the present study, we conceptually replicated the magnetoencephalography study by Piai, Roelofs, Jensen, et al. (2014) with an older group of healthy adults (mean age: 60 yr).",,True,"The study explicitly says it conceptually replicated the MEG study by Piai, Roelofs, Jensen, et al. (2014), which matches @piai2014.",identified:@piai2014,False,False,[],False,False,False
