doi_r,title_r,doi_o,title_o,set,label,mo_titles,mo_dois,old_key,old_model,mo_key,quote,error,confident,reasoning,flag,answer,flag_names_other,alt,flag_conf,alt_is_mo,alt_first_is_mo
10.3390/cells11203242,Decreased Oligodendrocyte Number in Hippocampal Subfield CA4 in Schizophrenia: A Replication Study,10.3389/fncel.2016.00078,Oligodendrocyte and Interneuron Density in Hippocampal Subfields in Schizophrenia and Association of Oligodendrocyte Number with Cognitive Deficits,judged,mo,['Stereologic investigation of the posterior part of the hippocampus in schizophrenia'],['10.1007/s00401-008-0430-y'],@falkai2016b,gpt-5.6-luna,@schmitt2008,"By using unbiased design-based stereology, we reported a reduction in oligodendrocyte number in CA4 in schizophrenia and of granular neurons in the dentate gyrus (DG). Here, we aimed to replicate these findings in an independent sample.",,True,"The study says 'we reported a reduction in oligodendrocyte number in CA4 and of granular neurons in the dentate gyrus' using design-based stereology; @falkai2016b is the prior Falkai/Steiner study reporting oligodendrocyte (and interneuron) density in hippocampal subfields (CA4/DG), while @falkai201",False,True:@falkai2016b:,False,[],False,False,False
10.3389/fpsyg.2022.932592,The effects of wakeful rest on memory consolidation in an online memory study,10.3389/fnbeh.2017.00054,Non-Interfering Effects of Active Post-Encoding Tasks on Episodic Memory Consolidation in Humans,judged,mo,"['Promotion and suppression of autobiographical thinking differentially affect episodic memory consolidation', 'Promotion and suppression of autobiographical thinking differentially affect episodic memory consolidation']","['10.1371/journal.pone.0201780', '10.1371/journal.pone.0201780']",@varma2017,gpt-5.6-luna,@varma2018,or whether we would replicate the finding by Varma and colleagues such that participants' memory benefitted from both a rest and a 2-back task following encoding.,,True,"The study repeatedly says it replicates 'Varma and colleagues' finding that a 2-back task after encoding did not interfere with memory, which matches @varma2017's title 'Non-Interfering Effects of Active Post-Encoding Tasks...'. The sibling Varma papers (2018, 2019) cover autobiographical thinking/m",False,True:@varma2017:,False,[],False,False,False
10.1017/s1366728922000748,The contributions of proficiency and semantics to the bilingual sentence superiority effect,10.1038/s41598-021-99565-6,The contribution of semantics to the sentence superiority effect,judged,mo,['Unified syntax in the bilingual mind'],['10.3758/s13423-019-01666-x'],@massol2021,gpt-5.6-luna,@declerck2019,"Here, we replicate the SSE in Spanish-English bilinguals (e.g., better identification of vacío in ""my vaso is vacío"" [my glass is empty] than ""is vaso my vacío"" [is glass my empty]).",,True,"The study re-tests the bilingual SSE in mixed-language sentences ('Recent work has revealed a bilingual Sentence Superiority Effect among French-English bilinguals'), whereas @massol2021 is a monolingual semantics study; @declerck2019 (Unified syntax in the bilingual mind) better matches the bilingu",True,False:@declerck2019:@declerck2019,True,"['@declerck2019', '@declerck2019']",True,True,True
10.1098/rstb.2021.0459,"Looking at the Ebbinghaus illusion: differences in neurocomputational requirements, not gaze-mediated attention, explain a classic perception-action dissociation",10.1016/s0960-9822(01)00023-9,The dissociation between perception and action in the Ebbinghaus illusion,judged,mo,['Size-contrast illusions deceive the eye but not the hand'],['10.1016/s0960-9822(95)00133-3'],@haffenden2001,gpt-5.6-luna,@aglioti1995,"We replicated the classic dissociation: grasp aperture was refractory to the measured illusory effect on perceived size, while judgments and manual estimates of disc size were not.",,True,"The study's passage 'We replicated the classic dissociation' re-tests the original Ebbinghaus dissociation finding, which is exactly what Haffenden, Schiff & Goodale (2001) reports—including judgments and manual estimates of disc size—matching the replicated design precisely; @haffenden1998 and @haf",False,True:@haffenden2001:,False,[],False,False,False
10.1007/s10763-023-10368-9,The Novelty Effect on Assessment Interventions: a Qualitative Replication Study of Oral Performance Assessment in Undergraduate Mathematics,10.1080/02602938.2014.961124,Students’ views of oral performance assessment in mathematics: straddling the ‘assessment of’ and ‘assessment for’ learning divide,judged,mo,"[""The impact of high stakes oral performance assessment on students' approaches to learning: A case study""]",['10.1007/s10649-020-09937-4'],@iannone2014,gpt-5.6-luna,@iannone2020,"The replication study used the same data collection tools of a previous study on oral assessment of mathematics, but data were collected in a context where oral assessment is the norm. We aimed to find whether the results of the two studies were comparable and whether there was plausible evidence of an impact of novelty effect on the findings of the original study.",,True,"The study replicates a 'previous study on oral assessment of mathematics' using the same data collection tools and re-tests findings about students' views of oral vs written assessment; only @iannone2014 matches that design, population, and finding set — @iannone2020 is a different high-stakes case ",False,True:@iannone2014:,False,[],False,False,False
10.1515/cti-2022-0032,Don’t we know enough about models? Integrating a replication study into an introductory chemistry course in higher education,10.1039/d0rp00084a,Evaluation of the students’ understanding of models in science (SUMS) for use in undergraduate chemistry,judged,mo,"[""Students' understanding of the role of scientific models in learning science""]",['10.1080/09500690110066485'],@lazenby2020,gpt-5.6-luna,@treagust2002,This paper presents the German translation and replication of the Students’ Understanding of Models in Science (SUMS) instrument,,False,"The study presents a 'German translation and replication' of the SUMS instrument, which matches Lazenby & Becker (2020), the original evaluation of SUMS in undergraduate chemistry; however, Villablanca et al. (2020) is likewise a translated/adapted version of SUMS whose findings could equally be the",True,False:@lazenby2020:@villablanca2020,True,['@villablanca2020'],False,False,False
10.1093/schbul/sbad161,A Cross-sectional Conceptual Replication and Longitudinal Evaluation of the PANSS-Autism-Severity-Score Measure Suggests it Does Not Capture Autistic Traits in Individuals With Psychosis,10.1016/j.psychres.2018.10.074,Looking through autistic features in schizophrenia using the PANSS Autism Severity Score (PAUSS),judged,mo,['Autism beyond diagnostic categories: characterization of autistic phenotypes in schizophrenia'],['10.1186/s12888-015-0494-x'],@deste2018,gpt-5.6-luna,@kstner2015,"Analyses from the original validation study were conducted with SSD participants, and extended into ASC, SSD-sibling, and TC participants.",,True,"The study replicates the 'original validation study' of the PAUSS; @deste2018 is the paper that introduced and validated the PANSS Autism Severity Score in schizophrenia, matching the re-tested finding and analyses. @pinacamacho2020 also uses the PAUSS but is a later application in young people, not",False,True:@deste2018:,False,[],False,False,False
10.1002/mrm.29947,Replication of the <scp>bSTAR</scp> sequence and open‐source implementation,10.1002/mrm.29757,Submillimeter lung MRI at 0.55 T using balanced steady‐state free precession with half‐radial dual‐echo readout (bSTAR),judged,mo,"['Balanced steady-state free precession thoracic imaging with half-radial dual-echo readout on smoothly interleaved archimedean spirals', 'Free-breathing half-radial dual-echo balanced steady-state free precession thoracic imaging with wobbling Archimedean spiral pole trajectories']","['10.1002/mrm.28119', '10.1016/j.zemedi.2022.01.003']",@bauman2023,gpt-5.6-luna,@bieri2022,"The replication of bSTAR, termed open-source bSTAR, is tested by replicating several figures from the published literature.",,True,"The study replicates the bSTAR technique for lung imaging at 0.55 T and reproduces figures from the published literature, matching @bauman2023's exact topic, field strength, and sequence (half-radial dual-echo bSSFP). @bauman2019 is related earlier work but describes a different setup, so the study'",False,True:@bauman2023:,False,[],False,False,False
10.1371/journal.pgen.1011192,Canadian COVID-19 host genetics cohort replicates known severity associations,10.1038/s41586-021-03767-x,Mapping the human genetic architecture of COVID-19,judged,mo,"['A second update on mapping the human genetic architecture of COVID-19', 'A second update on mapping the human genetic architecture of COVID-19', 'A second update on mapping the human genetic architecture of COVID-19']","['10.1038/s41586-023-06355-3', '10.1038/s41586-023-06355-3', '10.1038/s41586-023-06355-3']",@initiative2021,gpt-5.6-luna,,We investigated the evidence for replication of loci reported by the International Host Genetics Initiative (HGI);,,True,"The study says it replicates 'loci reported by the International Host Genetics Initiative (HGI)', and @initiative2021 is the HGI paper reporting the COVID-19 severity loci; @initiative2020 is only the initiative's proposal paper and @group2020 is a different consortium, so no other record fits as we",False,True:@initiative2021:,False,[],False,False,False
10.1089/cyber.2024.0136,Does Online Dating Make Relationships More Successful? Replication and Extension of a Previous Study,10.1073/pnas.1222447110,Marital satisfaction and break-ups differ across on-line and off-line meeting venues,judged,mo,['The online dating effect: Where a couple meets predicts the quality of their marriage'],['10.1016/j.chb.2023.107973'],@cacioppo2013,gpt-5.6-luna,@sharabi2023,"A previous study has found a negative correlation between meeting one’s romantic partner in online dating (vs. offline) and marriage quality through a quota sample of the U.S. population. This current study replicates and extends this previous study by analyzing another sample of the U.S. population from the Pew Research Center ( N = 2,787).",,True,"The study describes a 'previous study' finding a negative correlation between meeting online (vs. offline) and marriage quality using a quota sample of the U.S. population — this matches @cacioppo2013 exactly (marital satisfaction and break-ups across on-line/off-line meeting venues, nationally repr",False,True:@cacioppo2013:,False,[],False,False,False
10.70923/001c.72403,Attempted Replication of Excess Heat in the Letts Dual-laser Experiment,10.70923/001c.72121,Terahertz difference frequency response of PdD in two-laser experiments,judged,both,['Highly reproducible LENR experiments using dual laser stimulation'],['https://brillouinenergy.com/newwebsite/wp-content/uploads/2018/11/highly-reproducible-lenr-experiments-using-dual-laser-stimulation.pdf'],@hagelstein2010,gpt-5.6-luna,,"By attempting a nearly exact replication of prior published work, we test the claim that release of non-chemical excess heat from loaded palladium deuteride (PdD) can be triggered by the application of two laser beams with wavelengths selected at specific difference frequencies around 8, 15 and 20 THz.",,True,"The study replicates the two-laser experiment re-testing excess heat triggered at specific THz difference frequencies; @hagelstein2010 is the experimental two-laser paper reporting that PdD difference-frequency response, while @hagelstein2010b is only a data analysis and the others are unrelated col",False,True:@hagelstein2010:,False,[],False,False,False
10.3389/fpsyg.2024.1472489,Setting the tone: crossmodal emotional face-voice combinations in continuous flash suppression,10.1037/1528-3542.7.4.882,Fearful expressions gain preferential access to awareness during continuous flash suppression.,judged,split,['Are visual threats prioritized without awareness? A critical review and meta-analysis involving 3 behavioral paradigms and 2696 observers'],['10.1037/bul0000054'],@yang2007,gpt-5.6-luna,@hedger2016,"We replicated earlier findings that fearful faces broke suppression faster overall, supporting a threat bias.",,False,"The study replicates the finding that fearful faces break suppression faster in b-CFS, which matches Yang 2007's pioneering result, but Hedger 2015 reports the same fearful-face advantage in breaking CFS just as directly. Since the passage cites no authors or year, both records fit the described fin",True,False:@yang2007:@hedger2015,True,['@hedger2015'],False,False,False
10.1007/s00426-025-02211-3,Attentional capture by real and illusory faces: a failure to replicate,10.3758/s13414-021-02267-4,A visual search advantage for illusory faces in objects,judged,mo,"['Attention capture by faces', 'Attention capture by faces']","['10.1016/j.cognition.2007.07.012', '10.1016/j.cognition.2007.07.012']",@keys2021,gpt-5.6-luna,@langton2007,"To explore whether such a configuration is sufficient to automatically capture attention, we conducted three behavioral experiments using a visual search paradigm.",,True,The study's title ('a failure to replicate') and its claim that illusory faces show a search disadvantage contradict the exact finding of a 'visual search advantage for illusory faces in objects' reported by Keys et al. (2021); no other listed record describes that specific re-tested result in a vis,False,True:@keys2021:,False,[],False,False,False
10.1093/oncolo/oyab021,Physician Perceptions of the FDA’s Breakthrough Therapy Designation: An Update,10.1001/jama.2015.16984,Physicians’ Knowledge About FDA Approval Standards and Perceptions of the “Breakthrough Therapy” Designation,control,agrees_with_mo,"[""Physicians' knowledge about FDA approval standards and perceptions of the 'breakthrough therapy' designation""]",['10.1001/jama.2015.16984'],@kesselheim2016,gpt-5.6-luna,@kesselheim2016,The objective of this article is to examine whether physicians' familiarity with and interpretation of the Breakthrough Therapy designation have changed since a survey on the topic was published in 2016. We replicated three of the questions in that study,,True,"The study replicates a 2016 survey on physicians' understanding of the Breakthrough Therapy designation, which uniquely matches @kesselheim2016; no other listed record fits.",False,True:@kesselheim2016:,False,[],False,False,False
10.1371/journal.pone.0023371,Large Scale Replication Study of the Association between HLA Class II/BTNL2 Variants and Osteoarthritis of the Knee in European-Descent Populations,10.1371/journal.pone.0009723,New Sequence Variants in HLA Class II/III Region Associated with Susceptibility to Knee Osteoarthritis Identified by Genome-Wide Association Study,control,agrees_with_mo,"['New sequence variants in HLA class II/III region associated with susceptibility to knee osteoarthritis identified by genome-wide association study', 'New sequence variants in HLA class II/III region associated with susceptibility to knee osteoarthritis identified by genome-wide association study']","['10.1371/journal.pone.0009723', '10.1371/journal.pone.0009723']",@nakajima2010,gpt-5.6-luna,@nakajima2010,Large Scale Replication Study of the Association between HLA Class II/BTNL2 Variants and Osteoarthritis of the Knee in European-Descent Populations. This study evaluates the association in Caucasian populations of two single nucleotide polymorphisms (SNPs) mapping to the Human Leukocyte Antigen (HLA) region and deriving from a genome wide association scan (GWAS) of knee OA in Japanese populations.,,True,"The study re-tests two SNPs 'deriving from a genome wide association scan (GWAS) of knee OA in Japanese populations', which is exactly Nakajima et al. 2010's GWAS of HLA-region variants for knee OA in Japanese; @shi2010 is an association (replication) study, not the GWAS that identified the SNPs.",False,True:@nakajima2010:,False,[],False,False,False
10.1121/10.0015093,Revisiting the left ear advantage for phonetic cues to talker identification,10.1016/j.bandl.2006.06.002,Training to use voice onset time as a cue to talker identification induces a left-ear/right-hemisphere processing advantage,control,agrees_with_mo,"['Training to use voice onset time as a cue to talker identification induces a left-ear/right-hemisphere processing advantage', 'Training to use voice onset time as a cue to talker identification induces a left-ear/right-hemisphere processing advantage']","['10.1016/j.bandl.2006.06.002', '10.1016/j.bandl.2006.06.002']",@francis2006,gpt-5.6-luna,@francis2006,Experiment 1 (n = 97) aimed to replicate this finding and identify predictors of performance; experiment 2 (n = 79) aimed to replicate this finding under conditions that better facilitate observation of laterality effects.,,True,"The study replicates the finding that training listeners to use VOT for talker identification induces a left-ear advantage; @francis2006 is the only record reporting exactly that training-induced left-ear/right-hemisphere advantage, so the description singles it out.",False,True:@francis2006:,False,[],False,False,False
10.5430/jnep.v3n6p51,Logo-autobiography and its effectiveness on depressed Korean immigrant women: A replication study,10.1177/1043659612452005,Logo-Autobiography and Its Effectiveness on Depressed Korean Immigrant Women,control,agrees_with_mo,['Logo-Autobiography and its effectiveness on depressed Korean immigrant women'],['10.1177/1043659612452005'],@cho2012,gpt-5.4-mini,@cho2012,Logo-autobiography and its effectiveness on depressed Korean immigrant women: A replication study,,True,"The study's own title names its target as a replication of 'Logo-autobiography and its effectiveness on depressed Korean immigrant women', which is exactly @cho2012's title, population, and topic; @cho2008 and @cho2008b concern wives of alcoholics, a different population, so no other record fits as ",False,True:@cho2012:,False,[],False,False,False
10.1158/1055-9965.epi-11-0396,Circulating Soluble CD30 and Future Risk of Lymphoma; Evidence from Two Prospective Studies in the General Population,10.1182/blood-2009-04-217521,A prospective study of serum soluble CD30 concentration and risk of non-Hodgkin lymphoma,control,agrees_with_mo,['A prospective study of serum soluble CD30 concentration and risk of non-Hodgkin lymphoma'],['10.1182/blood-2009-04-217521'],@purdue2009,gpt-5.6-luna,@purdue2009,This finding was recently extended to the general population where elevated levels of sCD30 were reported in prediagnostic serum among subjects that developed NHL later in life. METHODS: We carried out a replication study within the Italian European Prospective Investigation into Cancer and Nutrition cohort.,,True,"The abstract says the AIDS-related sCD30 finding (Breen 2006) was 'recently extended to the general population' and calls this a replication study of that general-population finding — which matches Purdue 2009, the prospective general-population study of sCD30 and NHL risk. No other record on the li",False,True:@purdue2009:,False,[],False,False,False
10.3389/fpsyg.2021.662828,Replication Studies on Significant Differences in Personality Profiles of Securely and Insecurely Attached Psychotherapists and Dentists,10.3389/fpsyg.2020.00611,"Significant Differences in Personality Styles of Securely and Insecurely Attached Psychotherapists: Data, Reflections and Implications",control,agrees_with_mo,"['Significant differences in personality styles of securely and insecurely attached psychotherapists. Data, reflections and implications', 'Significant differences in personality styles of securely and insecurely attached psychotherapists. Data, reflections and implications', 'Significant differences in personality styles of securely and insecurely attached psychotherapists. Data, reflections and implications']","['10.3389/fpsyg.2020.00611', '10.3389/fpsyg.2020.00611', '10.3389/fpsyg.2020.00611']",@peter2020b,gpt-5.6-luna,@peter2020b,"In a preceding study, it has been found that insecurely attached psychotherapists differ in nine personality styles from securely attached ones. The aim of the present study was to replicate these findings",,True,"The study's words — 'insecurely attached psychotherapists differ in nine personality styles from securely attached ones' being replicated — match @peter2020b's title exactly; no other record (e.g., @peter2017 compares to norms, @peter2020 concerns homo hypnoticus) reports the attachment-based nine-s",False,True:@peter2020b:,False,[],False,False,False
10.1038/s41598-022-05923-3,Irrelevant insights make worldviews ring true,10.1016/j.cognition.2019.104122,The dark side of Eureka: Artificially induced Aha moments make facts feel true,control,agrees_with_mo,['The dark side of Eureka: Artificially induced aha moments make facts feel true'],['10.1016/j.cognition.2019.104122'],@laukkonen2019,gpt-5.6-luna,@laukkonen2019,"In the first experiment (N = 3000, which included a direct replication), participants rated worldview beliefs as truer when they solved anagrams and also experienced aha moments.",,True,"The study directly extends the finding that artificially induced aha moments make statements feel true, which is exactly the title and result of Laukkonen et al. (2019); no other record shares that specific finding.",False,True:@laukkonen2019:,False,[],False,False,False
10.1074/jbc.c112.394403,Growth of a Bacterium That Apparently Uses Arsenic Instead of Phosphorus Is a Consequence of Massive Ribosome Breakdown*,10.1126/science.1197258,RETRACTED: A Bacterium That Can Grow by Using Arsenic Instead of Phosphorus,control,agrees_with_mo,['RETRACTED: A Bacterium That Can Grow by Using Arsenic Instead of Phosphorus'],['10.1126/science.1197258'],@wolfesimon2010,gpt-5.6-luna,@wolfesimon2010,"A recent study (Wolfe-Simon, F., Switzer Blum, J., Kulp, T. R., Gordon, G. W., Hoeft, S. E., Pett-Ridge, J., Stolz, J. F., Webb, S. M., Weber, P. K., Davies, P. C., Anbar, A. D., and Oremland, R. S. (2011) Science 332, 1163–1166) described the isolation of a special bacterial strain, GFAJ-1, that could grow in medium containing arsenate, but lacking phosphate, and that supposedly could substitute arsenic for phosphorus in its biological macromolecules. Here, we provide an alternative explanation for these observations and show that they can be reproduced in a laboratory strain of Escherichia coli.",,True,"The study names Wolfe-Simon et al., Science 332, 1163–1166 (2011), which is the GFAJ-1 arsenic-life paper — the same work listed as @wolfesimon2010 (published online 2010, issue dated 2011). It explicitly re-tests and reinterprets that paper's finding, and no other record (e.g., Reaves 2012 or Erb 2",False,True:@wolfesimon2010:,False,[],False,False,False
10.1177/0145445515580533,Replication Study of the Milwaukee Inventory for Subtypes of Trichotillomania–Adult Version in a Clinically Characterized Sample,10.1007/s10862-007-9073-x,The Milwaukee Inventory for Subtypes of Trichotillomania-Adult Version (MIST-A): Development of an Instrument for the Assessment of “Focused” and “Automatic” Hair Pulling,control,agrees_with_mo,"['The Milwaukee Inventory for Subtypes of Trichotillomania-Adult version (MIST-A): Development of an instrument for the assessment of ""focused"" and ""automatic"" hair pulling']",['10.1007/s10862-007-9073-x'],@flessner2007,gpt-5.6-luna,@flessner2007,"In the present study, we evaluated the Milwaukee Inventory for Subtypes of Trichotillomania-Adult Version (MIST-A) in a replication sample of clinically characterized hair pullers using exploratory factor analysis (EFA; N = 193).",,True,"The study replicates the MIST-A specifically, whose original development paper (adult version) is Flessner et al. 2007; the child-version MIST-C paper (flessner2007b) and later Flessner papers do not fit the replication of the adult instrument.",False,True:@flessner2007:,False,[],False,False,False
10.1186/s12967-018-1488-5,A validation study of crescents in predicting ESRD in patients with IgA nephropathy,10.1681/asn.2016040433,A Multicenter Study of the Predictive Value of Crescents in IgA Nephropathy,control,agrees_with_mo,['A multicenter study of the predictive value of crescents in IgA nephropathy'],['10.1681/asn.2016040433'],@haas2016,gpt-5.6-luna,@haas2016,"A working group on the Oxford classification of IgA nephropathy (IgAN) recently reported that crescents detected in kidney tissue predicted a worse renal outcome. However, this finding must be validated in independent cohorts before it can be widely applied to clinical practice.",,True,"The quoted passage credits a working group on the Oxford classification with the finding that crescents predicted worse renal outcome, which matches @haas2016 (the multicenter study by the Oxford/IgAN working group on the predictive value of crescents); no other list record combines the working-grou",False,True:@haas2016:,False,[],False,False,False
10.1002/jcv2.12077,Subdimensions of social‐communication behavior in autism—A replication study,10.1111/jcpp.12510,Subdimensions of social‐communication impairment in autism spectrum disorder,control,agrees_with_mo,['Subdimensions of social-communication impairment in autism spectrum disorder'],['10.1111/jcpp.12510'],@bishop2016,gpt-5.6-luna,,"In order to identify more refined dimensions of social-communication impairments in autism spectrum disorder (ASD) a previous study applied exploratory and confirmatory factor analyses to diagnostic algorithm scores of the autism diagnostic observation schedule (ADOS), Module 3. A three-factor model consisting of repetitive behaviors, impairments in 'Basic Social-Communication' and in 'Interaction quality' (IQ) was established and confirmed. The current study aimed to replicate this model in an independent sample.",,True,"The study describes a previous study that applied exploratory/confirmatory factor analyses to ADOS Module 3 algorithm scores establishing a three-factor model, which matches Bishop et al. 2016 'Subdimensions of social-communication impairment in autism spectrum disorder' exactly; no other listed rec",False,True:@bishop2016:,False,[],False,False,False
10.1097/00001888-197801000-00005,Another look at learning style inventory and medical career choice,10.1097/00001888-197509000-00002,Primary care career choices and medical student learning styles,control,agrees_with_mo,['Primary care career choices and medical student learning styles'],['10.1097/00001888-197509000-00002'],@plovnick1975,gpt-5.6-luna,@plovnick1975,"In the replication study reported here the Learning Style Inventory was administered to over 200 practicing physicians and medical students. Contrary to the previous findings, the results of this study suggest that there is no association between learning style and career choice in medicine and no association between learning style and the kind of influences which were most important in making a career choice.",,True,"The study replicates findings on learning style (LSI) and medical career choice, and @plovnick1975 is the only record matching that finding, topic, and population; no other candidate exists on the list.",False,True:@plovnick1975:,False,[],False,False,False
10.1162/nol.a.15,Neural Oscillations in the Aging Brain Associated With Interference Control in Word Production,10.1371/journal.pone.0088674,Distinct Patterns of Brain Activity Characterise Lexical Activation and Competition in Spoken Word Production,control,agrees_with_mo,['Distinct patterns of brain activity characterise lexical activation and competition in spoken word production'],['10.1371/journal.pone.0088674'],@piai2014,gpt-5.6-luna,@piai2014,"In the present study, we conceptually replicated the magnetoencephalography study by Piai, Roelofs, Jensen, et al. (2014) with an older group of healthy adults (mean age: 60 yr).",,True,"The study explicitly says it conceptually replicated the MEG study by Piai, Roelofs, Jensen, et al. (2014), which uniquely matches @piai2014 among Piai/Roelofs records; none of the other Piai papers is a 2014 MEG study re-tested here.",False,True:@piai2014:,False,[],False,False,False
10.1212/01.wnl.0000137051.33486.c7,Failure to confirm association of a polymorphism in <i>ABCB1</i> with multidrug-resistant epilepsy,10.1056/nejmoa021986,Association of Multidrug Resistance in Epilepsy with a Polymorphism in the Drug-Transporter GeneABCB1,control,agrees_with_mo,['Association of multidrug resistance in epilepsy with a polymorphism in the drug-transporter gene ABCB1'],['10.1056/nejmoa021986'],@siddiqui2003,gpt-5.6-luna,@siddiqui2003,The CC genotype at the ABCB1 C3435T polymorphism was reported to be associated with multidrug resistance. A replication study in 401 drug-resistant and 208 drug-responsive subjects with epilepsy showed no significant association between the CC genotype and drug-resistant epilepsy.,,True,"The study replicates the reported association of the ABCB1 C3435T CC genotype with multidrug-resistant epilepsy, which is exactly the finding of Siddiqui et al. (2003); no other record reports that finding.",False,True:@siddiqui2003:,False,[],False,False,False
10.1093/bjsw/bcae011,Mindfulness-Based Social Work and Self-Care with Social Work Professionals: Replication and Expansion of a Randomised Controlled Trial,10.1007/s12144-023-04410-w,A randomised trial of Mindfulness-based Social Work and Self-Care with social workers,control,agrees_with_mo,['A randomised trial of mindfulness-based social work and self-care with social workers'],['10.1007/s12144-023-04410-w'],@maddock2023,gpt-5.6-luna,@maddock2023,"This randomised controlled trial (RCT) aimed to replicate and expand the findings of an earlier RCT of MBSWSC, with a wider group of social work professionals (including managers), by evaluating the effects of MBSWSC (n = 29) versus an active control (n = 31).",,True,"The study says it replicates an earlier RCT of MBSWSC with a wider group including managers; @maddock2023 is the original MBSWSC RCT with social workers, while @maddock2021b (mixed methods evaluation) and @maddock2023b (focus group study) are not RCTs and none of the other records is an earlier MBSW",False,True:@maddock2023:,False,[],False,False,False
10.1111/j.1601-183x.2010.00649.x,Contribution of LPHN3 to the genetic susceptibility to ADHD in adulthood: a replication study,10.1038/mp.2010.6,"A common variant of the latrophilin 3 gene, LPHN3, confers susceptibility to ADHD and predicts effectiveness of stimulant medication",control,agrees_with_mo,"['A common variant of the latrophilin 3 gene, LPHN3, confers susceptibility to ADHD and predicts effectiveness of stimulant medication']",['10.1038/mp.2010.6'],@arcosburgos2010,gpt-5.6-luna,@arcosburgos2010,"To replicate the association between LPHN3 and ADHD in adults, we undertook a case-control association study in 334 adult patients with ADHD and 334 controls with 43 single nucleotide polymorphisms (SNPs) covering the LPNH3 gene.",,True,"The abstract describes replicating a 'highly consistent association recently reported between ADHD and the LPHN3 gene' using the Paisa genetic isolate from Colombia plus independent US, German, Norwegian and Spanish datasets — exactly the design and populations of @arcosburgos2010, and no other list",False,True:@arcosburgos2010:,False,[],False,False,False
10.1007/s10484-020-09484-x,Efficiency of Illusory Choice Used as a Variant of Situation Selection for Regulating Emotions: Reduction of Positive Experience But Preservation of Physiological Downregulation,10.1038/s41598-017-12626-7,"The regulatory effect of choice in Situation Selection reduces experiential, exocrine and respiratory arousal for negative emotional stimulations",control,agrees_with_mo,"['The regulatory effect of choice in situation selection reduces experiential, exocrine and respiratory arousal for negative emotional stimulations']",['10.1038/s41598-017-12626-7'],@thuillard2017,gpt-5.6-luna,@thuillard2017,"Past research showed that Situation selection triggers a decrease in negative experience, exocrine reactions and respiratory activity, while maintaining stable positive experience. In this study, we wanted to replicate these observations and test emotional responses that follow an Illusory choice",,True,"The passage re-tests exactly the findings of @thuillard2017 — decreased negative experience, exocrine and respiratory arousal with stable positive experience under Situation selection — matching its title, authors, and design; no other listed record fits.",False,True:@thuillard2017:,False,[],False,False,False
10.1371/journal.pone.0124170,A Cross-Cultural Perspective on the Preference for Potential Effect: An Individual Participant Data (IPD) Meta-Analysis Approach,10.1037/a0029227,The preference for potential.,control,agrees_with_mo,['The preference for potential'],['10.1037/a0029227'],@tormala2012,gpt-5.6-luna,@tormala2012,"To answer these two questions, we replicated Tormala et al.'s study in multiple cities (17 studies with 1,128 participants) in China using an individual participant data (IPD) meta-analysis approach to test our hypothesis.",,True,"The study explicitly cites 'Tormala ZL, Jia JS, Norton MI (2012). The preference for potential' as the paper it replicates, matching @tormala2012; no other record fits as well or better.",False,True:@tormala2012:,False,[],False,False,False
10.3389/fnhum.2013.00817,Functional diffusion tensor imaging at 3 Tesla,10.1371/journal.pone.0003631,Functional Diffusion Tensor Imaging: Measuring Task-Related Fractional Anisotropy Changes in the Human Brain along White Matter Tracts,control,agrees_with_mo,['Functional diffusion tensor imaging: measuring task-related fractional anisotropy changes in the human brain along white matter tracts'],['10.1371/journal.pone.0003631'],@mandl2008,gpt-5.6-luna,@mandl2008,In a previous study we reported on a non-invasive functional diffusion tensor imaging (fDTI) method to measure neuronal signals directly from subtle changes in fractional anisotropy along white matter tracts. In the present study we set out to replicate the results of the previous study with an improved fDTI scan acquisition scheme.,,True,The study describes replicating its own previous fDTI study measuring task-related FA changes along white matter tracts; only @mandl2008 in the list is that original fDTI paper.,False,True:@mandl2008:,False,[],False,False,False
10.2478/jagi-2018-0001,Towards General Evaluation of Intelligent Systems: Lessons Learned from Reproducing AIQ Test Results,10.1007/978-3-642-44958-1_18,An Approximation of the Universal Intelligence Measure,control,agrees_with_mo,"['An approximation of the universal intelligence measure', 'An approximation of the universal intelligence measure', 'An approximation of the universal intelligence measure']","['10.1007/978-3-642-44958-1_18', '10.1007/978-3-642-44958-1_18', '10.1007/978-3-642-44958-1_18']",@legg2013,gpt-5.6-luna,@legg2013,This paper attempts to replicate the results of evaluating several artificial agents using the Algorithmic Intelligence Quotient test originally reported by Legg and Veness.,,True,"The study replicates AIQ test results 'originally reported by Legg and Veness', and @legg2013 is the only record by Legg and Veness, which introduced the universal intelligence measure/AIQ. No other record fits as well.",False,True:@legg2013:,False,[],False,False,False
