pair_id,group,variant,src_rung,n_targets,matched,outcome,reason,phrase,qsrc,study_status,rtc,key,match_certain,err,prompt_len
b1f8185114a6988db4ad94162e4ca7b3,cbd_doc,V0,pre,1,True,mixed,"The abstract reports a convergent result but also explicitly identifies a difference between the original and replication, so the findings are presented as partly agreeing and partly differing.","The two studies led to one major convergent result, i.e. MI scores are significantly linked to text quality, while the correlations for the t-scores are weak. However, further analysis showed that the t-score could be used to filter the high MI collgrams so as to keep only those that are most closely linked to text quality. The most striking difference between the original and replication studies concerns the bigrams present in the learner texts but absent from the reference corpus, a category that is a strong proficiency predictor only in MSU.",abstract,completed,,,False,,19944
b1f8185114a6988db4ad94162e4ca7b3,cbd_doc,V1,pre,1,True,mixed,"The abstract reports a convergent result but also explicitly identifies a striking difference between the original and replication, so the evidence supports a mixed outcome rather than full agreement.","The two studies led to one major convergent result, i.e. MI scores are significantly linked to text quality, while the correlations for the t-scores are weak. However, further analysis showed that the t-score could be used to filter the high MI collgrams so as to keep only those that are most closely linked to text quality. The most striking difference between the original and replication studies concerns the bigrams present in the learner texts but absent from the reference corpus, a category that is a strong proficiency predictor only in MSU.",abstract,completed,,,False,,21511
18f27f0a44d9bd9bdc4f027b900a0987,cbd_doc,V0,pre,1,True,cannot_be_determined,The supplied text identifies the replication target but gives no result or verdict about whether its finding was reproduced.,,,completed,,@zilioli2014,True,,19465
18f27f0a44d9bd9bdc4f027b900a0987,cbd_doc,V1,pre,1,True,cannot_be_determined,The supplied text identifies the target but does not report how the replication's findings compared with it.,,,completed,,@zilioli2014,True,,21032
5dbd5fc80aa664e23afb1cce75bc38a8,cbd_doc,V0,ft,2,False,,,,,,,,,,31320
5dbd5fc80aa664e23afb1cce75bc38a8,cbd_doc,V1,ft,2,False,,,,,,,,,,32887
5dbd5fc80aa664e23afb1cce75bc38a8,cbd_doc,V2,ft,3,False,,,,,,,,,,83333
5dbd5fc80aa664e23afb1cce75bc38a8,cbd_doc,V3,ft,2,True,cannot_be_determined,The supplied text establishes a second replication study in flaky-test prediction but does not identify which cited original finding it re-tests or report that study's outcome.,,,completed,replication,,False,,84900
87f2f0a2f92f8e9a1c1d8116c8793398,cbd_doc,V0,ft,2,True,cannot_be_determined,The paper describes a comparison with Lewandowsky but does not establish whether the finding being re-tested was supported.,,,completed,replication,@lewandowsky2011,True,,34367
87f2f0a2f92f8e9a1c1d8116c8793398,cbd_doc,V1,ft,2,True,cannot_be_determined,"The paper says it compared Experiment 10 with Lewandowsky's results, but the supplied text does not state whether the finding from that study was replicated.",,,completed,replication,@lewandowsky2011,True,,35934
87f2f0a2f92f8e9a1c1d8116c8793398,cbd_doc,V2,ft,8,False,,,,,,,,,,86380
87f2f0a2f92f8e9a1c1d8116c8793398,cbd_doc,V3,ft,7,False,,,,,,,,,,87947
281d6f90bd5d1373290ed063ba26faac,cbd_doc,V0,ft,4,True,cannot_be_determined,The paper reports sample 4's results but does not state how they compare with the finding reported by Wessel et al. (2010).,,,completed,reproduction,@wessel2010,True,,87275
281d6f90bd5d1373290ed063ba26faac,cbd_doc,V1,ft,4,True,mixed,"Sample 4's SP results predominantly supported suppression, while the paper describes the IP results as predominantly inconclusive.","As for the SP data, in two samples (samples 2 and 4) all analyses but one yielded p-values that were below the conventional threshold (α = .05) for statistical significance. | As for IP recall, the results were predominantly inconclusive, within as well as across samples.",discussion,completed,reproduction,@wessel2010,True,,88842
281d6f90bd5d1373290ed063ba26faac,cbd_doc,V2,ft,4,True,cannot_be_determined,The paper reports sample 4's results but does not state how they compare with the finding reported by Wessel et al. (2010).,,,completed,reproduction,@wessel2010,True,,87275
281d6f90bd5d1373290ed063ba26faac,cbd_doc,V3,ft,4,True,mixed,"Sample 4's SP results predominantly supported suppression, while the paper describes the IP results as predominantly inconclusive.","As for the SP data, in two samples (samples 2 and 4) all analyses but one yielded p-values that were below the conventional threshold (α = .05) for statistical significance. | As for IP recall, the results were predominantly inconclusive, within as well as across samples.",discussion,completed,reproduction,@wessel2010,True,,88842
f24a885f3c942b454e226b7ec9e61f3c,cbd_doc,V0,ft,1,True,cannot_be_determined,The supplied text identifies Root et al. as the replication target but does not report whether the original finding was confirmed or contradicted.,,,completed,replication,,False,,29083
f24a885f3c942b454e226b7ec9e61f3c,cbd_doc,V1,ft,1,True,cannot_be_determined,The supplied text identifies Root et al. as the replication target but does not report how the re-test’s findings compared with that study.,,,completed,replication,,False,,30650
f24a885f3c942b454e226b7ec9e61f3c,cbd_doc,V2,ft,1,True,cannot_be_determined,The supplied text identifies a replication of Root et al. but does not state how the present results compare with that study’s findings.,,,completed,replication,,False,,38399
f24a885f3c942b454e226b7ec9e61f3c,cbd_doc,V3,ft,1,True,cannot_be_determined,The supplied text identifies the re-test but does not report how its results compared with Root et al.’s finding.,,,completed,replication,,False,,39966
2c58befb2fc3d3a45e58b473d51749b6,cbd_doc_osf,V0,ft,1,True,cannot_be_determined,"The supplied results and conclusion retain unresolved placeholders, so they do not reveal whether the finding was supported.",,,completed,replication,@frster2008,True,,24866
2c58befb2fc3d3a45e58b473d51749b6,cbd_doc_osf,V1,ft,1,True,cannot_be_determined,"The supplied conclusion leaves the result as a placeholder, so it does not establish whether the original finding was supported.",,,completed,replication,@frster2008,True,,26433
2c58befb2fc3d3a45e58b473d51749b6,cbd_doc_osf,V2,ft,1,True,cannot_be_determined,"The supplied results and conclusion contain unresolved placeholders, so they do not establish whether the original finding was supported.",,,completed,replication,@frster2008,True,,60469
2c58befb2fc3d3a45e58b473d51749b6,cbd_doc_osf,V3,ft,1,True,cannot_be_determined,"The supplied abstract and results retain unfilled placeholders for the final replication findings, so they do not reveal whether the original result was supported.",,,completed,replication,@frster2008,True,,62036
9a913c31cb09e8e12f47d532c7c5953c,cbd_doc_osf,V0,ft,1,True,cannot_be_determined,"This is a prospective plan, so the supplied text reports no results or verdict on whether the original findings hold.",,,prospective,replication,@fausey2010,True,,30679
9a913c31cb09e8e12f47d532c7c5953c,cbd_doc_osf,V1,ft,1,True,cannot_be_determined,This is a prospective plan with no reported results from which to judge whether the original findings were replicated.,,,prospective,replication,@fausey2010,True,,32246
9a913c31cb09e8e12f47d532c7c5953c,cbd_doc_osf,V2,ft,1,True,cannot_be_determined,This Stage 1 document proposes the replication but supplies no results or verdict about whether the original findings hold.,,,prospective,replication,@fausey2010,True,,50311
9a913c31cb09e8e12f47d532c7c5953c,cbd_doc_osf,V3,ft,1,True,cannot_be_determined,This Stage 1 proposal describes planned tests and criteria for success but reports no results or verdict on the original findings.,,,prospective,replication,@fausey2010,True,,51878
35e642c09c474aa56730b6480a81059d,cbd_doc_osf,V0,ft,1,True,cannot_be_determined,The supplied abstract and discussion describe the original paper’s findings but do not report how this replication came out.,,,completed,replication,,False,,32446
35e642c09c474aa56730b6480a81059d,cbd_doc_osf,V1,ft,1,True,cannot_be_determined,"The supplied discussion reports the original study’s findings, not how the direct replication came out.",,,completed,replication,,False,,34013
35e642c09c474aa56730b6480a81059d,cbd_doc_osf,V2,ft,1,True,cannot_be_determined,The supplied text identifies the replication target but does not report how the replication itself came out.,,,completed,replication,,False,,63825
35e642c09c474aa56730b6480a81059d,cbd_doc_osf,V3,ft,1,True,cannot_be_determined,"The supplied results describe the original Gal and Rucker experiments, not the outcome of the stated direct replication.",,,completed,replication,,False,,65392
098e0b1aef25ce66e9bd4a9050ec4042,cbd_doc_osf,V0,ft,1,True,cannot_be_determined,The supplied text describes a planned replication but reports no result or verdict about whether Capraro and Celadin’s finding held.,,,prospective,replication,,False,,22119
098e0b1aef25ce66e9bd4a9050ec4042,cbd_doc_osf,V1,ft,1,True,cannot_be_determined,The supplied text says the replication will be conducted but provides no results or verdict about Capraro and Celadin’s finding.,,,prospective,replication,,False,,23686
098e0b1aef25ce66e9bd4a9050ec4042,cbd_doc_osf,V2,ft,1,True,cannot_be_determined,This is a prospective registration that gives hypotheses and planned analyses but reports no results bearing on Capraro and Celadin’s finding.,,,prospective,replication,,False,,28492
098e0b1aef25ce66e9bd4a9050ec4042,cbd_doc_osf,V3,ft,1,True,cannot_be_determined,This is a prospective registration and supplies no results or verdict about whether the target finding held.,,,prospective,replication,,False,,30059
ecda4276e3955ecdc889462b58987f9f,cbd_doc_osf,V0,pre,1,True,cannot_be_determined,The supplied text describes the planned replication but reports no findings or verdict about Clark et al.’s study.,,,prospective,,@al2025,True,,20556
ecda4276e3955ecdc889462b58987f9f,cbd_doc_osf,V1,pre,1,True,cannot_be_determined,The paper describes planned data collection and provides no replication results or verdict.,,,prospective,,@al2025,True,,22123
94b6d2414c0d781b48acfef494286bda,cbd_doc_osf,V0,ft,1,True,cannot_be_determined,"This is a preregistration describing a planned test, so it reports no result from which to determine whether the original finding held.",,,prospective,replication,@teper2011b,True,,33548
94b6d2414c0d781b48acfef494286bda,cbd_doc_osf,V1,ft,1,True,cannot_be_determined,The paper is a pre-data-collection plan and supplies no results showing whether the replication succeeded.,,,prospective,replication,@teper2011b,True,,35115
94b6d2414c0d781b48acfef494286bda,cbd_doc_osf,V2,ft,1,True,cannot_be_determined,The document describes planned tests and hypotheses but provides no results showing whether the original finding was supported.,,,prospective,replication,@teper2011b,True,,77647
94b6d2414c0d781b48acfef494286bda,cbd_doc_osf,V3,ft,1,True,cannot_be_determined,"This is a proposal posted before data collection, so the supplied text gives no result or verdict on the original finding.",,,prospective,replication,@teper2011b,True,,79214
7899f695fd70d461b88258ca32a7914b,cbd_doc_osf,V0,ft,0,False,,,,,,,,,,30936
7899f695fd70d461b88258ca32a7914b,cbd_doc_osf,V1,ft,0,False,,,,,,,,,,32503
7899f695fd70d461b88258ca32a7914b,cbd_doc_osf,V2,ft,3,True,cannot_be_determined,The registration lays out the planned test but does not report its result or a verdict on the original finding.,,,prospective,replication,,False,,31065
7899f695fd70d461b88258ca32a7914b,cbd_doc_osf,V3,ft,3,True,cannot_be_determined,The supplied text gives the planned hypothesis and analyses but reports no results for this target.,,,prospective,replication,,False,,32632
05b5b1fc7a0d8927e202a1abe806b92b,cbd_doc_osf,V0,ft,1,True,cannot_be_determined,"The supplied results reproduce the original studies’ findings, but do not report how this replication’s own data turned out.",,,prospective,replication,,False,,29070
05b5b1fc7a0d8927e202a1abe806b92b,cbd_doc_osf,V1,ft,1,True,cannot_be_determined,"The supplied results are explicitly labeled as results from the original study, and no outcome from this paper’s planned re-test is reported.",,,prospective,unclear,,False,,30637
05b5b1fc7a0d8927e202a1abe806b92b,cbd_doc_osf,V2,ft,1,True,cannot_be_determined,"The paper plans to test the cited study with a new HKU student sample, but reports no replication results.",,,prospective,replication,,False,,74025
05b5b1fc7a0d8927e202a1abe806b92b,cbd_doc_osf,V3,ft,1,True,cannot_be_determined,"The document is a plan and states that data collection has not begun, so it reports no result for the re-test.",,,prospective,replication,,False,,75592
ae4a75194c1020f693a9392a4a7e2547,cbd_doc_osf,V0,ft,1,True,successful,"The authors say the pilot data trend toward the predicted shared-language preference, which they explicitly link to Kinzler et al.’s result.","Hypothesis: We expect that 4-to-5-year-old children will choose the English-speaking puppet to be their friend, in line with Kinzler et al.’s (2007) results. | The current pilot data are trending towards the expected outcome, that monolingual English-speaking children will prefer the English-speaking puppet as their friend.",abstract | discussion,prospective,replication,@kinzler2007,True,,30501
ae4a75194c1020f693a9392a4a7e2547,cbd_doc_osf,V1,ft,1,True,successful,The authors report that both pilot formats favored the shared-language puppet and explicitly describe the results as trending toward the expected outcome aligned with Kinzler et al.,"We initially ran a between-subjects pilot for this study. Nine out of 11 participants in this version chose the English-speaking puppet. Next, we collected within-subjects (n=5) and found that 7 out of 10 choices were made in favor of the English-speaking puppet. The current pilot data are trending towards the expected outcome, that monolingual English-speaking children will prefer the English-speaking puppet as their friend.",discussion,prospective,replication,@kinzler2007,True,,32068
ae4a75194c1020f693a9392a4a7e2547,cbd_doc_osf,V2,ft,1,True,successful,"The authors describe the pilot results as trending toward the shared-language preference reported by Kinzler et al., rather than as contradicting it.","The current pilot data are trending towards the expected outcome, that monolingual English-speaking children will prefer the English-speaking puppet as their friend.",Pilot Data,prospective,replication,@kinzler2007,True,,34143
ae4a75194c1020f693a9392a4a7e2547,cbd_doc_osf,V3,ft,1,True,successful,"The authors say the pilot data trend toward the shared-language preference predicted from Kinzler et al., so they present the re-test as supporting the original finding.","The current pilot data are trending towards the expected outcome, that monolingual English-speaking children will prefer the English-speaking puppet as their friend.",discussion,prospective,replication,@kinzler2007,True,,35710
f40ac2844184cd0cb12db035f5e34630,cbd_doc_osf,V0,ft,1,True,cannot_be_determined,The supplied text is a preregistration and reports no results or verdict on whether the original finding holds.,,,prospective,replication,,False,,27479
f40ac2844184cd0cb12db035f5e34630,cbd_doc_osf,V1,ft,1,True,cannot_be_determined,"This is a preregistration describing a study that will be run, so it reports no result or verdict on whether Study 3's finding holds.",,,prospective,replication,,False,,29046
f40ac2844184cd0cb12db035f5e34630,cbd_doc_osf,V2,ft,1,True,cannot_be_determined,"This is a prospective preregistration describing planned tests, and the supplied text does not report their results.",,,prospective,replication,,False,,39462
f40ac2844184cd0cb12db035f5e34630,cbd_doc_osf,V3,ft,1,True,cannot_be_determined,The supplied text describes planned tests of the original finding but reports no results or verdict.,,,prospective,replication,,False,,41029
a53acf2b500bb90b93de9d5fb6801acc,cbd_doc_osf,V0,ft,1,True,cannot_be_determined,The supplied text is a registration describing planned procedures and reports no results or verdict about whether the original finding held.,,,prospective,replication,,False,,29925
a53acf2b500bb90b93de9d5fb6801acc,cbd_doc_osf,V1,ft,1,True,cannot_be_determined,The supplied text describes planned hypotheses and methods but reports no results or conclusion about whether the original finding held.,,,prospective,replication,,False,,31492
a53acf2b500bb90b93de9d5fb6801acc,cbd_doc_osf,V2,ft,1,True,cannot_be_determined,This is a preregistration describing a planned replication and supplies no results or verdict about whether the original finding holds.,,,prospective,replication,,False,,39438
a53acf2b500bb90b93de9d5fb6801acc,cbd_doc_osf,V3,ft,1,True,cannot_be_determined,This is a preregistration describing a planned re-test and provides no results or verdict about whether Study 3’s findings held.,,,prospective,replication,,False,,41005
c207844613793ffcd5bcffc0f50c1dc9,cbd_doc_osf,V0,ft,1,True,cannot_be_determined,The supplied text describes a planned replication and provides no results or verdict about whether either original finding held.,,,prospective,replication,@hajcak2005,True,,43413
c207844613793ffcd5bcffc0f50c1dc9,cbd_doc_osf,V1,ft,1,True,cannot_be_determined,The paper is a prospective protocol that specifies how replication success will be assessed but reports no results.,,,prospective,replication,@hajcak2005,True,,44980
c207844613793ffcd5bcffc0f50c1dc9,cbd_doc_osf,V2,ft,1,True,cannot_be_determined,This Stage 1 manuscript describes planned tests and predictions but supplies no results or verdict about whether either original finding held.,,,prospective,replication,@hajcak2005,True,,95420
c207844613793ffcd5bcffc0f50c1dc9,cbd_doc_osf,V3,ft,1,True,cannot_be_determined,This Stage 1 manuscript describes planned tests but supplies no results or verdict on either experiment.,,,prospective,replication,@hajcak2005,True,,96987
dc099974e6ed59ff55888f91a335ccd2,cbd_doc_osf,V0,ft,1,True,successful,The authors explicitly say they successfully replicated the original results and found support for both reported findings.,We were successful in replicating the results by Newman et al. (2014) in support of true self attribution in value judgment.,discussion,completed,replication,@newman2014,True,,33464
dc099974e6ed59ff55888f91a335ccd2,cbd_doc_osf,V1,ft,1,True,successful,The authors explicitly state that they successfully replicated Newman et al.’s results.,We were successful in replicating the results by Newman et al. (2014) in support of true self attribution in value judgment.,discussion,completed,replication,@newman2014,True,,35031
dc099974e6ed59ff55888f91a335ccd2,cbd_doc_osf,V2,ft,1,True,successful,The abstract explicitly says the replication supported the findings of both original studies.,"We found support for Study 1’s findings that morally positive changes in others are perceived as more reflective of true-self than morally negative changes, in both forced-choice (original: η²p=.39, 95%CI [.25, .51]; replication: η²p = .20; 95% CI [.16, .23]) and scale (original: η²p=.33, 95%CI [.19, .45]; replication: η²p=.22, 95%CI [.15, .25]) measures. We found support for Study 2’s findings that changes more aligned with observers’ political moral views are perceived as more reflective of true-self (original: η²p = .04, 95%CI [.00, .11]; replication: η²p = .35, 95%CI[.29, .41]).",abstract,completed,replication,@newman2014,True,,85477
dc099974e6ed59ff55888f91a335ccd2,cbd_doc_osf,V3,ft,1,True,successful,"The abstract explicitly says the replication supported the reported findings from both target studies, rather than reporting a failure or mixed result.","We found support for Study 1’s findings that morally positive changes in others are perceived as more reflective of true-self than morally negative changes, in both forced-choice (original: η²p=.39, 95%CI [.25, .51]; replication: η²p = .20; 95% CI [.16, .23]) and scale (original: η²p=.33, 95%CI [.19, .45]; replication: η²p=.22, 95%CI [.15, .25]) measures. We found support for Study 2’s findings that changes more aligned with observers’ political moral views are perceived as more reflective of true-self (original: η²p = .04, 95%CI [.00, .11]; replication: η²p = .35, 95%CI[.29, .41]).",abstract,completed,replication,@newman2014,True,,87044
8a446335d9b4f852f4baf47b073f61ff,cbd_doc_osf,V0,ft,2,True,cannot_be_determined,The supplied text is a preregistration plan and does not report how the new data compare with Irmak et al.’s finding.,,,prospective,replication,,False,,29108
8a446335d9b4f852f4baf47b073f61ff,cbd_doc_osf,V1,ft,2,True,cannot_be_determined,The supplied text describes a planned re-test but gives no results or verdict for Irmak’s finding.,,,prospective,replication,,False,,30675
8a446335d9b4f852f4baf47b073f61ff,cbd_doc_osf,V2,ft,2,True,cannot_be_determined,This document describes a planned data collection and gives no results or verdict about the Irmak finding.,,,prospective,replication,,False,,35366
8a446335d9b4f852f4baf47b073f61ff,cbd_doc_osf,V3,ft,2,True,cannot_be_determined,This is a preregistration describing a planned re-test and provides no result or verdict for Irmak’s finding.,,,prospective,replication,@irmak2013,True,,36933
95768b0fd55854e91a2067a098edf7df,cbd_nodoc,V0,pre,1,True,cannot_be_determined,The abstract reports that feedback was effective but does not state Ashton et al.'s finding or compare the results with it.,,,completed,,@ashton1979,True,,20254
95768b0fd55854e91a2067a098edf7df,cbd_nodoc,V1,pre,1,True,successful,The paper tests the efficacy of Ashton et al.'s training technique and reports results indicating that feedback effectively trains cardiac awareness.,"The pattern of results was consistent in indicating that providing subjects with information about the accuracy of their decisions is an effective means of training cardiac awareness, and that transfer of the trained awareness to a more commonly used exteroceptive discrimination procedure occurs.",abstract,completed,,@ashton1979,True,,21821
95768b0fd55854e91a2067a098edf7df,cbd_nodoc,V1b,pre,1,True,successful,"The abstract reports that the training technique attributed to Ashton et al. effectively trains cardiac awareness, supporting the efficacy finding this paper set out to re-test.","The pattern of results was consistent in indicating that providing subjects with information about the accuracy of their decisions is an effective means of training cardiac awareness, and that transfer of the trained awareness to a more commonly used exteroceptive discrimination procedure occurs.",abstract,completed,,@ashton1979,True,,21556
c83c3cef60ea63b61b1ff0df81dfc050,cbd_nodoc,V0,pre,12,False,,,,,,,,,,24624
c83c3cef60ea63b61b1ff0df81dfc050,cbd_nodoc,V1,pre,12,False,,,,,,,,,,26191
c83c3cef60ea63b61b1ff0df81dfc050,cbd_nodoc,V1b,pre,12,False,,,,,,,,,,25926
7f23447d2f0fd4619a403c62d55974b9,cbd_nodoc,V0,pre,1,True,cannot_be_determined,"The abstract leaves the final replication result as unselected alternatives, so it does not establish whether this original finding held.",,,completed,,,False,,20530
7f23447d2f0fd4619a403c62d55974b9,cbd_nodoc,V1,pre,1,True,cannot_be_determined,"The abstract leaves the replication result unresolved with alternatives such as “[did| did not]”, so it does not establish whether the original finding held.",,,completed,,,False,,22097
7f23447d2f0fd4619a403c62d55974b9,cbd_nodoc,V1b,pre,2,True,cannot_be_determined,"The abstract leaves the final replication result as alternatives in brackets, so it does not establish whether the original finding was supported.",,,completed,,,False,,21832
b98f984a0a16d9f73357bff7a79fbab4,cbd_nodoc,V0,ft,1,True,failed,The authors explicitly report that the original interaction was not replicated in either study.,In neither the Amsterdam nor in the US study was the original interaction replicated using the original unedited videos that referred to Stanford.,discussion,completed,replication,@crosby2008,True,,28112
b98f984a0a16d9f73357bff7a79fbab4,cbd_nodoc,V1,ft,1,True,failed,"The authors explicitly say the original interaction was not replicated, despite reporting other effects.",In neither the Amsterdam nor in the US study was the original interaction replicated using the original unedited videos that referred to Stanford.,discussion,completed,replication,@crosby2008,True,,29679
b98f984a0a16d9f73357bff7a79fbab4,cbd_nodoc,V1b,ft,1,True,failed,"The authors explicitly say the original interaction was not replicated in either study, even though they report a separate significant looking-time effect.",In neither the Amsterdam nor in the US study was the original interaction replicated using the original unedited videos that referred to Stanford.,discussion,completed,replication,@crosby2008,True,,29414
3b5d328e91c17a00ab476128b71bb9b1,cbd_nodoc,V0,pre,1,True,cannot_be_determined,The abstract does not state what a particular original study found or compare this paper's results with that finding.,,,completed,,,False,,25129
3b5d328e91c17a00ab476128b71bb9b1,cbd_nodoc,V1,pre,0,False,,,,,,,,,,26696
3b5d328e91c17a00ab476128b71bb9b1,cbd_nodoc,V1b,pre,1,True,cannot_be_determined,The abstract reports effects in this study but does not identify a particular original finding or say whether it agrees with that finding.,,,completed,,,False,,26431
e5ef71c2961d9a810f3e09eb219cd562,cbd_nodoc,V0,pre,1,True,cannot_be_determined,The abstract reports results of this study but does not state the finding of Walton and Ingersoll (2012) or compare the results against it.,,,completed,,,False,,20446
e5ef71c2961d9a810f3e09eb219cd562,cbd_nodoc,V1,pre,1,True,cannot_be_determined,The abstract reports outcomes for role-play learning and generalization but does not identify the original finding or compare those outcomes with it.,,,completed,,,False,,22013
e5ef71c2961d9a810f3e09eb219cd562,cbd_nodoc,V1b,pre,1,True,cannot_be_determined,The abstract reports outcomes of the present intervention but does not identify the original finding or compare those outcomes with it.,,,completed,,,False,,21748
b5d97b228534bded3f9a70a64c806e6a,cbd_nodoc,V0,pre,12,False,,,,,,,,,,24624
b5d97b228534bded3f9a70a64c806e6a,cbd_nodoc,V1,pre,12,False,,,,,,,,,,26191
b5d97b228534bded3f9a70a64c806e6a,cbd_nodoc,V1b,pre,12,False,,,,,,,,,,25926
cf6089649299c5cbba4ebcb34a105007,cbd_nodoc,V0,pre,1,True,cannot_be_determined,The abstract says the larger-scale results differ from earlier environments but does not identify which original findings were re-tested or how any particular finding compared.,,,completed,,,False,,20591
cf6089649299c5cbba4ebcb34a105007,cbd_nodoc,V1,pre,1,True,cannot_be_determined,The abstract says results differed across environment sizes but does not identify a specific original finding or say whether that finding held.,,,completed,,,False,,22158
cf6089649299c5cbba4ebcb34a105007,cbd_nodoc,V1b,pre,1,True,cannot_be_determined,The abstract says larger-scale results differ from prior smaller environments but does not identify the original findings or specify how any particular finding came out.,,,completed,,,False,,21893
d26e7b513c9d9366eb971d7730fef238,cbd_nodoc,V0,pre,1,True,mixed,"The authors say most locus associations were conserved but identify two exceptions, so the replication evidence is partly supportive and partly not.","Associations between the novel loci and plasma lipid concentrations were generally conserved in the Japanese population, with the exception of NCAN/CILP2/PBX4 and MVK/MMAB.",abstract,completed,,@willer2008,True,,25654
d26e7b513c9d9366eb971d7730fef238,cbd_nodoc,V1,pre,2,True,mixed,"The authors report that associations were generally conserved but identify two loci as exceptions, presenting both agreement and non-agreement across the tested findings.","CONCLUSION: Associations between the novel loci and plasma lipid concentrations were generally conserved in the Japanese population, with the exception of NCAN/CILP2/PBX4 and MVK/MMAB.",abstract,completed,,@kathiresan2008,True,,27221
d26e7b513c9d9366eb971d7730fef238,cbd_nodoc,V1b,pre,2,True,mixed,"The paper reports associations generally conserved but identifies two loci whose associations were not found, so its verdict across the tested findings is mixed.","On the other hand, SNPs in NCAN/CILP2/PBX4 and MVK/MMAB were not associated with any plasma lipid profiles in the Japanese population. Associations between the novel loci and plasma lipid concentrations were generally conserved in the Japanese population, with the exception of NCAN/CILP2/PBX4 and MVK/MMAB.",abstract,completed,,@kathiresan2008,True,,26956
e7cd2d5e59e810ce602be50f2071c4c1,cbd_nodoc,V0,pre,1,True,cannot_be_determined,The supplied text identifies the study being replicated but gives no result or conclusion about whether its finding held.,,,completed,,,False,,18952
e7cd2d5e59e810ce602be50f2071c4c1,cbd_nodoc,V1,pre,1,True,cannot_be_determined,"The supplied title identifies the work being replicated, but the abstract gives no result or verdict about whether its finding held.",,,completed,,,False,,20519
e7cd2d5e59e810ce602be50f2071c4c1,cbd_nodoc,V1b,pre,1,True,cannot_be_determined,"The title identifies the study being replicated, but the supplied text reports no result or conclusion about whether its finding held.",,,completed,,,False,,20254
446bb73f09aba5f3ef14ee70fd27b614,cbd_nodoc,V0,pre,1,True,cannot_be_determined,"The supplied title identifies the study as a replication, but the supplied evidence gives no result or conclusion about whether the original finding held.",,,completed,,,False,,18980
446bb73f09aba5f3ef14ee70fd27b614,cbd_nodoc,V1,pre,1,True,cannot_be_determined,"The title identifies the work being replicated, but the supplied text gives no result or verdict about whether its finding held.",,,completed,,,False,,20547
446bb73f09aba5f3ef14ee70fd27b614,cbd_nodoc,V1b,pre,1,True,cannot_be_determined,"The title identifies the study as a replication of this work, but the supplied text reports no replication result.",,,completed,,,False,,20282
4c12e1f39cf96c1251c21c8c16182492,cbd_nodoc,V0,pre,1,True,cannot_be_determined,The paper describes a proposed test and supplies no results or conclusion about whether the original finding holds.,,,prospective,,,False,,20286
4c12e1f39cf96c1251c21c8c16182492,cbd_nodoc,V1,pre,1,True,cannot_be_determined,The supplied text describes a proposed study and reports no result that would show whether Study 2’s finding held.,,,prospective,,,False,,21853
4c12e1f39cf96c1251c21c8c16182492,cbd_nodoc,V1b,pre,1,True,cannot_be_determined,The paper describes a proposed study and predicts an effect but reports no result showing how the replication came out.,,,prospective,,,False,,21588
70f1ddf94e0a3de599e41c7c5237e492,cbd_nodoc,V0,pre,1,True,cannot_be_determined,"The title identifies the re-tested study, but the supplied text gives no result or verdict about whether its finding held.",,,completed,,,False,,18982
70f1ddf94e0a3de599e41c7c5237e492,cbd_nodoc,V1,pre,1,True,cannot_be_determined,"The title identifies the study as a direct replication, but the supplied text gives no result or verdict about whether it replicated the finding.",,,completed,,,False,,20549
70f1ddf94e0a3de599e41c7c5237e492,cbd_nodoc,V1b,pre,1,True,cannot_be_determined,The supplied text identifies the replication target but gives no result or verdict about whether its finding was reproduced.,,,completed,,,False,,20284
ffbf89e71f2b3a4526924b03a8badf05,cbd_nodoc,V0,pre,1,True,cannot_be_determined,The abstract reports findings from the current study but does not compare them with the target study’s findings or state an overall replication verdict.,,,completed,,@buijzen2008b,True,,23556
ffbf89e71f2b3a4526924b03a8badf05,cbd_nodoc,V1,pre,1,True,cannot_be_determined,The abstract reports current-study findings but does not state how they compare with the original study's findings.,,,completed,,@buijzen2008b,True,,25123
ffbf89e71f2b3a4526924b03a8badf05,cbd_nodoc,V1b,pre,1,True,cannot_be_determined,The abstract reports findings from the new study but does not compare them with the original study's findings.,,,completed,,@buijzen2008b,True,,24858
f6e49628762c9628749c9e4988d91ba2,cbd_nodoc,V0,pre,1,True,cannot_be_determined,The supplied text identifies the replication target but gives no result or conclusion about whether its finding held.,,,completed,,,False,,18891
f6e49628762c9628749c9e4988d91ba2,cbd_nodoc,V1,pre,1,True,cannot_be_determined,"The supplied title identifies the re-tested study, but the supplied text does not report the replication's outcome.",,,completed,,,False,,20458
f6e49628762c9628749c9e4988d91ba2,cbd_nodoc,V1b,pre,1,True,cannot_be_determined,The supplied title and abstract identify the study being replicated but give no result or verdict for the replication.,,,completed,,,False,,20193
66f218d62ea328e71aedd8ad74eb842d,cbd_nodoc,V0,pre,1,True,cannot_be_determined,The abstract identifies the study being replicated but gives no results or verdict about whether its finding held.,,,completed,,,False,,19539
66f218d62ea328e71aedd8ad74eb842d,cbd_nodoc,V1,pre,1,True,cannot_be_determined,The supplied text identifies the study being re-tested but reports no result or verdict about whether its finding held.,,,completed,,,False,,21106
66f218d62ea328e71aedd8ad74eb842d,cbd_nodoc,V1b,pre,1,True,cannot_be_determined,The supplied title and abstract identify the study being re-tested but report no results or verdict about how the replication came out.,,,completed,,,False,,20841
